Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,7,2015-07-26,0,0,0,0,0,0
2,6,2015-07-25,4762,469,1,0,0,0
2,5,2015-07-24,4778,437,1,0,0,1
2,4,2015-07-23,4914,385,1,0,0,1
2,3,2015-07-22,4670,282,1,0,0,1
2,2,2015-07-21,4462,399,1,0,0,1
2,1,2015-07-20,4178,417,1,0,0,1
2,7,2015-07-19,0,0,0,0,0,0
2,6,2015-07-18,5366,451,1,0,0,0
2,5,2015-07-17,7283,524,1,1,0,1
2,4,2015-07-16,7269,501,1,1,0,1
2,3,2015-07-15,6249,462,1,1,0,1
2,2,2015-07-14,7227,553,1,1,0,1
2,1,2015-07-13,8894,618,1,1,0,1
2,7,2015-07-12,0,0,0,0,0,0
2,6,2015-07-11,5703,508,1,0,0,0
2,5,2015-07-10,5147,521,1,0,0,0
2,4,2015-07-09,4957,456,1,0,0,0
2,3,2015-07-08,5119,385,1,0,0,0
2,2,2015-07-07,4682,375,1,0,0,0
2,1,2015-07-06,6161,428,1,0,0,0
2,7,2015-07-05,0,0,0,0,0,0
2,6,2015-07-04,5493,465,1,0,0,0
2,5,2015-07-03,6205,557,1,1,0,0
2,4,2015-07-02,6538,550,1,1,0,0
2,3,2015-07-01,7199,512,1,1,0,0
2,2,2015-06-30,8178,558,1,1,0,0
2,1,2015-06-29,8089,523,1,1,0,0
2,7,2015-06-28,0,0,0,0,0,0
2,6,2015-06-27,4371,463,1,0,0,0
2,5,2015-06-26,4834,461,1,0,0,0
2,4,2015-06-25,4593,381,1,0,0,0
2,3,2015-06-24,4041,389,1,0,0,0
2,2,2015-06-23,4723,373,1,0,0,0
2,1,2015-06-22,4749,408,1,0,0,0
2,7,2015-06-21,0,0,0,0,0,0
2,6,2015-06-20,5990,479,1,0,0,0
2,5,2015-06-19,5972,533,1,1,0,0
2,4,2015-06-18,5770,462,1,1,0,0
2,3,2015-06-17,6144,465,1,1,0,0
2,2,2015-06-16,8277,536,1,1,0,0
2,1,2015-06-15,8706,571,1,1,0,0
2,7,2015-06-14,0,0,0,0,0,0
2,6,2015-06-13,5191,430,1,0,0,0
2,5,2015-06-12,4948,432,1,0,0,0
2,4,2015-06-11,3719,380,1,0,0,0
2,3,2015-06-10,4259,413,1,0,0,0
2,2,2015-06-09,5264,410,1,0,0,0
2,1,2015-06-08,5409,452,1,0,0,0
2,7,2015-06-07,0,0,0,0,0,0
2,6,2015-06-06,5444,455,1,0,0,0
2,5,2015-06-05,7590,475,1,1,0,0
2,4,2015-06-04,6334,450,0,1,0,0
2,3,2015-06-03,7071,467,1,1,0,0
2,2,2015-06-02,7069,421,1,1,0,0
2,1,2015-06-01,8212,517,1,1,0,0
3,5,2015-07-31,10100,777,1,1,0,1
3,4,2015-07-30,9003,610,1,1,0,1
3,3,2015-07-29,8131,610,1,1,0,1
3,2,2015-07-28,9075,689,1,1,0,1
3,1,2015-07-27,10298,721,1,1,0,1
3,7,2015-07-26,0,0,0,0,0,0
3,6,2015-07-25,3048,360,1,0,0,0
3,5,2015-07-24,6022,615,1,0,0,1
3,4,2015-07-23,8241,612,1,0,0,1
3,3,2015-07-22,6237,517,1,0,0,1
3,2,2015-07-21,6295,574,1,0,0,1
3,1,2015-07-20,7128,603,1,0,0,1
3,7,2015-07-19,0,0,0,0,0,0
3,6,2015-07-18,4271,370,1,0,0,0
3,5,2015-07-17,8793,625,1,1,0,1
3,4,2015-07-16,9458,681,1,1,0,1
3,3,2015-07-15,9026,688,1,1,0,1
3,2,2015-07-14,8282,763,1,1,0,1
3,1,2015-07-13,10044,799,1,1,0,1
3,7,2015-07-12,0,0,0,0,0,0
3,6,2015-07-11,4753,366,1,0,0,0
3,5,2015-07-10,8042,627,1,0,0,0
3,4,2015-07-09,7074,676,1,0,0,0
3,3,2015-07-08,7223,637,1,0,0,0
3,2,2015-07-07,6094,600,1,0,0,0
3,1,2015-07-06,8291,680,1,0,0,0
3,7,2015-07-05,0,0,0,0,0,0
3,6,2015-07-04,3020,334,1,0,0,0
3,5,2015-07-03,9295,713,1,1,0,0
3,4,2015-07-02,9436,695,1,1,0,0
3,3,2015-07-01,8586,623,1,1,0,0
3,2,2015-06-30,10941,799,1,1,0,0
3,1,2015-06-29,12290,770,1,1,0,0
3,7,2015-06-28,0,0,0,0,0,0
3,6,2015-06-27,4405,355,1,0,0,0
3,5,2015-06-26,7054,667,1,0,0,0
3,4,2015-06-25,6742,567,1,0,0,0
3,3,2015-06-24,7244,603,1,0,0,0
3,2,2015-06-23,7067,555,1,0,0,0
3,1,2015-06-22,6273,635,1,0,0,0
3,7,2015-06-21,0,0,0,0,0,0
3,6,2015-06-20,3514,220,1,0,0,0
3,5,2015-06-19,8854,717,1,1,0,0
3,4,2015-06-18,9493,662,1,1,0,0
3,3,2015-06-17,9463,707,1,1,0,0
3,2,2015-06-16,8858,655,1,1,0,0
3,1,2015-06-15,11414,844,1,1,0,0
3,7,2015-06-14,0,0,0,0,0,0
3,6,2015-06-13,4364,345,1,0,0,0
3,5,2015-06-12,5798,565,1,0,0,0
3,4,2015-06-11,7075,613,1,0,0,0
3,3,2015-06-10,6394,576,1,0,0,0
3,2,2015-06-09,7071,618,1,0,0,0
3,1,2015-06-08,8269,657,1,0,0,0
3,7,2015-06-07,0,0,0,0,0,0
3,6,2015-06-06,3399,300,1,0,0,0
3,5,2015-06-05,10491,695,1,1,0,0
3,4,2015-06-04,9118,700,0,1,a,0
3,3,2015-06-03,11573,821,1,1,0,0
3,2,2015-06-02,11185,745,1,1,0,0
3,1,2015-06-01,12061,942,1,1,0,0
4,5,2015-07-31,10279,785,1,1,0,1
4,4,2015-07-30,8184,565,1,1,0,1
4,3,2015-07-29,8215,530,1,1,0,1
4,2,2015-07-28,9423,614,1,1,0,1
4,1,2015-07-27,10036,675,1,1,0,1
4,7,2015-07-26,0,0,0,0,0,0
4,6,2015-07-25,7069,514,1,0,0,0
4,5,2015-07-24,6792,530,1,0,0,0
4,4,2015-07-23,5881,519,1,0,0,0
4,3,2015-07-22,5696,549,1,0,0,0
4,2,2015-07-21,5204,526,1,0,0,0
4,1,2015-07-20,6234,480,1,0,0,0
4,7,2015-07-19,0,0,0,0,0,0
4,6,2015-07-18,7964,530,1,0,0,0
4,5,2015-07-17,7034,590,1,1,0,0
4,4,2015-07-16,8068,619,1,1,0,0
4,3,2015-07-15,8299,574,1,1,0,0
4,2,2015-07-14,8260,644,1,1,0,0
4,1,2015-07-13,10552,610,1,1,0,0
4,7,2015-07-12,0,0,0,0,0,0
4,6,2015-07-11,7109,484,1,0,0,0
4,5,2015-07-10,6669,530,1,0,0,0
4,4,2015-07-09,5745,552,1,0,0,0
4,3,2015-07-08,5754,580,1,0,0,0
4,2,2015-07-07,5734,420,1,0,0,0
4,1,2015-07-06,6133,500,1,0,0,0
4,7,2015-07-05,0,0,0,0,0,0
4,6,2015-07-04,6401,548,1,0,0,0
4,5,2015-07-03,7764,608,1,1,0,0
4,4,2015-07-02,6990,611,1,1,0,0
4,3,2015-07-01,7752,607,1,1,0,0
4,2,2015-06-30,10452,612,1,1,0,0
4,1,2015-06-29,9212,653,1,1,0,0
4,7,2015-06-28,0,0,0,0,0,0
4,6,2015-06-27,7003,501,1,0,0,0
4,5,2015-06-26,4923,501,1,0,0,0
4,4,2015-06-25,5788,450,1,0,0,0
4,3,2015-06-24,5273,444,1,0,0,0
4,2,2015-06-23,5351,469,1,0,0,0
4,1,2015-06-22,5094,480,1,0,0,0
4,7,2015-06-21,0,0,0,0,0,0
4,6,2015-06-20,7398,530,1,0,0,0
4,5,2015-06-19,7354,653,1,1,0,0
4,4,2015-06-18,7249,588,1,1,0,0
4,3,2015-06-17,8078,555,1,1,0,0
4,2,2015-06-16,9254,587,1,1,0,0
4,1,2015-06-15,8606,664,1,1,0,0
4,7,2015-06-14,0,0,0,0,0,0
4,6,2015-06-13,7119,517,1,0,0,0
4,5,2015-06-12,6209,536,1,0,0,0
4,4,2015-06-11,5704,467,1,0,0,0
4,3,2015-06-10,5259,520,1,0,0,0
4,2,2015-06-09,5394,526,1,0,0,0
4,1,2015-06-08,6244,523,1,0,0,0
4,7,2015-06-07,0,0,0,0,0,0
4,6,2015-06-06,7234,515,1,0,0,0
4,5,2015-06-05,8299,616,1,1,0,0
4,4,2015-06-04,0,0,0,1,a,0
4,3,2015-06-03,8819,680,1,1,0,0
4,2,2015-06-02,8053,576,1,1,0,0
4,1,2015-06-01,11199,631,1,1,0,0
5,5,2015-07-31,9466,743,1,1,0,1
5,4,2015-07-30,7173,570,1,1,0,1
5,3,2015-07-29,8377,620,1,1,0,1
5,2,2015-07-28,7034,573,1,1,0,1
5,1,2015-07-27,8723,665,1,1,0,1
5,7,2015-07-26,0,0,0,0,0,0
5,6,2015-07-25,3096,342,1,0,0,0
5,5,2015-07-24,4012,469,1,0,0,1
5,4,2015-07-23,5235,510,1,0,0,1
5,3,2015-07-22,4095,409,1,0,0,1
5,2,2015-07-21,5067,518,1,0,0,1
5,1,2015-07-20,5196,513,1,0,0,1
5,7,2015-07-19,0,0,0,0,0,0
5,6,2015-07-18,4057,410,1,0,0,0
5,5,2015-07-17,6257,549,1,1,0,1
5,4,2015-07-16,7143,652,1,1,0,1
5,3,2015-07-15,7059,634,1,1,0,1
5,2,2015-07-14,8523,713,1,1,0,1
5,1,2015-07-13,10745,613,1,1,0,1
5,7,2015-07-12,0,0,0,0,0,0
5,6,2015-07-11,4003,410,1,0,0,0
5,5,2015-07-10,5439,538,1,0,0,0
5,4,2015-07-09,6579,517,1,0,0,0
5,3,2015-07-08,5894,517,1,0,0,0
5,2,2015-07-07,5823,539,1,0,0,0
5,1,2015-07-06,6196,635,1,0,0,0
5,7,2015-07-05,0,0,0,0,0,0
5,6,2015-07-04,4299,365,1,0,0,0
5,5,2015-07-03,7630,588,1,1,0,0
5,4,2015-07-02,7213,674,1,1,0,0
5,3,2015-07-01,8808,631,1,1,0,0
5,2,2015-06-30,9077,723,1,1,0,0
5,1,2015-06-29,9312,691,1,1,0,0
5,7,2015-06-28,0,0,0,0,0,0
5,6,2015-06-27,4894,385,1,0,0,0
5,5,2015-06-26,5791,515,1,0,0,0
5,4,2015-06-25,4857,544,1,0,0,0
5,3,2015-06-24,4393,530,1,0,0,0
5,2,2015-06-23,5462,578,1,0,0,0
5,1,2015-06-22,5031,544,1,0,0,0
5,7,2015-06-21,0,0,0,0,0,0
5,6,2015-06-20,3896,378,1,0,0,0
5,5,2015-06-19,7772,569,1,1,0,0
5,4,2015-06-18,7249,554,1,1,0,0
5,3,2015-06-17,6567,610,1,1,0,0
5,2,2015-06-16,8044,623,1,1,0,0
5,1,2015-06-15,12691,784,1,1,0,0
5,7,2015-06-14,0,0,0,0,0,0
5,6,2015-06-13,4760,466,1,0,0,0
5,5,2015-06-12,5083,537,1,0,0,0
5,4,2015-06-11,6294,514,1,0,0,0
5,3,2015-06-10,5418,548,1,0,0,0
5,2,2015-06-09,5109,525,1,0,0,0
5,1,2015-06-08,5936,615,1,0,0,0
5,7,2015-06-07,0,0,0,0,0,0
5,6,2015-06-06,3124,353,1,0,0,0
5,5,2015-06-05,7153,666,1,1,0,0
5,4,2015-06-04,7773,660,0,1,a,0
5,3,2015-06-03,8144,678,1,1,0,0
5,2,2015-06-02,9274,698,1,1,0,0
5,1,2015-06-01,10851,653,1,1,0,0
6,5,2015-07-31,10910,755,1,1,0,1
6,4,2015-07-16,8128,519,1,1,0,1
6,3,2015-07-29,9094,619,1,1,0,1
6,2,2015-07-28,10678,672,1,1,0,1
6,1,2015-07-27,10640,770,1,1,0,1
6,7,2015-07-26,0,0,0,0,0,0
6,6,2015-07-25,4523,326,1,0,0,0
6,5,2015-07-24,7060,525,1,0,0,1
6,4,2015-07-23,7072,576,1,0,0,1
6,3,2015-07-22,6094,435,1,0,0,1
6,2,2015-07-21,7794,515,1,0,0,1
6,1,2015-07-20,9093,549,1,0,0,1
6,7,2015-07-19,0,0,0,0,0,0
6,6,2015-07-18,6786,500,1,0,0,0
6,5,2015-07-17,9044,565,1,1,0,1
6,4,2015-07-16,9376,718,1,1,0,1
6,3,2015-07-15,9476,653,1,1,0,1
6,2,2015-07-14,9184,687,1,1,0,1
6,1,2015-07-13,12563,708,1,1,0,1
6,7,2015-07-12,0,0,0,0,0,0
6,6,2015-07-11,4062,410,1,0,0,0
6,5,2015-07-10,8462,569,1,0,0,0
6,4,2015-07-09,8434,530,1,0,0,0
6,3,2015-07-08,8134,525,1,0,0,0
6,2,2015-07-07,6257,490,1,0,0,0
6,1,2015-07-06,8081,559,1,0,0,0
6,7,2015-07-05,0,0,0,0,0,0
6,6,2015-07-04,5673,387,1,0,0,0
6,5,2015-07-03,8395,580,1,1,0,0
6,4,2015-07-02,9445,550,1,1,0,0
6,3,2015-07-01,9044,625,1,1,0,0
6,2,2015-06-30,11414,676,1,1,0,0
6,1,2015-06-29,12565,667,1,1,0,0
6,7,2015-06-28,0,0,0,0,0,0
6,6,2015-06-27,5989,425,1,0,0,0
6,5,2015-06-26,6648,586,1,0,0,0
6,4,2015-06-25,6443,471,1,0,0,0
6,3,2015-06-24,7204,510,1,0,0,0
6,2,2015-06-23,6859,515,1,0,0,0
6,1,2015-06-22,6169,479,1,0,0,0
6,7,2015-06-21,0,0,0,0,0,0
6,6,2015-06-20,5599,345,1,0,0,0
6,5,2015-06-19,8670,685,1,1,0,0
6,4,2015-06-18,9218,567,1,1,0,0
6,3,2015-06-17,9127,617,1,1,0,0
6,2,2015-06-16,9057,669,1,1,0,0
6,1,2015-06-15,11875,682,1,1,0,0
6,7,2015-06-14,0,0,0,0,0,0
6,6,2015-06-13,5843,390,1,0,0,0
6,5,2015-06-12,6264,538,1,0,0,0
6,4,2015-06-11,6764,530,1,0,0,0
6,3,2015-06-10,8088,498,1,0,0,0
6,2,2015-06-09,8019,525,1,0,0,0
6,1,2015-06-08,7006,556,1,0,0,0
6,7,2015-06-07,0,0,0,0,0,0
6,6,2015-06-06,5712,435,1,0,0,0
6,5,2015-06-05,11173,609,1,1,0,0
6,4,2015-06-04,8000,615,1,1,a,0
6,3,2015-06-03,9556,634,1,1,0,0
6,2,2015-06-02,9441,653,1,1,0,0
6,1,2015-06-01,10023,661,1,1,0,0
7,5,2015-07-31,8667,640,1,1,0,1
7,4,2015-07-30,6811,527,1,1,0,1
7,3,2015-07-29,7066,460,1,1,0,1
7,2,2015-07-28,7079,443,1,1,0,1
7,1,2015-07-27,7614,553,1,1,0,1
7,7,2015-07-26,0,0,0,0,0,0
7,6,2015-07-25,4851,365,1,0,0,0
7,5,2015-07-24,5598,426,1,0,0,0
7,4,2015-07-23,5263,457,1,0,0,0
7,3,2015-07-22,4765,427,1,0,0,0
7,2,2015-07-21,4950,360,1,0,0,0
7,1,2015-07-20,5322,467,1,0,0,0
7,7,2015-07-19,0,0,0,0,0,0
7,6,2015-07-18,5239,441,1,0,0,0
7,5,2015-07-17,5815,384,1,1,0,0
7,4,2015-07-16,6019,539,1,1,0,0
7,3,2015-07-15,6226,513,1,1,0,0
7,2,2015-07-14,7278,538,1,1,0,0
7,1,2015-07-13,7761,523,1,1,0,0
7,7,2015-07-12,0,0,0,0,0,0
7,6,2015-07-11,4998,469,1,0,0,0
7,5,2015-07-10,6057,429,1,0,0,0
7,4,2015-07-09,5522,416,1,0,0,0
7,3,2015-07-08,5644,384,1,0,0,0
7,2,2015-07-07,5083,346,1,0,0,0
7,1,2015-07-06,5045,413,1,0,0,0
7,7,2015-07-05,0,0,0,0,0,0
7,6,2015-07-04,5619,439,1,0,0,0
7,5,2015-07-03,7250,411,1,1,0,0
7,4,2015-07-02,5966,421,1,1,0,0
7,3,2015-07-01,7096,416,1,1,0,0
7,2,2015-06-30,7452,539,1,1,0,0
7,1,2015-06-29,8185,525,1,1,0,0
7,7,2015-06-28,0,0,0,0,0,0
7,6,2015-06-27,5443,410,1,0,0,0
7,5,2015-06-26,5522,418,1,0,0,0
7,4,2015-06-25,5070,425,1,0,0,0
7,3,2015-06-24,4718,380,1,0,0,0
7,2,2015-06-23,4247,418,1,0,0,0
7,1,2015-06-22,5818,385,1,0,0,0
7,7,2015-06-21,0,0,0,0,0,0
7,6,2015-06-20,4962,372,1,0,0,0
7,5,2015-06-19,6815,468,1,1,0,0
7,4,2015-06-18,6681,456,1,1,0,0
7,3,2015-06-17,6076,425,1,1,0,0
7,2,2015-06-16,7026,478,1,1,0,0
7,1,2015-06-15,7579,687,1,1,0,0
7,7,2015-06-14,0,0,0,0,0,0
7,6,2015-06-13,5079,462,1,0,0,0
7,5,2015-06-12,5073,423,1,0,0,0
7,4,2015-06-11,4839,407,1,0,0,0
7,3,2015-06-10,4794,413,1,0,0,0
7,2,2015-06-09,5260,417,1,0,0,0
7,1,2015-06-08,5273,455,1,0,0,0
7,7,2015-06-07,0,0,0,0,0,0
7,6,2015-06-06,5404,390,1,0,0,0
7,5,2015-06-05,8414,470,1,1,0,0
7,4,2015-06-04,0,0,0,1,a,0
7,3,2015-06-03,8034,514,1,1,0,0
7,2,2015-06-02,7699,489,1,1,0,0
7,1,2015-06-01,8595,546,1,1,0,0
8,5,2015-07-31,7019,569,1,1,0,1
8,4,2015-07-30,5804,410,1,1,0,1
8,3,2015-07-29,6914,510,1,1,0,1
8,2,2015-07-28,6374,564,1,1,0,1
8,1,2015-07-27,8294,563,1,1,0,1
8,7,2015-07-26,0,0,0,0,0,0
8,6,2015-07-25,3527,351,1,0,0,0
8,5,2015-07-24,3593,487,1,0,0,1
8,4,2015-07-23,4563,427,1,0,0,1
8,3,2015-07-22,3700,469,1,0,0,1
8,2,2015-07-21,3738,412,1,0,0,1
8,1,2015-07-20,4173,457,1,0,0,1
8,7,2015-07-19,0,0,0,0,0,0
8,6,2015-07-29,3478,477,1,0,0,0
8,5,2015-07-17,6929,475,1,1,0,1
8,4,2015-07-16,5276,579,1,1,0,1
8,3,2015-07-15,5514,501,1,1,0,1
8,2,2015-07-14,5509,577,1,1,0,1
8,1,2015-07-13,6484,537,1,1,0,1
8,7,2015-07-12,0,0,0,0,0,0
8,6,2015-07-11,3934,393,1,0,0,0
8,5,2015-07-10,5465,487,1,0,0,1
8,4,2015-07-09,5563,511,1,0,0,1
8,3,2015-07-08,6099,489,1,0,0,1
8,2,2015-07-07,3701,457,1,0,0,1
8,1,2015-07-06,5082,477,1,0,0,1
8,7,2015-07-05,0,0,0,0,0,0
8,6,2015-07-04,3488,355,1,0,0,0
8,5,2015-07-03,6863,517,1,1,0,1
8,4,2015-07-02,6888,527,1,1,0,1
8,3,2015-07-01,6043,600,1,1,0,1
8,2,2015-06-30,6771,639,1,1,0,1
8,1,2015-06-29,8305,655,1,1,0,1
8,7,2015-06-28,0,0,0,0,0,0
8,6,2015-06-27,4563,475,1,0,0,0
8,5,2015-06-26,4774,546,1,0,0,0
8,4,2015-06-25,4084,434,1,0,0,0
8,3,2015-06-24,4453,453,1,0,0,0
8,2,2015-06-23,4696,454,1,0,0,0
8,1,2015-06-22,4290,448,1,0,0,0
8,7,2015-06-21,0,0,0,0,0,0
8,6,2015-06-20,4694,474,1,0,0,0
8,5,2015-06-19,5706,537,1,1,0,0
8,4,2015-06-18,6098,527,1,1,0,0
8,3,2015-06-17,5246,587,1,1,0,0
8,2,2015-06-16,6414,572,1,1,0,0
8,1,2015-06-15,7219,591,1,1,0,0
8,7,2015-06-14,0,0,0,0,0,0
8,6,2015-06-13,4019,380,1,0,0,0
8,5,2015-06-12,4696,425,1,0,0,0
8,4,2015-06-11,5550,485,1,0,0,0
8,3,2015-06-10,4273,511,1,0,0,0
8,2,2015-06-09,4464,496,1,0,0,0
8,1,2015-06-08,5763,510,1,0,0,0
8,7,2015-06-07,0,0,0,0,0,0
8,6,2015-06-06,4147,469,1,0,0,0
8,5,2015-06-05,8067,659,1,1,0,0
8,4,2015-06-04,0,0,0,1,a,0
8,3,2015-06-03,6197,674,1,1,0,0
8,2,2015-06-02,7599,542,1,1,0,0
8,1,2015-06-01,9288,642,1,1,0,0
9,5,2015-07-31,11445,1088,1,1,0,1
9,4,2015-07-30,10888,938,1,1,0,1
9,3,2015-07-29,10151,918,1,1,0,1
9,2,2015-07-28,9491,976,1,1,0,1
9,1,2015-07-27,10873,998,1,1,0,1
9,7,2015-07-26,0,0,0,0,0,0
9,6,2015-07-25,7278,738,1,0,0,0
9,5,2015-07-24,7534,788,1,0,0,1
9,4,2015-07-23,7075,907,1,0,0,1
9,3,2015-07-22,8509,722,1,0,0,1
9,2,2015-07-21,7001,714,1,0,0,1
9,1,2015-07-20,8708,977,1,0,0,1
9,7,2015-07-19,0,0,0,0,0,0
9,6,2015-07-18,8214,858,1,0,0,0
9,5,2015-07-17,8844,926,1,1,0,1
9,4,2015-07-16,10600,926,1,1,0,1
9,3,2015-07-15,10038,986,1,1,0,1
9,2,2015-07-14,9437,970,1,1,0,1
9,1,2015-07-13,9249,978,1,1,0,1
9,7,2015-07-12,0,0,0,0,0,0
9,6,2015-07-11,7279,852,1,0,0,0
9,5,2015-07-10,9499,916,1,0,0,0
9,4,2015-07-09,9485,952,1,0,0,0
9,3,2015-07-08,9414,868,1,0,0,0
9,2,2015-07-07,8484,795,1,0,0,0
9,1,2015-07-06,9028,872,1,0,0,0
9,7,2015-07-05,0,0,0,0,0,0
9,6,2015-07-04,8431,837,1,0,0,0
9,5,2015-07-03,9255,914,1,1,0,0
9,4,2015-07-02,9377,921,1,1,0,0
9,3,2015-07-01,9733,951,1,1,0,0
9,2,2015-06-30,10680,1182,1,1,0,0
