Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
56,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
57,a,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
58,d,a,18670.0,12.0,2005.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
59,d,c,3290.0,12.0,2014.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
60,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
61,d,a,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
62,d,a,3370.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
63,d,c,3290.0,12.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
64,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
65,d,c,15170.0,3.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
66,c,a,2460.0,1.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
67,d,c,3290.0,12.0,2014.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
68,a,a,2060.0,10.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
69,d,c,2190.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
70,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
71,c,a,1690.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
72,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
73,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
74,d,c,6470.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
75,d,a,510.0,7.0,2014.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
76,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
77,a,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
78,a,c,350.0,11.0,2012.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
79,d,c,1090.0,7.0,2007.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
80,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
81,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
82,c,a,290.0,10.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
83,a,a,2090.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
84,d,c,17110.0,11.0,2002.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
85,a,c,9720.0,8.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
86,a,c,5380.0,8.0,2015.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
87,a,a,180.0,3.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
88,d,a,850.0,3.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
89,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
90,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
91,a,a,90.0,7.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
92,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
93,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
94,d,c,17110.0,11.0,2005.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
95,d,c,3290.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
96,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
97,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
98,a,a,350.0,3.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
99,a,a,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
100,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
101,a,a,70.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
102,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
103,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
104,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
105,d,a,8650.0,7.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
106,d,c,1090.0,6.0,2007.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
107,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
108,c,a,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
109,c,c,3290.0,1.0,1900.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
110,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
111,a,c,370.0,7.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
112,d,c,6360.0,12.0,2014.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
113,a,c,270.0,2.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
114,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
115,a,a,1420.0,11.0,2007.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
116,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
117,a,c,490.0,11.0,2002.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
118,d,c,330.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
119,a,a,1200.0,10.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
120,a,a,50.0,12.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
121,a,c,460.0,3.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
122,a,a,300.0,7.0,2000.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
123,a,a,1200.0,7.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
124,c,a,3040.0,8.0,2004.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
125,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
126,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
127,c,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
128,a,a,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
129,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
130,c,c,3290.0,9.0,2002.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
131,a,a,40.0,3.0,2014.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
132,a,c,350.0,3.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
133,a,a,17500.0,2.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
134,a,a,70.0,11.0,2001.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
135,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
136,a,a,90.0,7.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
137,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
138,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
139,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
140,a,a,2090.0,5.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
141,c,a,190.0,9.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
142,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
143,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
144,a,a,1200.0,7.0,2008.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
145,a,a,1100.0,6.0,2009.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
146,c,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
147,c,a,14810.0,6.0,2008.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
148,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
149,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
150,a,a,100.0,6.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
151,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
152,a,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
153,a,a,40.0,2.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
154,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
155,a,a,390.0,2.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
156,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
157,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
158,d,a,300.0,4.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
159,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
160,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
161,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
162,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
163,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
164,a,a,90.0,7.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
165,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
166,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
167,a,c,350.0,3.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
168,d,c,6360.0,12.0,2010.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
169,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
170,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
171,a,a,180.0,3.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
172,a,a,1100.0,6.0,2009.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
173,a,a,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
174,a,a,650.0,3.0,2006.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
175,a,a,290.0,9.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
176,a,a,390.0,6.0,2009.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
177,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
178,d,a,19840.0,7.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
179,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
180,a,c,600.0,5.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
181,a,a,17500.0,10.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
182,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
183,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
184,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
185,d,c,1090.0,7.0,2009.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
186,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
187,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
188,a,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
189,c,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
190,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
191,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
192,d,c,15140.0,12.0,2006.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
193,a,a,40.0,8.0,2013.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
194,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
195,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
196,d,a,10310.0,4.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
197,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
198,a,a,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
199,c,c,2640.0,4.0,2011.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
200,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
201,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
202,a,a,390.0,2.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
203,a,a,290.0,10.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
204,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
205,d,c,15140.0,12.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
206,c,a,170.0,11.0,2007.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
207,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
208,a,a,120.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
209,a,a,190.0,9.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
210,c,a,240.0,1.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
211,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
212,a,c,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
213,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
214,c,a,450.0,4.0,2001.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
215,a,c,80.0,1.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
216,a,c,270.0,3.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
217,a,a,620.0,9.0,2014.0,1,26.0,2011.0,"Mar,Jun,Sept,Dec"
218,a,a,290.0,10.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
219,d,a,11640.0,4.0,2015.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
220,a,a,90.0,7.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
221,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
222,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
223,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
224,c,a,450.0,4.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
225,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
226,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
227,a,a,120.0,5.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
228,d,a,510.0,7.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
229,d,c,2870.0,6.0,2015.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
230,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
231,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
232,a,a,350.0,8.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
233,d,c,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
234,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
235,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
236,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
237,a,a,2060.0,10.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
238,a,a,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
239,a,c,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
240,a,a,180.0,6.0,2007.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
241,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
242,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
243,d,a,2110.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
244,a,a,300.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
245,a,a,290.0,10.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
246,a,a,1200.0,9.0,2008.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
247,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
248,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
249,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
250,d,c,1090.0,7.0,2007.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
251,d,c,1860.0,5.0,2015.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
252,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
253,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
254,a,a,290.0,10.0,2011.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
255,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
256,a,a,300.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
257,a,a,1200.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
258,a,a,1100.0,6.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
259,a,a,650.0,3.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
260,a,c,1070.0,8.0,2010.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
261,a,a,2060.0,11.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
262,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
263,a,a,2890.0,4.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
264,a,a,250.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
265,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
266,a,a,390.0,6.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
267,b,b,720.0,10.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
268,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
269,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
270,a,a,17500.0,8.0,2001.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
271,d,a,2110.0,3.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
272,a,a,300.0,2.0,2000.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
273,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
274,d,a,19840.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
275,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
276,a,a,180.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
277,a,a,1200.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
278,c,a,2740.0,5.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
279,a,a,1420.0,3.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
280,d,c,3290.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
281,a,a,150.0,5.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
282,a,a,350.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
283,a,a,1200.0,7.0,2008.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
284,a,a,650.0,10.0,2006.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
285,d,a,2130.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
286,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
