DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
2,2015-06-09,3444.0,437.0,1.0,0,0,0,
1,2015-06-08,4562.0,446.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,3799.0,401.0,1.0,0,0,0,
5,2015-06-05,5661.0,473.0,1.0,1,0,0,
4,2015-06-04,0.0,0.0,0.0,1,0,0,
3,2015-06-03,4903.0,493.0,1.0,1,0,0,
2,2015-06-02,6179.0,555.0,1.0,1,0,0,
1,2015-06-01,8293.0,652.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,145.0
3,2015-09-16,,,1.0,1,0,0,958.0
2,2015-09-15,,,1.0,1,0,0,2331.0
1,2015-09-14,,,1.0,1,0,0,2698.0
7,2015-09-13,,,0.0,0,0,0,3543.0
6,2015-09-12,,,1.0,0,0,0,4513.0
5,2015-09-11,,,1.0,0,0,0,5527.0
4,2015-09-10,,,1.0,0,0,0,6341.0
3,2015-09-09,,,1.0,0,0,0,6940.0
2,2015-09-08,,,1.0,0,0,0,8207.0
1,2015-09-07,,,1.0,0,0,0,9053.0
7,2015-09-06,,,0.0,0,0,0,9670.0
6,2015-09-05,,,1.0,0,0,0,11126.0
5,2015-09-04,,,1.0,1,0,0,11533.0
4,2015-09-03,,,1.0,1,0,0,12790.0
3,2015-09-02,,,1.0,1,0,0,12876.0
2,2015-09-01,,,1.0,1,0,0,13971.0
1,2015-08-31,,,1.0,1,0,0,15146.0
7,2015-08-30,,,0.0,0,0,0,15524.0
6,2015-08-29,,,1.0,0,0,0,16428.0
5,2015-08-28,,,1.0,0,0,1,17469.0
4,2015-08-27,,,1.0,0,0,1,18383.0
3,2015-08-26,,,1.0,0,0,1,18836.0
2,2015-08-25,,,1.0,0,0,1,20095.0
1,2015-08-24,,,1.0,0,0,1,20890.0
7,2015-08-23,,,0.0,0,0,0,22145.0
6,2015-08-22,,,1.0,0,0,0,22842.0
5,2015-08-21,,,1.0,1,0,1,23803.0
4,2015-08-20,,,1.0,1,0,1,24466.0
3,2015-08-19,,,1.0,1,0,1,24836.0
2,2015-08-18,,,1.0,1,0,1,26095.0
1,2015-08-17,,,1.0,1,0,1,26943.0
7,2015-08-16,,,0.0,0,0,0,28141.0
6,2015-08-15,,,1.0,0,0,0,28364.0
5,2015-08-14,,,1.0,0,0,1,29679.0
4,2015-08-13,,,1.0,0,0,1,30491.0
3,2015-08-12,,,1.0,0,0,1,30852.0
2,2015-08-11,,,1.0,0,0,1,32473.0
1,2015-08-10,,,1.0,0,0,1,33161.0
7,2015-08-09,,,0.0,0,0,0,33846.0
6,2015-08-08,,,1.0,0,0,0,34453.0
5,2015-08-07,,,1.0,1,0,1,35853.0
4,2015-08-06,,,1.0,1,0,1,36355.0
3,2015-08-05,,,1.0,1,0,1,37039.0
2,2015-08-04,,,1.0,1,0,1,38202.0
1,2015-08-03,,,1.0,1,0,1,38935.0
7,2015-08-02,,,0.0,0,0,0,40161.0
6,2015-08-01,,,1.0,0,0,0,40581.0
5,2015-07-31,6615.0,531.0,1.0,1,0,1,
4,2015-07-30,5982.0,507.0,1.0,1,0,1,
3,2015-07-29,5477.0,465.0,1.0,1,0,1,
2,2015-07-28,6104.0,464.0,1.0,1,0,1,
1,2015-07-27,7496.0,614.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,3530.0,359.0,1.0,0,0,0,
5,2015-07-24,3812.0,426.0,1.0,0,0,0,
4,2015-07-23,4456.0,394.0,1.0,0,0,0,
3,2015-07-22,4313.0,387.0,1.0,0,0,0,
2,2015-07-21,3789.0,378.0,1.0,0,0,0,
1,2015-07-20,4594.0,423.0,1.0,0,0,0,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,4194.0,426.0,1.0,0,0,0,
5,2015-07-17,5323.0,485.0,1.0,1,0,0,
4,2015-07-16,4771.0,469.0,1.0,1,0,0,
3,2015-07-15,4804.0,423.0,1.0,1,0,0,
2,2015-07-14,7291.0,531.0,1.0,1,0,0,
1,2015-07-13,7238.0,529.0,1.0,1,0,0,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,5604.0,464.0,1.0,0,0,0,
5,2015-07-10,5138.0,400.0,1.0,0,0,0,
4,2015-07-09,4313.0,389.0,1.0,0,0,0,
3,2015-07-08,4466.0,442.0,1.0,0,0,0,
2,2015-07-07,3167.0,388.0,1.0,0,0,0,
1,2015-07-06,3806.0,468.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,2934.0,336.0,1.0,0,0,0,
5,2015-07-03,6268.0,480.0,1.0,1,0,0,
4,2015-07-02,5842.0,469.0,1.0,1,0,0,
3,2015-07-01,5060.0,468.0,1.0,1,0,0,
2,2015-06-30,8172.0,544.0,1.0,1,0,0,
1,2015-06-29,6555.0,496.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,3631.0,398.0,1.0,0,0,0,
5,2015-06-26,3794.0,394.0,1.0,0,0,0,
4,2015-06-25,4002.0,404.0,1.0,0,0,0,
3,2015-06-24,4033.0,366.0,1.0,0,0,0,
2,2015-06-23,4030.0,336.0,1.0,0,0,0,
1,2015-06-22,4443.0,378.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,4614.0,389.0,1.0,0,0,0,
5,2015-06-19,6798.0,491.0,1.0,1,0,0,
4,2015-06-18,4701.0,445.0,1.0,1,0,0,
3,2015-06-17,4865.0,410.0,1.0,1,0,0,
2,2015-06-16,6652.0,469.0,1.0,1,0,0,
1,2015-06-15,7554.0,532.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,4614.0,388.0,1.0,0,0,0,
5,2015-06-12,4278.0,383.0,1.0,0,0,0,
4,2015-06-11,4876.0,394.0,1.0,0,0,0,
3,2015-06-10,3039.0,349.0,1.0,0,0,0,
2,2015-06-09,4080.0,411.0,1.0,0,0,0,
1,2015-06-08,4963.0,437.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,3703.0,415.0,1.0,0,0,0,
5,2015-06-05,8048.0,555.0,1.0,1,0,0,
4,2015-06-04,0.0,0.0,0.0,1,a,0,
3,2015-06-03,5138.0,433.0,1.0,1,0,0,
2,2015-06-02,5528.0,469.0,1.0,1,0,0,
1,2015-06-01,6218.0,479.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,193.0
3,2015-09-16,,,1.0,1,0,0,1123.0
2,2015-09-15,,,1.0,1,0,0,2468.0
1,2015-09-14,,,1.0,1,0,0,2696.0
7,2015-09-13,,,0.0,0,0,0,3802.0
6,2015-09-12,,,1.0,0,0,0,4769.0
5,2015-09-11,,,1.0,0,0,0,5754.0
4,2015-09-10,,,1.0,0,0,0,6331.0
3,2015-09-09,,,1.0,0,0,0,6939.0
2,2015-09-08,,,1.0,0,0,0,8190.0
1,2015-09-07,,,1.0,0,0,0,8764.0
7,2015-09-06,,,0.0,0,0,0,9971.0
6,2015-09-05,,,1.0,0,0,0,10698.0
5,2015-09-04,,,1.0,1,0,1,11581.0
4,2015-09-03,,,1.0,1,0,1,12771.0
3,2015-09-02,,,1.0,1,0,1,13515.0
2,2015-09-01,,,1.0,1,0,1,14227.0
1,2015-08-31,,,1.0,1,0,1,14837.0
7,2015-08-30,,,0.0,0,0,1,16074.0
6,2015-08-29,,,1.0,0,0,1,16449.0
5,2015-08-28,,,1.0,0,0,1,17914.0
4,2015-08-27,,,1.0,0,0,1,18247.0
3,2015-08-26,,,1.0,0,0,1,19644.0
2,2015-08-25,,,1.0,0,0,1,19826.0
1,2015-08-24,,,1.0,0,0,1,20757.0
7,2015-08-23,,,0.0,0,0,1,21517.0
6,2015-08-22,,,1.0,0,0,1,22516.0
5,2015-08-21,,,1.0,1,0,1,23238.0
4,2015-08-20,,,1.0,1,0,1,24054.0
3,2015-08-19,,,1.0,1,0,1,25127.0
2,2015-08-18,,,1.0,1,0,1,26261.0
1,2015-08-17,,,1.0,1,0,1,27211.0
7,2015-08-16,,,0.0,0,0,1,23238.0
6,2015-08-15,,,1.0,0,0,1,28436.0
5,2015-08-14,,,1.0,0,0,1,29453.0
4,2015-08-13,,,1.0,0,0,1,30418.0
3,2015-08-12,,,1.0,0,0,1,30977.0
2,2015-08-11,,,1.0,0,0,1,31989.0
1,2015-08-10,,,1.0,0,0,1,32893.0
7,2015-08-09,,,0.0,0,0,1,34016.0
6,2015-08-08,,,1.0,0,0,1,34421.0
5,2015-08-07,,,1.0,1,0,1,35299.0
4,2015-08-06,,,1.0,1,0,1,36081.0
3,2015-08-05,,,1.0,1,0,1,37297.0
2,2015-08-04,,,1.0,1,0,1,38048.0
1,2015-08-03,,,1.0,1,0,1,38831.0
7,2015-08-02,,,0.0,0,0,1,40050.0
6,2015-08-01,,,1.0,0,0,1,40791.0
5,2015-07-31,11053.0,893.0,1.0,1,0,1,
4,2015-07-30,9472.0,734.0,1.0,1,0,1,
3,2015-07-29,10138.0,659.0,1.0,1,0,1,
2,2015-07-28,11152.0,779.0,1.0,1,0,1,
