DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
5,2015-07-31,7915.0,791.0,1.0,1,0,1,
4,2015-07-30,7771.0,636.0,1.0,1,0,1,
3,2015-07-29,8627.0,710.0,1.0,1,0,1,
2,2015-07-28,7593.0,641.0,1.0,1,0,1,
1,2015-07-27,10791.0,851.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,4566.0,388.0,1.0,0,0,0,
5,2015-07-24,6983.0,556.0,1.0,0,0,1,
4,2015-07-23,5645.0,544.0,1.0,0,0,1,
3,2015-07-22,5564.0,523.0,1.0,0,0,1,
2,2015-07-21,5528.0,515.0,1.0,0,0,1,
1,2015-07-20,6208.0,529.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,3628.0,420.0,1.0,0,0,0,
5,2015-07-17,7426.0,590.0,1.0,1,0,1,
4,2015-07-16,9432.0,743.0,1.0,1,0,1,
3,2015-07-15,8522.0,700.0,1.0,1,0,1,
2,2015-07-14,9407.0,712.0,1.0,1,0,1,
1,2015-07-13,11788.0,812.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,3282.0,422.0,1.0,0,0,0,
5,2015-07-10,7118.0,614.0,1.0,0,0,0,
4,2015-07-09,8420.0,630.0,1.0,0,0,0,
3,2015-07-08,5553.0,566.0,1.0,0,0,0,
2,2015-07-07,5553.0,533.0,1.0,0,0,0,
1,2015-07-06,6660.0,570.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,3667.0,471.0,1.0,0,0,0,
5,2015-07-03,6660.0,625.0,1.0,1,0,0,
4,2015-07-02,7990.0,743.0,1.0,1,0,0,
3,2015-07-01,7221.0,598.0,1.0,1,0,0,
2,2015-06-30,10927.0,762.0,1.0,1,0,0,
1,2015-06-29,10957.0,815.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,3565.0,355.0,1.0,0,0,0,
5,2015-06-26,5108.0,576.0,1.0,0,0,0,
4,2015-06-25,7291.0,592.0,1.0,0,0,0,
3,2015-06-24,5812.0,570.0,1.0,0,0,0,
2,2015-06-23,5982.0,533.0,1.0,0,0,0,
1,2015-06-22,5391.0,535.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,3669.0,448.0,1.0,0,0,0,
5,2015-06-19,8764.0,662.0,1.0,1,0,0,
4,2015-06-18,8328.0,625.0,1.0,1,0,0,
3,2015-06-17,7046.0,635.0,1.0,1,0,0,
2,2015-06-16,8659.0,717.0,1.0,1,0,0,
1,2015-06-15,7851.0,603.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,4100.0,394.0,1.0,0,0,0,
5,2015-06-12,6078.0,570.0,1.0,0,0,0,
4,2015-06-11,5963.0,549.0,1.0,0,0,0,
3,2015-06-10,6688.0,520.0,1.0,0,0,0,
2,2015-06-09,6428.0,560.0,1.0,0,0,0,
1,2015-06-08,7221.0,710.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,4779.0,445.0,1.0,0,0,0,
5,2015-06-05,9606.0,766.0,1.0,1,0,0,
4,2015-06-04,9241.0,762.0,1.0,1,0,0,
3,2015-06-03,9691.0,721.0,1.0,1,0,0,
2,2015-06-02,8649.0,684.0,1.0,1,0,0,
1,2015-06-01,12856.0,884.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,642.0
3,2015-09-16,,,1.0,1,0,0,963.0
2,2015-09-15,,,1.0,1,0,0,2293.0
1,2015-09-14,,,1.0,1,0,0,2975.0
7,2015-09-13,,,0.0,0,0,0,
6,2015-09-12,,,1.0,0,0,0,4299.0
5,2015-09-11,,,1.0,0,0,0,5548.0
4,2015-09-10,,,1.0,0,0,0,6514.0
3,2015-09-09,,,1.0,0,0,0,7159.0
2,2015-09-08,,,1.0,0,0,0,7823.0
1,2015-09-07,,,1.0,0,0,0,8978.0
7,2015-09-06,,,0.0,0,0,0,10042.0
6,2015-09-05,,,1.0,0,0,0,10931.0
5,2015-09-04,,,1.0,1,0,0,11472.0
4,2015-09-03,,,1.0,1,0,0,12154.0
3,2015-09-02,,,1.0,1,0,0,13341.0
2,2015-09-01,,,1.0,1,0,0,13909.0
1,2015-08-31,,,1.0,1,0,0,14794.0
7,2015-08-30,,,0.0,0,0,0,16214.0
6,2015-08-29,,,1.0,0,0,0,16747.0
5,2015-08-28,,,1.0,0,0,0,17731.0
4,2015-08-27,,,1.0,0,0,0,18507.0
3,2015-08-26,,,1.0,0,0,0,18948.0
2,2015-08-25,,,1.0,0,0,0,20336.0
1,2015-08-24,,,1.0,0,0,0,20795.0
7,2015-08-23,,,0.0,0,0,0,21502.0
6,2015-08-22,,,1.0,0,0,0,22498.0
5,2015-08-21,,,1.0,1,0,0,23200.0
4,2015-08-20,,,1.0,1,0,0,24212.0
3,2015-08-19,,,1.0,1,0,0,25245.0
2,2015-08-18,,,1.0,1,0,0,25995.0
1,2015-08-17,,,1.0,1,0,0,26703.0
7,2015-08-16,,,0.0,0,0,0,27448.0
6,2015-08-15,,,1.0,0,0,0,28481.0
5,2015-08-14,,,1.0,0,0,0,29412.0
4,2015-08-13,,,1.0,0,0,0,30214.0
3,2015-08-12,,,1.0,0,0,0,31614.0
2,2015-08-11,,,1.0,0,0,1,31792.0
1,2015-08-10,,,1.0,0,0,1,33163.0
7,2015-08-09,,,0.0,0,0,0,33656.0
6,2015-08-08,,,1.0,0,0,0,34418.0
5,2015-08-07,,,1.0,1,0,1,35942.0
4,2015-08-06,,,1.0,1,0,1,36555.0
3,2015-08-05,,,1.0,1,0,1,37152.0
2,2015-08-04,,,1.0,1,0,1,37780.0
1,2015-08-03,,,1.0,1,0,1,39016.0
7,2015-08-02,,,0.0,0,0,0,39942.0
6,2015-08-01,,,1.0,0,0,0,40251.0
5,2015-07-31,7713.0,663.0,1.0,1,0,1,
4,2015-07-30,5982.0,539.0,1.0,1,0,1,
3,2015-07-29,7100.0,517.0,1.0,1,0,1,
2,2015-07-28,7156.0,558.0,1.0,1,0,1,
1,2015-07-27,7398.0,543.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,3303.0,359.0,1.0,0,0,0,
5,2015-07-24,5477.0,517.0,1.0,0,0,1,
4,2015-07-23,5434.0,575.0,1.0,0,0,1,
3,2015-07-22,4727.0,467.0,1.0,0,0,1,
2,2015-07-21,5640.0,531.0,1.0,0,0,1,
1,2015-07-20,5611.0,511.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,4579.0,417.0,1.0,0,0,0,
5,2015-07-17,6723.0,572.0,1.0,1,0,1,
4,2015-07-16,6905.0,529.0,1.0,1,0,1,
3,2015-07-15,6937.0,614.0,1.0,1,0,1,
2,2015-07-14,6193.0,585.0,1.0,1,0,1,
1,2015-07-13,8380.0,721.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,2822.0,331.0,1.0,0,0,0,
5,2015-07-10,5725.0,571.0,1.0,0,0,0,
4,2015-07-09,5725.0,517.0,1.0,0,0,0,
3,2015-07-08,5599.0,562.0,1.0,0,0,0,
2,2015-07-07,3167.0,422.0,1.0,0,0,0,
1,2015-07-06,5922.0,543.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,2492.0,319.0,1.0,0,0,0,
5,2015-07-03,6483.0,533.0,1.0,1,0,0,
4,2015-07-02,5504.0,582.0,1.0,1,0,0,
3,2015-07-01,6567.0,651.0,1.0,1,0,0,
2,2015-06-30,5966.0,603.0,1.0,1,0,0,
1,2015-06-29,6316.0,619.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,2742.0,287.0,1.0,0,0,0,
5,2015-06-26,4170.0,498.0,1.0,0,0,0,
4,2015-06-25,3894.0,524.0,1.0,0,0,0,
3,2015-06-24,3811.0,421.0,1.0,0,0,0,
2,2015-06-23,4188.0,510.0,1.0,0,0,0,
1,2015-06-22,3972.0,449.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,2649.0,336.0,1.0,0,0,0,
5,2015-06-19,4926.0,566.0,1.0,1,0,0,
4,2015-06-18,7918.0,641.0,1.0,1,0,0,
3,2015-06-17,6145.0,631.0,1.0,1,0,0,
2,2015-06-16,4517.0,583.0,1.0,1,0,0,
1,2015-06-15,7412.0,642.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,2001.0,239.0,1.0,0,0,0,
5,2015-06-12,5165.0,540.0,1.0,0,0,0,
4,2015-06-11,5058.0,536.0,1.0,0,0,0,
3,2015-06-10,4779.0,491.0,1.0,0,0,0,
2,2015-06-09,4728.0,506.0,1.0,0,0,0,
1,2015-06-08,6242.0,619.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,3176.0,372.0,1.0,0,0,0,
5,2015-06-05,7982.0,625.0,1.0,1,0,0,
4,2015-06-04,6323.0,601.0,1.0,1,0,0,
3,2015-06-03,6176.0,531.0,1.0,1,0,0,
2,2015-06-02,5966.0,603.0,1.0,1,0,0,
1,2015-06-01,7291.0,609.0,1.0,1,0,0,
5,2015-07-31,9010.0,748.0,1.0,1,0,1,
4,2015-07-30,8450.0,748.0,1.0,1,0,1,
3,2015-07-29,5982.0,633.0,1.0,1,0,1,
2,2015-07-28,7240.0,769.0,1.0,1,0,1,
1,2015-07-27,11567.0,846.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,5012.0,498.0,1.0,0,0,0,
5,2015-07-24,4906.0,613.0,1.0,0,0,1,
4,2015-07-23,5784.0,592.0,1.0,0,0,1,
3,2015-07-22,5131.0,530.0,1.0,0,0,1,
2,2015-07-21,5763.0,602.0,1.0,0,0,1,
1,2015-07-20,5645.0,623.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,5856.0,571.0,1.0,0,0,0,
5,2015-07-17,5899.0,657.0,1.0,1,0,1,
4,2015-07-16,7291.0,716.0,1.0,1,0,1,
3,2015-07-15,7878.0,744.0,1.0,1,0,1,
2,2015-07-14,7511.0,717.0,1.0,1,0,1,
1,2015-07-13,9771.0,792.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,5756.0,585.0,1.0,0,0,0,
5,2015-07-10,6581.0,724.0,1.0,0,0,0,
4,2015-07-09,6888.0,689.0,1.0,0,0,0,
3,2015-07-08,5982.0,637.0,1.0,0,0,0,
2,2015-07-07,5138.0,555.0,1.0,0,0,0,
1,2015-07-06,7326.0,796.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,4774.0,506.0,1.0,0,0,0,
5,2015-07-03,8266.0,779.0,1.0,1,0,0,
4,2015-07-02,6425.0,623.0,1.0,1,0,0,
3,2015-07-01,10862.0,935.0,1.0,1,0,0,
2,2015-06-30,11279.0,752.0,1.0,1,0,0,
1,2015-06-29,14927.0,979.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,6013.0,532.0,1.0,0,0,0,
5,2015-06-26,4764.0,529.0,1.0,0,0,0,
4,2015-06-25,6125.0,606.0,1.0,0,0,0,
3,2015-06-24,5867.0,524.0,1.0,0,0,0,
2,2015-06-23,4865.0,518.0,1.0,0,0,0,
1,2015-06-22,7062.0,701.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,4380.0,529.0,1.0,0,0,0,
5,2015-06-19,7557.0,733.0,1.0,1,0,0,
4,2015-06-18,7537.0,710.0,1.0,1,0,0,
3,2015-06-17,8146.0,748.0,1.0,1,0,0,
2,2015-06-16,7193.0,725.0,1.0,1,0,0,
1,2015-06-15,8839.0,810.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,4576.0,490.0,1.0,0,0,0,
5,2015-06-12,6107.0,616.0,1.0,0,0,0,
4,2015-06-11,5184.0,535.0,1.0,0,0,0,
3,2015-06-10,6215.0,614.0,1.0,0,0,0,
2,2015-06-09,5286.0,544.0,1.0,0,0,0,
1,2015-06-08,6419.0,678.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,4764.0,510.0,1.0,0,0,0,
5,2015-06-05,5604.0,593.0,1.0,1,0,0,
4,2015-06-04,7745.0,700.0,1.0,1,0,0,
3,2015-06-03,6226.0,604.0,1.0,1,0,0,
2,2015-06-02,8522.0,698.0,1.0,1,0,0,
1,2015-06-01,9235.0,871.0,1.0,1,0,0,
5,2015-07-31,7238.0,575.0,1.0,1,0,1,
4,2015-07-30,5803.0,516.0,1.0,1,0,1,
3,2015-07-29,4522.0,469.0,1.0,1,0,1,
2,2015-07-28,6044.0,469.0,1.0,1,0,1,
1,2015-07-27,6576.0,517.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,2627.0,265.0,1.0,0,0,0,
5,2015-07-24,4177.0,445.0,1.0,0,0,1,
4,2015-07-23,4614.0,441.0,1.0,0,0,1,
3,2015-07-22,3631.0,394.0,1.0,0,0,1,
2,2015-07-21,4215.0,405.0,1.0,0,0,1,
1,2015-07-20,4471.0,461.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,2108.0,271.0,1.0,0,0,0,
5,2015-07-17,5511.0,520.0,1.0,1,0,1,
4,2015-07-16,5100.0,496.0,1.0,1,0,1,
3,2015-07-15,7062.0,548.0,1.0,1,0,1,
2,2015-07-14,5797.0,480.0,1.0,1,0,1,
1,2015-07-13,5842.0,550.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,4471.0,373.0,1.0,0,0,0,
5,2015-07-10,4601.0,466.0,1.0,0,0,1,
4,2015-07-09,4135.0,434.0,1.0,0,0,1,
3,2015-07-08,4092.0,439.0,1.0,0,0,1,
2,2015-07-07,3121.0,369.0,1.0,0,0,1,
1,2015-07-06,4804.0,455.0,1.0,0,0,1,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,2934.0,260.0,1.0,0,0,0,
5,2015-07-03,5683.0,492.0,1.0,1,0,1,
4,2015-07-02,7804.0,544.0,1.0,1,0,1,
3,2015-07-01,4649.0,394.0,1.0,1,0,1,
2,2015-06-30,7097.0,576.0,1.0,1,0,1,
1,2015-06-29,7159.0,598.0,1.0,1,0,1,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,2330.0,292.0,1.0,0,0,0,
5,2015-06-26,4728.0,421.0,1.0,0,0,0,
4,2015-06-25,4380.0,363.0,1.0,0,0,0,
3,2015-06-24,3972.0,448.0,1.0,0,0,0,
2,2015-06-23,4584.0,373.0,1.0,0,0,0,
1,2015-06-22,4013.0,448.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,2240.0,244.0,1.0,0,0,0,
5,2015-06-19,3979.0,448.0,1.0,1,0,0,
4,2015-06-18,5520.0,519.0,1.0,1,0,0,
3,2015-06-17,5384.0,538.0,1.0,1,0,0,
2,2015-06-16,6035.0,485.0,1.0,1,0,0,
1,2015-06-15,6957.0,611.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,3281.0,348.0,1.0,0,0,0,
5,2015-06-12,5096.0,453.0,1.0,0,0,0,
4,2015-06-11,5209.0,478.0,1.0,0,0,0,
3,2015-06-10,3799.0,367.0,1.0,0,0,0,
2,2015-06-09,4753.0,485.0,1.0,0,0,0,
1,2015-06-08,5339.0,476.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,4522.0,437.0,1.0,0,0,0,
5,2015-06-05,6013.0,504.0,1.0,1,0,0,
4,2015-06-04,0.0,0.0,0.0,1,a,0,
3,2015-06-03,7291.0,575.0,1.0,1,0,0,
2,2015-06-02,7914.0,593.0,1.0,1,0,0,
1,2015-06-01,9082.0,684.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,750.0
3,2015-09-16,,,1.0,1,0,0,1089.0
2,2015-09-15,,,1.0,1,0,0,2489.0
1,2015-09-14,,,1.0,1,0,0,2973.0
7,2015-09-13,,,0.0,0,0,0,3465.0
6,2015-09-12,,,1.0,0,0,0,4513.0
5,2015-09-11,,,1.0,0,0,0,5771.0
4,2015-09-10,,,1.0,0,0,0,6111.0
3,2015-09-09,,,1.0,0,0,0,7203.0
2,2015-09-08,,,1.0,0,0,0,7841.0
1,2015-09-07,,,1.0,0,0,0,8820.0
7,2015-09-06,,,0.0,0,0,0,9420.0
6,2015-09-05,,,1.0,0,0,0,10690.0
5,2015-09-04,,,1.0,1,0,0,11951.0
4,2015-09-03,,,1.0,1,0,0,12067.0
3,2015-09-02,,,1.0,1,0,0,12859.0
2,2015-09-01,,,1.0,1,0,0,14293.0
1,2015-08-31,,,1.0,1,0,0,14617.0
7,2015-08-30,,,0.0,0,0,0,15631.0
6,2015-08-29,,,1.0,0,0,0,16613.0
5,2015-08-28,,,1.0,0,0,0,17362.0
4,2015-08-27,,,1.0,0,0,0,18341.0
3,2015-08-26,,,1.0,0,0,0,18851.0
2,2015-08-25,,,1.0,0,0,0,20129.0
1,2015-08-24,,,1.0,0,0,0,20887.0
7,2015-08-23,,,0.0,0,0,0,22048.0
6,2015-08-22,,,1.0,0,0,0,22839.0
5,2015-08-21,,,1.0,1,0,0,23607.0
4,2015-08-20,,,1.0,1,0,0,24137.0
3,2015-08-19,,,1.0,1,0,0,24935.0
2,2015-08-18,,,1.0,1,0,0,26457.0
1,2015-08-17,,,1.0,1,0,0,27039.0
7,2015-08-16,,,0.0,0,0,0,28004.0
6,2015-08-15,,,1.0,0,0,0,29100.0
5,2015-08-14,,,1.0,0,0,0,29814.0
4,2015-08-13,,,1.0,0,0,0,30568.0
3,2015-08-12,,,1.0,0,0,0,31337.0
2,2015-08-11,,,1.0,0,0,1,32521.0
1,2015-08-10,,,1.0,0,0,1,33034.0
7,2015-08-09,,,0.0,0,0,0,33418.0
6,2015-08-08,,,1.0,0,0,0,34482.0
5,2015-08-07,,,1.0,1,0,1,35836.0
4,2015-08-06,,,1.0,1,0,1,36518.0
3,2015-08-05,,,1.0,1,0,1,37327.0
2,2015-08-04,,,1.0,1,0,1,38261.0
1,2015-08-03,,,1.0,1,0,1,39332.0
7,2015-08-02,,,0.0,0,0,0,39745.0
6,2015-08-01,,,1.0,0,0,0,40428.0
5,2015-07-31,7118.0,655.0,1.0,1,0,1,
4,2015-07-30,7361.0,657.0,1.0,1,0,1,
3,2015-07-29,5477.0,525.0,1.0,1,0,1,
2,2015-07-28,5282.0,572.0,1.0,1,0,1,
1,2015-07-27,7256.0,657.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,1731.0,292.0,1.0,0,0,0,
5,2015-07-24,4138.0,438.0,1.0,0,0,1,
4,2015-07-23,5286.0,495.0,1.0,0,0,1,
3,2015-07-22,4906.0,449.0,1.0,0,0,1,
2,2015-07-21,5169.0,531.0,1.0,0,0,1,
1,2015-07-20,4594.0,517.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,3628.0,394.0,1.0,0,0,0,
5,2015-07-17,4898.0,550.0,1.0,1,0,1,
4,2015-07-16,6379.0,614.0,1.0,1,0,1,
3,2015-07-15,6324.0,520.0,1.0,1,0,1,
2,2015-07-14,6667.0,643.0,1.0,1,0,1,
1,2015-07-13,10122.0,698.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,2926.0,373.0,1.0,0,0,0,
5,2015-07-10,4876.0,510.0,1.0,0,0,0,
4,2015-07-09,4278.0,498.0,1.0,0,0,0,
3,2015-07-08,5423.0,536.0,1.0,0,0,0,
2,2015-07-07,4927.0,505.0,1.0,0,0,0,
1,2015-07-06,4927.0,455.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,1915.0,260.0,1.0,0,0,0,
5,2015-07-03,6101.0,584.0,1.0,1,0,0,
4,2015-07-02,7660.0,636.0,1.0,1,0,0,
3,2015-07-01,6231.0,531.0,1.0,1,0,0,
2,2015-06-30,7795.0,670.0,1.0,1,0,0,
1,2015-06-29,9412.0,780.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,2729.0,369.0,1.0,0,0,0,
5,2015-06-26,4044.0,471.0,1.0,0,0,0,
4,2015-06-25,4649.0,445.0,1.0,0,0,0,
3,2015-06-24,4718.0,523.0,1.0,0,0,0,
2,2015-06-23,4548.0,512.0,1.0,0,0,0,
1,2015-06-22,4165.0,400.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,3159.0,369.0,1.0,0,0,0,
5,2015-06-19,5674.0,571.0,1.0,1,0,0,
4,2015-06-18,5764.0,467.0,1.0,1,0,0,
3,2015-06-17,5410.0,571.0,1.0,1,0,0,
2,2015-06-16,8094.0,634.0,1.0,1,0,0,
1,2015-06-15,11797.0,762.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,2495.0,351.0,1.0,0,0,0,
5,2015-06-12,4874.0,480.0,1.0,0,0,0,
4,2015-06-11,5014.0,532.0,1.0,0,0,0,
3,2015-06-10,4785.0,525.0,1.0,0,0,0,
2,2015-06-09,3835.0,502.0,1.0,0,0,0,
1,2015-06-08,5510.0,550.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,1449.0,288.0,1.0,0,0,0,
5,2015-06-05,6013.0,567.0,1.0,1,0,0,
4,2015-06-04,5862.0,608.0,1.0,1,0,0,
3,2015-06-03,6451.0,592.0,1.0,1,0,0,
2,2015-06-02,10460.0,625.0,1.0,1,0,0,
1,2015-06-01,9032.0,745.0,1.0,1,0,0,
5,2015-07-31,9743.0,566.0,1.0,1,0,1,
4,2015-07-30,7167.0,492.0,1.0,1,0,1,
3,2015-07-29,5888.0,432.0,1.0,1,0,1,
2,2015-07-28,8066.0,538.0,1.0,1,0,1,
1,2015-07-27,7899.0,543.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,4885.0,382.0,1.0,0,0,0,
5,2015-07-24,5477.0,432.0,1.0,0,0,1,
4,2015-07-23,5196.0,465.0,1.0,0,0,1,
3,2015-07-22,5679.0,442.0,1.0,0,0,1,
2,2015-07-21,5763.0,409.0,1.0,0,0,1,
1,2015-07-20,5333.0,383.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,5139.0,426.0,1.0,0,0,0,
5,2015-07-17,6013.0,519.0,1.0,1,0,1,
4,2015-07-16,7231.0,528.0,1.0,1,0,1,
3,2015-07-15,7152.0,560.0,1.0,1,0,1,
2,2015-07-14,8308.0,545.0,1.0,1,0,1,
1,2015-07-13,7291.0,517.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,5285.0,404.0,1.0,0,0,0,
5,2015-07-10,5501.0,507.0,1.0,0,0,0,
4,2015-07-09,5498.0,455.0,1.0,0,0,0,
3,2015-07-08,6214.0,440.0,1.0,0,0,0,
2,2015-07-07,4939.0,359.0,1.0,0,0,0,
1,2015-07-06,6379.0,467.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,3703.0,381.0,1.0,0,0,0,
5,2015-07-03,7703.0,576.0,1.0,1,0,0,
