,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
100,-120.08,36.96,16.0,1546.0,287.0,710.0,266.0,3.0,92400.0,INLAND
101,-118.08,33.99,29.0,2232.0,447.0,1131.0,446.0,3.3512,161400.0,<1H OCEAN
102,-117.78,33.7,28.0,3244.0,576.0,1330.0,561.0,4.7386,257300.0,<1H OCEAN
103,-117.92,33.82,19.0,2725.0,727.0,2223.0,673.0,3.1803,175800.0,<1H OCEAN
104,-122.04,38.25,26.0,5801.0,954.0,3089.0,917.0,4.5357,126500.0,INLAND
105,-118.02,34.08,21.0,1654.0,300.0,1335.0,287.0,3.0833,143500.0,INLAND
106,-118.26,34.17,18.0,5661.0,1265.0,3059.0,1176.0,3.4148,238900.0,<1H OCEAN
107,-118.58,34.2,34.0,2298.0,522.0,1666.0,503.0,3.5341,235300.0,<1H OCEAN
108,-117.97,33.79,22.0,2437.0,559.0,1223.0,539.0,3.0278,162300.0,<1H OCEAN
109,-118.07,34.09,32.0,1342.0,441.0,1631.0,394.0,3.0938,174500.0,<1H OCEAN
110,-117.19,34.06,15.0,2754.0,537.0,1350.0,498.0,3.2833,145600.0,INLAND
111,-117.07,32.76,23.0,4059.0,831.0,2111.0,775.0,4.15,144000.0,NEAR OCEAN
112,-117.24,33.85,8.0,3795.0,609.0,1659.0,545.0,4.1847,140100.0,INLAND
113,-121.03,37.65,22.0,3445.0,661.0,2120.0,621.0,2.8125,102100.0,INLAND
114,-119.81,36.8,36.0,2272.0,434.0,1568.0,484.0,2.2333,65900.0,INLAND
115,-121.91,39.09,27.0,1875.0,380.0,1150.0,354.0,3.1944,71600.0,INLAND
116,-117.67,34.1,18.0,4043.0,930.0,2891.0,861.0,3.875,137500.0,<1H OCEAN
117,-122.24,37.8,52.0,1654.0,492.0,930.0,482.0,2.2222,151800.0,NEAR BAY
118,-118.46,34.16,27.0,2490.0,703.0,1462.0,618.0,3.1926,187900.0,<1H OCEAN
119,-122.27,37.5,42.0,1787.0,421.0,1087.0,394.0,5.0499,259900.0,NEAR OCEAN
120,-117.91,33.91,32.0,1236.0,283.0,949.0,266.0,3.3333,234600.0,<1H OCEAN
121,-117.93,33.87,40.0,1022.0,229.0,600.0,201.0,4.0461,162500.0,<1H OCEAN
122,-118.2,33.79,30.0,2453.0,663.0,2247.0,618.0,3.0685,170000.0,<1H OCEAN
123,-118.4,34.21,52.0,1402.0,288.0,671.0,264.0,4.1382,271200.0,<1H OCEAN
124,-118.29,33.88,35.0,1720.0,295.0,954.0,298.0,3.725,161900.0,<1H OCEAN
125,-118.29,34.1,26.0,3056.0,1184.0,3152.0,1140.0,0.9708,187500.0,<1H OCEAN
126,-117.74,34.07,33.0,1879.0,335.0,1132.0,335.0,3.5114,115800.0,INLAND
127,-118.18,33.78,35.0,1755.0,498.0,1158.0,462.0,2.2596,164400.0,NEAR OCEAN
128,-122.54,37.97,44.0,3188.0,632.0,1444.0,619.0,4.4,279300.0,NEAR BAY
129,-118.35,33.97,41.0,1030.0,234.0,921.0,245.0,3.1458,156000.0,<1H OCEAN
130,-118.27,34.07,52.0,2643.0,478.0,1319.0,473.0,3.4605,258300.0,<1H OCEAN
131,-116.93,33.76,25.0,2770.0,515.0,874.0,504.0,2.5208,98400.0,INLAND
132,-121.43,37.75,45.0,2064.0,449.0,866.0,467.0,2.0114,94700.0,INLAND
133,-118.31,33.99,44.0,1631.0,304.0,857.0,280.0,3.6587,184800.0,<1H OCEAN
134,-122.03,37.99,15.0,4420.0,1182.0,2140.0,1110.0,3.1864,156300.0,NEAR BAY
135,-118.3,34.03,28.0,2721.0,1040.0,2729.0,976.0,1.8125,121300.0,<1H OCEAN
136,-117.11,32.69,20.0,2262.0,528.0,1023.0,512.0,2.5568,90400.0,NEAR OCEAN
137,-122.43,37.76,52.0,2560.0,711.0,2122.0,752.0,3.5909,261000.0,NEAR BAY
138,-118.42,34.25,31.0,3548.0,623.0,2413.0,623.0,4.3548,141700.0,<1H OCEAN
139,-121.32,38.03,21.0,2608.0,579.0,1409.0,516.0,2.7236,121800.0,INLAND
140,-118.0,33.81,24.0,3119.0,899.0,2072.0,790.0,3.0119,177300.0,<1H OCEAN
141,-122.45,37.9,23.0,7353.0,1689.0,3817.0,1570.0,4.4387,273700.0,NEAR BAY
142,-122.41,37.75,52.0,2677.0,472.0,1203.0,431.0,3.0893,250000.0,NEAR BAY
143,-122.06,37.7,20.0,3474.0,434.0,1447.0,434.0,7.7382,393200.0,NEAR BAY
144,-118.3,34.03,52.0,1254.0,442.0,2089.0,439.0,2.2981,137700.0,<1H OCEAN
145,-118.14,33.77,34.0,3457.0,867.0,2191.0,796.0,3.8056,203900.0,NEAR OCEAN
146,-121.46,38.48,13.0,3157.0,547.0,1559.0,544.0,2.1792,70700.0,INLAND
147,-122.03,37.95,21.0,4498.0,,1929.0,972.0,4.0547,140000.0,NEAR BAY
148,-118.3,33.91,30.0,2345.0,548.0,1764.0,519.0,3.2813,132800.0,<1H OCEAN
149,-118.42,34.02,37.0,3305.0,826.0,2300.0,729.0,1.5781,132000.0,<1H OCEAN
150,-118.34,34.2,52.0,2115.0,429.0,872.0,342.0,3.8917,236800.0,<1H OCEAN
151,-122.45,37.76,52.0,2161.0,194.0,544.0,209.0,10.0263,500001.0,NEAR BAY
152,-116.99,33.73,18.0,2683.0,654.0,1584.0,559.0,2.96,214500.0,INLAND
153,-121.25,38.67,33.0,3722.0,707.0,1694.0,680.0,3.1944,123800.0,INLAND
154,-117.09,34.09,45.0,896.0,209.0,669.0,209.0,2.3917,129400.0,INLAND
155,-122.42,37.75,52.0,46.0,9.0,29.0,9.0,4.3232,350000.0,NEAR BAY
156,-119.85,36.78,52.0,880.0,247.0,805.0,242.0,2.1903,58800.0,INLAND
157,-121.98,36.97,30.0,3694.0,522.0,1668.0,523.0,5.3912,279500.0,INLAND
158,-120.98,37.66,31.0,1661.0,447.0,723.0,304.0,1.4512,139800.0,INLAND
159,-118.29,34.05,34.0,2076.0,641.0,2370.0,618.0,1.6952,120300.0,<1H OCEAN
160,-121.34,38.54,6.0,2377.0,534.0,1097.0,527.0,1.7184,99300.0,INLAND
161,-117.18,32.79,40.0,2860.0,562.0,1550.0,545.0,4.6336,165600.0,NEAR OCEAN
162,-121.97,36.98,35.0,2875.0,514.0,1238.0,478.0,5.2121,500001.0,NEAR OCEAN
163,-118.61,34.26,17.0,2063.0,523.0,794.0,478.0,3.8906,232800.0,<1H OCEAN
164,-117.23,32.79,27.0,2457.0,559.0,1227.0,522.0,2.9453,243800.0,NEAR OCEAN
165,-122.01,37.56,24.0,3677.0,708.0,1651.0,692.0,5.0,210200.0,NEAR BAY
166,-118.04,36.07,27.0,3114.0,623.0,1694.0,566.0,2.1437,65400.0,INLAND
167,-121.33,37.98,13.0,1711.0,372.0,1037.0,329.0,3.0625,162900.0,INLAND
168,-120.96,37.69,24.0,2512.0,513.0,1674.0,522.0,3.3839,70000.0,INLAND
169,-119.83,36.77,46.0,2374.0,527.0,1537.0,524.0,2.6852,73800.0,INLAND
170,-118.54,34.22,37.0,1487.0,234.0,733.0,234.0,4.875,231800.0,<1H OCEAN
171,-122.25,37.49,22.0,3397.0,817.0,1368.0,743.0,3.6292,342900.0,NEAR OCEAN
172,-117.35,33.98,32.0,1045.0,268.0,928.0,255.0,1.7422,66400.0,INLAND
173,-119.57,36.58,10.0,1523.0,290.0,773.0,286.0,3.1484,85400.0,INLAND
174,-118.49,34.11,28.0,5166.0,594.0,1343.0,561.0,9.6465,500001.0,<1H OCEAN
175,-117.66,34.1,14.0,2511.0,453.0,1250.0,465.0,4.5595,150000.0,INLAND
176,-122.06,37.95,18.0,2953.0,667.0,1756.0,654.0,4.8611,500001.0,NEAR BAY
177,-121.24,38.0,33.0,2876.0,631.0,1479.0,566.0,3.4836,129800.0,INLAND
178,-117.39,34.16,10.0,8278.0,1750.0,3107.0,1545.0,3.0352,69600.0,INLAND
179,-121.75,37.29,17.0,1879.0,516.0,2274.0,514.0,2.4968,92900.0,<1H OCEAN
180,-117.88,33.74,36.0,1540.0,322.0,1054.0,318.0,4.0536,153400.0,<1H OCEAN
181,-117.21,33.12,35.0,4695.0,912.0,2591.0,805.0,3.1753,120800.0,NEAR OCEAN
182,-117.07,32.71,42.0,1428.0,353.0,873.0,359.0,2.1864,137500.0,NEAR OCEAN
183,-118.53,34.22,34.0,3231.0,571.0,1413.0,547.0,5.4287,252000.0,<1H OCEAN
184,-121.46,38.51,8.0,3690.0,801.0,1772.0,794.0,2.7857,95300.0,INLAND
185,-122.25,37.51,24.0,527.0,128.0,443.0,136.0,6.9408,335700.0,NEAR BAY
186,-122.41,37.8,52.0,2628.0,703.0,1508.0,679.0,3.2937,275000.0,NEAR BAY
187,-118.14,33.92,36.0,2700.0,781.0,2046.0,725.0,3.7515,208300.0,<1H OCEAN
188,-118.56,34.19,42.0,1603.0,253.0,634.0,236.0,5.8343,500001.0,<1H OCEAN
189,-117.1,33.22,16.0,3644.0,691.0,2229.0,573.0,3.6583,162900.0,<1H OCEAN
190,-118.44,34.26,26.0,1086.0,213.0,732.0,225.0,4.0,151600.0,<1H OCEAN
191,-122.12,38.07,34.0,3160.0,627.0,1478.0,573.0,3.5179,183300.0,NEAR BAY
192,-121.96,37.29,21.0,2275.0,498.0,989.0,449.0,2.5556,287500.0,<1H OCEAN
193,-122.09,37.4,21.0,2846.0,871.0,1139.0,795.0,3.5562,500001.0,NEAR BAY
194,-122.09,37.68,16.0,2664.0,591.0,1351.0,548.0,3.8333,204500.0,NEAR BAY
195,-121.53,38.52,26.0,3833.0,898.0,2296.0,896.0,2.5495,115200.0,INLAND
196,-119.0,35.37,38.0,1212.0,272.0,989.0,268.0,2.5357,66900.0,INLAND
197,-117.93,34.12,35.0,2721.0,518.0,1691.0,504.0,4.7222,185700.0,<1H OCEAN
198,-121.81,37.27,10.0,6778.0,1319.0,3689.0,1294.0,5.6895,218800.0,<1H OCEAN
199,-118.18,34.04,48.0,2090.0,462.0,1539.0,466.0,3.6534,181300.0,<1H OCEAN
200,-118.3,34.17,52.0,2089.0,477.0,928.0,472.0,3.6815,177600.0,<1H OCEAN
201,-121.28,38.13,35.0,2339.0,611.0,1479.0,588.0,1.7552,92400.0,INLAND
202,-117.85,33.82,22.0,2904.0,562.0,1590.0,562.0,4.8229,257400.0,<1H OCEAN
203,-121.97,37.3,35.0,832.0,191.0,598.0,197.0,3.1972,272000.0,<1H OCEAN
204,-117.9,33.65,23.0,7297.0,1336.0,4240.0,1310.0,6.1682,262000.0,<1H OCEAN
205,-118.41,34.08,34.0,2850.0,527.0,1053.0,526.0,5.2563,500001.0,<1H OCEAN
206,-122.04,37.35,27.0,3157.0,495.0,1701.0,498.0,4.5764,344100.0,<1H OCEAN
207,-118.28,34.08,43.0,1792.0,659.0,1543.0,626.0,2.875,204300.0,<1H OCEAN
208,-120.69,35.26,23.0,4576.0,831.0,1599.0,705.0,4.9688,262400.0,NEAR OCEAN
209,-117.34,33.14,17.0,1469.0,232.0,607.0,235.0,6.0516,187500.0,NEAR OCEAN
210,-118.35,34.07,47.0,1445.0,393.0,1142.0,354.0,2.6136,235600.0,<1H OCEAN
211,-118.02,33.96,32.0,2736.0,582.0,1621.0,538.0,4.0052,266700.0,<1H OCEAN
212,-117.93,33.64,26.0,1074.0,244.0,519.0,222.0,3.7102,350000.0,<1H OCEAN
213,-118.52,34.27,32.0,1575.0,285.0,786.0,272.0,4.0548,213700.0,<1H OCEAN
214,-120.93,37.6,18.0,3086.0,598.0,1607.0,597.0,2.8542,141400.0,INLAND
215,-120.89,39.76,19.0,1034.0,202.0,589.0,199.0,3.875,112500.0,INLAND
216,-118.13,34.17,37.0,1315.0,237.0,678.0,250.0,4.7159,241900.0,<1H OCEAN
217,-121.93,37.4,17.0,2332.0,447.0,1083.0,434.0,5.7068,362500.0,<1H OCEAN
218,-118.0,33.9,35.0,2666.0,607.0,2038.0,519.0,4.8703,179800.0,<1H OCEAN
219,-119.81,36.76,38.0,598.0,149.0,544.0,144.0,1.0667,59600.0,INLAND
220,-118.31,33.93,25.0,2073.0,557.0,1703.0,552.0,2.7,140000.0,<1H OCEAN
221,-118.16,33.82,42.0,1703.0,391.0,657.0,376.0,3.1042,160000.0,<1H OCEAN
222,-121.46,38.54,48.0,1679.0,297.0,736.0,268.0,2.6518,102300.0,INLAND
223,-117.9,33.93,35.0,975.0,239.0,642.0,211.0,1.4886,87500.0,<1H OCEAN
224,-117.06,32.59,16.0,725.0,146.0,723.0,143.0,4.3667,137500.0,NEAR OCEAN
225,-122.24,37.47,39.0,3162.0,562.0,1649.0,533.0,4.5,372700.0,NEAR OCEAN
226,-118.28,34.04,38.0,1856.0,689.0,2347.0,596.0,1.2273,184000.0,<1H OCEAN
227,-118.08,33.89,34.0,1318.0,239.0,638.0,235.0,4.1375,164600.0,<1H OCEAN
228,-122.47,38.61,26.0,4174.0,685.0,1843.0,672.0,3.5909,146900.0,INLAND
229,-122.01,37.99,22.0,4408.0,1285.0,3278.0,1196.0,3.6719,149500.0,NEAR BAY
230,-121.83,37.34,16.0,3594.0,531.0,1371.0,528.0,7.3669,362700.0,<1H OCEAN
231,-120.94,37.49,34.0,2640.0,632.0,1780.0,613.0,1.3529,70000.0,INLAND
232,-117.33,34.03,36.0,2358.0,495.0,1125.0,459.0,2.9167,69600.0,INLAND
233,-121.76,36.92,17.0,4536.0,921.0,2902.0,884.0,5.3042,134500.0,<1H OCEAN
234,-118.32,33.81,52.0,2228.0,307.0,835.0,295.0,8.4284,405900.0,<1H OCEAN
235,-122.09,37.44,26.0,3779.0,604.0,1551.0,614.0,5.1408,348000.0,NEAR BAY
236,-117.94,33.99,31.0,3371.0,722.0,1670.0,718.0,3.1607,262000.0,<1H OCEAN
237,-118.14,34.17,31.0,2693.0,642.0,1181.0,566.0,2.7644,199300.0,<1H OCEAN
238,-121.77,36.92,23.0,2458.0,463.0,1334.0,447.0,3.7167,142600.0,<1H OCEAN
239,-118.26,33.02,46.0,1204.0,398.0,1042.0,365.0,1.7718,100000.0,<1H OCEAN
240,-117.99,33.87,29.0,1669.0,362.0,1284.0,341.0,1.9286,137500.0,INLAND
241,-117.93,33.8,36.0,1151.0,289.0,752.0,248.0,3.1768,162500.0,<1H OCEAN
242,-122.3,38.3,34.0,2846.0,549.0,1157.0,537.0,3.2632,167600.0,NEAR BAY
243,-118.3,34.08,42.0,1793.0,439.0,1105.0,438.0,3.5333,231800.0,<1H OCEAN
244,-115.57,32.83,33.0,2497.0,478.0,1711.0,468.0,3.4688,85700.0,INLAND
245,-117.07,34.03,34.0,2814.0,634.0,1673.0,618.0,2.6513,102000.0,INLAND
246,-118.39,34.19,42.0,994.0,,434.0,180.0,3.6389,170700.0,<1H OCEAN
247,-117.66,34.08,34.0,3592.0,659.0,1639.0,588.0,5.1408,175900.0,INLAND
248,-118.05,34.16,25.0,5774.0,1138.0,2819.0,1075.0,3.4184,292000.0,INLAND
249,-117.65,33.58,18.0,2287.0,434.0,982.0,415.0,6.4651,500001.0,<1H OCEAN
250,-118.05,33.94,37.0,1182.0,,1758.0,279.0,3.2589,161400.0,<1H OCEAN
251,-121.13,37.73,43.0,2372.0,515.0,1365.0,472.0,1.9441,79700.0,INLAND
252,-122.21,40.69,19.0,686.0,,421.0,151.0,1.8438,72300.0,INLAND
253,-117.99,33.73,15.0,8576.0,1655.0,4319.0,1634.0,5.0025,202300.0,<1H OCEAN
254,-122.25,38.28,30.0,2796.0,534.0,1424.0,515.0,2.6536,95500.0,NEAR BAY
255,-118.4,33.9,25.0,4776.0,1023.0,3288.0,963.0,3.1768,246400.0,<1H OCEAN
256,-119.17,34.15,41.0,2688.0,572.0,1048.0,526.0,4.0089,500001.0,NEAR OCEAN
257,-117.86,33.7,18.0,3056.0,459.0,1286.0,456.0,4.9125,301700.0,<1H OCEAN
258,-118.1,33.94,34.0,2231.0,587.0,1453.0,589.0,2.5387,160700.0,<1H OCEAN
259,-122.4,37.75,52.0,2765.0,639.0,1694.0,597.0,3.2813,251000.0,NEAR BAY
260,-118.36,33.88,25.0,2812.0,578.0,1649.0,563.0,4.072,239300.0,<1H OCEAN
261,-121.42,38.76,7.0,2856.0,631.0,1755.0,612.0,2.375,98100.0,INLAND
262,-122.42,37.72,52.0,2863.0,723.0,1227.0,679.0,1.95,250000.0,NEAR BAY
263,-118.48,34.01,31.0,2830.0,624.0,1555.0,609.0,5.2887,393800.0,<1H OCEAN
264,-118.09,33.99,31.0,1857.0,585.0,1802.0,559.0,3.1901,182100.0,<1H OCEAN
265,-122.23,37.78,46.0,1255.0,492.0,1225.0,442.0,1.7276,113500.0,NEAR BAY
266,-117.87,34.1,30.0,3341.0,756.0,2099.0,731.0,3.0726,192100.0,<1H OCEAN
267,-124.09,40.99,18.0,2629.0,556.0,1667.0,544.0,2.1179,87600.0,NEAR OCEAN
268,-117.25,33.24,9.0,2539.0,537.0,1091.0,501.0,2.5104,103300.0,<1H OCEAN
269,-117.68,35.63,26.0,2098.0,484.0,1378.0,474.0,1.7179,94600.0,INLAND
270,-120.97,37.68,14.0,3114.0,616.0,1769.0,603.0,3.0083,88300.0,INLAND
271,-117.99,33.98,25.0,1705.0,495.0,2079.0,439.0,2.4459,155700.0,<1H OCEAN
272,-119.77,36.83,11.0,2225.0,379.0,1131.0,397.0,3.8167,118500.0,INLAND
273,-121.96,37.35,18.0,4175.0,764.0,3120.0,731.0,5.5464,289900.0,<1H OCEAN
274,-118.27,34.09,35.0,2576.0,519.0,1520.0,486.0,3.5353,202000.0,<1H OCEAN
