,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
21,-122.0,34.0,36.0,3144.0,38.0,2300.0,479.0,3.0,391006.0,<1H OCEAN
22,-117.0,32.56,13.0,1638.0,515.0,1565.0,438.0,2.965,1630.0,INLAND
23,-117.0,37.0,17.0,2800.0,4.0,1242.0,2069.0,7.0,451700.0,<1H OCEAN
24,-117.0,34.0,48.0,7500.0,14.0,441.0,2189.0,4.0443,46971.0,NEAR BAY
25,-118.0,34.0,33.0,1409.0,488.0,592.0,2174.3,6.0,205600.0,<1H OCEAN
26,-119.0,33.0,36.0,2976.0,1700.0,25079.0,4100.0,4.0,2900.0,NEAR OCEAN
27,-118.0,34.0,33.0,964.0,15.76,16000.0,2121.0,4.921,78438.0,NEAR OCEAN
28,-117.0,37.0,38.0,813.0,651.0,15761.0,2175.0,2.0283,31000.0,<1H OCEAN
29,-117.0,32.59,19.0,329.0,1695.0,10963.0,12.0,8.0481,154700.0,<1H OCEAN
30,-118.0,33.0,27.0,1714.0,23.7,1031.0,1400.0,8.0991,47769.0,INLAND
31,-122.0,33.27,50.0,33000.0,652.0,829.0,454.0,3.0,2038.0,<1H OCEAN
32,-118.0,33.0,52.0,2421.0,685.0,2430.0,2227.0,8.0674,4080.0,INLAND
33,-122.0,34.0,12.0,1546.0,626.0,28073.0,781.0,3.0,172500.0,<1H OCEAN
34,-122.0,34.0,49.0,6056.0,3500.0,1559.0,489.0,8.068,439394.0,NEAR OCEAN
35,-117.0,34.0,15.0,473.3,38.0,1680.0,585.0,5.0,152900.0,<1H OCEAN
36,-122.0,33.0,18.0,2464.0,556.0,1053.0,874.0,7.0474,55600.0,<1H OCEAN
37,-117.0,33.0,42.0,3564.0,695.0,69.0,1165.0,1.038,487500.0,INLAND
38,-122.0,35.0,4.0,2654.0,3196.0,7891.0,3290.0,6.0789,439500.0,INLAND
39,-117.0,40.0,17.03,564.8,471.0,1686.0,548.0,7.068,498521.0,INLAND
40,-121.83,38.0,35.0,3800.0,2181.0,1550.0,2655.0,5.921,51300.0,INLAND
41,-118.0,33.0,4.0,2076.0,604.0,8100.0,2377.0,10.9063,3400.0,<1H OCEAN
42,-117.38,37.0,3.0,784.0,561.0,5200.0,2039.0,2.0,2300.0,<1H OCEAN
43,-118.0,34.0,45.0,1207.0,3368.0,1079.0,5200.0,4.0,160400.0,NEAR BAY
44,-117.0,34.0,37.0,2579.0,7.0,3175.0,783.0,8.037,43730.0,INLAND
45,-118.0,37.83,49.0,589.0,589.0,2531.0,3353.0,3.1817,479200.0,<1H OCEAN
46,-118.0,33.0,31.0,828.0,9.0,553.0,563.0,2.0686,103400.0,<1H OCEAN
47,-117.0,34.0,39.0,459.1,8.0,589.0,12.0,2.0,3600.0,<1H OCEAN
48,-121.0,34.0,52.0,3500.0,30.0,467.0,785.0,14.049,133500.0,NEAR OCEAN
49,-119.0,34.0,2.0,2900.0,35.0,875.0,473.0,14.0031,177600.0,NEAR BAY
50,-118.0,34.0,27.0,6077.0,544.0,25000.0,3105.0,3.0,202500.0,INLAND
51,-117.0,33.0,19.0,2517.0,1026.0,1439.0,3421.0,2.066,47863.0,INLAND
52,-121.0,34.0,9.0,607.0,473.0,1209.0,3400.0,3.0083,290098.0,INLAND
53,-117.0,37.0,49.0,1626.0,5.88,469.0,496.0,10.0991,128800.0,NEAR BAY
54,-118.0,37.0,2.0,2900.0,3.0,1400.0,3211.0,13.0,53872.0,<1H OCEAN
55,-122.0,37.0,5.38,3400.0,561.0,1642.0,3531.0,1.531,230089.0,NEAR OCEAN
56,-118.0,33.0,16.0,905.0,648.0,1038.0,4641.0,3.842,243813.0,INLAND
57,-118.0,33.0,1.0,2906.0,1879.0,439.0,714.0,11.9825,3688.0,NEAR OCEAN
58,-118.0,33.29,22.0,4200.0,661.0,3449.0,3100.0,1.542,46977.0,<1H OCEAN
59,-118.0,33.0,30.0,1542.0,793.0,903.0,619.0,2.0045,4400.0,<1H OCEAN
60,-122.0,34.0,33.0,1701.0,498.0,5118.0,1700.0,4.0,3743.0,INLAND
61,-122.0,37.0,36.0,1361.0,38.0,3100.0,556.33,13.068,40098.0,INLAND
62,-118.6,33.0,15.0,3475.0,63.0,1524.0,541.0,6.0,294021.0,<1H OCEAN
63,-121.0,37.0,2.0,1607.0,12.0,1823.0,3146.0,6.0,168300.0,<1H OCEAN
64,-121.0,33.0,15.0,16100.0,15.0,2211.0,605.0,3.838,139600.0,<1H OCEAN
65,-121.0,37.0,5.0,598.0,2273.0,2028.0,446.0,6.038,44969.0,<1H OCEAN
66,-118.0,34.0,9.0,631.29,4674.0,793.0,4817.0,1.0352,182300.0,<1H OCEAN
67,-120.0,35.0,52.0,2976.0,594.0,4761.0,2169.0,6.0441,326736.0,NEAR BAY
68,-118.0,36.0,8.0,1251.0,8.0,11500.0,583.0,2.0,216635.0,INLAND
69,-117.0,33.0,4.0,522.76,524.0,26861.0,468.0,8.0011,273710.0,INLAND
70,-118.0,34.0,20.0,1408.0,6.37,1570.0,2169.0,7.0205,61005.0,<1H OCEAN
71,-120.0,34.0,17.0,1708.0,2148.0,1708.0,817.0,12.5565,3812.0,<1H OCEAN
72,-119.0,34.0,26.0,742.0,454.0,22132.0,2118.0,7.0671,152400.0,<1H OCEAN
73,-117.0,34.0,7.0,706.0,5362.0,26000.0,675.0,1.0,2900.0,NEAR OCEAN
74,-117.0,34.0,12.0,1396.0,519.0,2276.0,558.0,2.067,468100.0,<1H OCEAN
75,-121.0,34.0,15.0,708.0,624.0,21995.0,1722.0,2.049,397500.0,INLAND
76,-117.0,38.0,1.0,25671.0,486.0,2290.0,586.0,13.099,153093.0,<1H OCEAN
77,-117.0,37.0,29.0,1395.0,576.0,434.0,2169.0,6.0925,495000.0,INLAND
78,-118.0,37.0,26.0,3828.0,626.0,1577.0,822.0,4.9495,284900.0,<1H OCEAN
79,-122.0,34.0,34.0,19.0,667.0,6789.0,587.0,2.3819,104500.0,<1H OCEAN
80,-122.0,37.0,26.0,1738.0,36.0,280.29,3900.0,2.0805,125500.0,NEAR BAY
81,-118.0,35.0,3.0,1706.0,642.0,2778.0,763.0,8.631,321576.0,INLAND
82,-117.0,34.0,3.0,1598.0,1858.0,1626.0,796.0,2.2524,53730.0,INLAND
83,-119.0,33.0,36.0,1742.0,18.0,119.0,2121.0,2.0,120000.0,<1H OCEAN
84,-117.0,34.91,1.0,2034.0,598.0,578.0,4397.0,2.5017,25000.0,NEAR OCEAN
85,-122.0,32.0,36.0,327.7,1227.0,23938.0,4963.0,8.8866,161600.0,INLAND
86,-117.0,34.0,33.0,4688.0,554.0,816.0,438.0,7.8983,207600.0,<1H OCEAN
87,-117.0,41.0,52.0,34300.0,638.0,437.0,1804.0,8.634,252300.0,<1H OCEAN
88,-117.0,33.0,32.75,3368.0,489.0,2564.0,895.0,4.038,46867.0,<1H OCEAN
89,-117.0,34.0,31.0,4200.0,565.0,15077.0,1439.0,5.1835,3500.0,INLAND
90,-118.0,34.0,52.0,3300.0,456.0,769.0,3400.0,2.0034,334500.0,<1H OCEAN
91,-117.0,34.0,3.0,517.0,449.0,2800.0,3496.0,2.6814,162400.0,INLAND
92,-118.0,34.0,52.0,605.0,632.94,1711.0,568.0,10.837,3200.0,<1H OCEAN
93,-118.0,41.0,4.6,3186.0,2193.0,7051.0,479.0,6.0441,342500.0,NEAR BAY
94,-121.0,35.0,37.0,807.0,438.0,2846.0,2300.0,5.0,376079.0,INLAND
95,-118.0,34.0,6.0,3055.0,586.0,2445.0,587.0,1.0203,495000.0,<1H OCEAN
96,-118.0,40.0,1.0,2516.0,25.0,1396.0,992.0,2.0,434963.0,INLAND
97,-117.0,33.0,34.0,3900.0,581.0,16062.0,15.0,3.1295,385021.0,INLAND
98,-119.0,34.0,16.0,564.0,30.0,1575.0,668.0,5.3285,414241.0,<1H OCEAN
99,-117.0,34.0,34.0,605.0,524.0,1686.0,667.0,13.068,2900.0,INLAND
100,-121.0,35.0,22.0,1891.0,651.0,11500.0,56.0,4.0012,120700.74,INLAND
101,-117.0,37.0,46.0,946.0,3200.0,1815.0,617.0,12.624,2700.0,<1H OCEAN
102,-121.0,41.0,33.0,564.0,798.0,696.0,1600.0,2.0,265556.0,NEAR OCEAN
103,-121.0,34.0,3.0,34300.0,662.0,705.0,1400.0,2.0,45600.0,<1H OCEAN
104,-121.0,34.0,52.0,895.0,587.0,2674.0,3107.0,3.049,41008.0,<1H OCEAN
105,-122.0,33.0,30.0,3700.0,1695.0,3125.0,4445.0,4.869,2108.0,INLAND
106,-117.0,33.0,1.0,787.0,1515.0,996.0,4147.0,7.631,208300.0,<1H OCEAN
107,-117.25,38.0,37.0,906.0,44.0,1875.0,596.0,1.0036,46300.0,<1H OCEAN
108,-117.0,34.0,1.0,1744.0,561.0,1495.0,3835.0,4.0442,2900.0,INLAND
109,-118.0,34.0,34.0,3893.0,637.0,705.0,464.0,14.0,43850.0,<1H OCEAN
110,-119.0,33.0,42.0,312.0,26.0,7100.0,3600.0,2.906,2300.0,INLAND
111,-118.0,33.0,16.0,26000.0,605.0,15.0,697.0,2.0666,3489.0,<1H OCEAN
112,-122.0,37.0,6.0,2438.0,463.88,1654.0,496.0,9.0377,3280.0,<1H OCEAN
113,-117.0,33.0,43.0,3100.0,691.0,4100.0,4518.0,13.065,47976.0,NEAR OCEAN
114,-122.0,37.0,2.0,3100.0,583.0,14991.0,2147.0,2.4251,99600.0,NEAR OCEAN
115,-118.0,34.0,21.0,496.0,37.0,2247.0,593.0,2.0441,120400.0,<1H OCEAN
116,-118.0,34.0,37.0,1623.0,18.0,687.0,2127.0,3.6186,4400.0,<1H OCEAN
117,-118.0,37.0,1.0,515.0,1600.0,1604.0,4269.0,12.0991,325912.0,INLAND
118,-117.0,39.0,8.0,19.0,2232.0,18081.0,876.0,5.067,117500.0,INLAND
119,-118.0,33.0,52.0,1584.0,25.0,2426.0,568.0,2.0452,340013.0,INLAND
120,-121.0,39.0,3.0,1216.0,38.0,3666.0,515.0,12.8,2700.0,<1H OCEAN
121,-118.0,34.0,50.0,5200.0,3190.0,2200.0,3431.0,3.5527,82613.0,INLAND
122,-119.0,36.0,1.0,1609.0,6.0,5861.0,597.0,13.049,3087.0,NEAR BAY
123,-117.0,34.0,20.0,6097.0,37.0,1642.0,1400.0,6.5985,2900.0,<1H OCEAN
124,-122.0,33.0,43.0,1679.0,4972.0,1715.0,2433.0,11.4569,223764.0,<1H OCEAN
125,-118.0,33.0,7.0,2750.0,441.0,489.0,568.0,9.0026,53500.0,<1H OCEAN
126,-117.0,34.0,17.0,706.0,498.0,2438.0,498.18,13.0,228780.0,<1H OCEAN
127,-118.0,37.0,17.0,1622.0,637.0,2700.0,876.0,7.037,341596.0,<1H OCEAN
128,-119.0,33.0,37.0,3879.0,456.0,1515.0,18.0,1.1775,3400.0,<1H OCEAN
129,-117.0,33.0,45.0,3808.0,4275.0,2400.0,1878.0,8.0753,41472.0,<1H OCEAN
130,-117.0,33.0,9.0,2.0,545.0,522.0,2400.0,10.0991,438000.0,INLAND
131,-117.0,40.9,6.0,26.0,5.0,5.0,3697.0,5.0029,1240.0,INLAND
132,-117.0,32.63,4.0,18791.0,2300.0,4100.0,5200.0,3.0075,47400.0,<1H OCEAN
133,-118.0,37.0,32.0,579.0,8.0,805.0,906.0,4.3273,484500.0,<1H OCEAN
134,-116.0,34.0,32.85,5100.0,619.0,514.0,5001.0,3.0,183400.0,NEAR OCEAN
135,-117.0,34.0,23.0,25000.0,5.0,1864.0,17.0,4.0,479200.0,<1H OCEAN
136,-118.0,36.0,31.0,2764.0,6.0,1707.0,1609.0,10.0094,130100.0,<1H OCEAN
137,-118.0,37.0,2.0,2467.0,3144.0,2514.0,536.0,10.2587,270060.0,INLAND
138,-122.0,32.62,14.7,1724.0,16.0,2651.0,2364.0,10.3312,2238.0,<1H OCEAN
139,-117.0,33.0,24.0,1822.0,25.0,17960.0,2248.0,14.0474,46400.0,NEAR BAY
140,-117.0,36.0,18.0,130.0,605.0,1213.0,488.0,8.0012,120435.0,<1H OCEAN
141,-118.0,37.0,4.0,2942.0,564.0,4789.0,1708.0,9.0991,60500.0,NEAR OCEAN
142,-121.0,37.0,29.0,1331.0,33.0,17000.0,3800.0,6.0452,63800.0,INLAND
143,-117.0,33.0,52.0,4238.0,513.0,1206.0,3164.0,3.0045,41037.0,<1H OCEAN
144,-121.0,34.0,9.0,1539.0,2181.0,926.0,536.0,7.0674,252300.0,<1H OCEAN
145,-118.0,34.0,37.0,31510.0,624.0,2515.0,778.0,7.0093,77600.0,<1H OCEAN
146,-118.0,38.21,14.0,3330.0,638.0,498.0,2168.0,3.5256,41226.17,<1H OCEAN
147,-118.0,37.0,43.0,3422.0,3165.0,431.0,534.0,2.0249,2900.0,<1H OCEAN
148,-122.0,37.0,22.0,3273.99,17.0,605.0,3125.0,9.7747,130000.0,INLAND
149,-118.0,34.6,17.0,2425.0,593.0,3292.0,3301.0,2.067,490015.71,NEAR BAY
150,-122.0,34.0,27.0,2093.0,531.0,16058.0,462.0,4.1578,47731.0,<1H OCEAN
151,-122.97,38.0,37.0,34100.0,1101.0,3292.0,37.78,8.0991,67900.0,NEAR BAY
152,-120.0,37.0,24.0,2900.0,3642.0,2080.0,3878.0,14.0078,246800.0,<1H OCEAN
153,-118.0,36.0,34.0,686.0,469.0,442.0,431.0,2.068,70500.0,<1H OCEAN
154,-120.0,33.0,13.0,2087.0,692.0,4167.0,2118.0,3.0,96467.0,<1H OCEAN
155,-118.0,34.0,3.0,872.0,14.0,1560.0,45.0,2.0014,46784.0,INLAND
156,-122.0,33.0,9.0,1655.0,581.0,618.0,2094.0,9.0387,81619.0,INLAND
157,-118.0,33.0,19.0,3544.0,5.01,1704.0,5963.0,5.0283,120739.0,INLAND
158,-117.0,33.0,33.0,822.0,2.0,1607.0,2558.0,3.1204,800001.13,<1H OCEAN
159,-119.0,35.0,37.0,1632.0,495.0,909.0,887.0,13.0377,129600.0,<1H OCEAN
160,-117.0,39.0,23.49,706.0,1894.0,25881.0,5211.0,2.0,42510.0,<1H OCEAN
161,-118.0,34.0,52.0,742.0,633.0,1473.0,1521.0,4.0452,289500.0,NEAR OCEAN
162,-121.0,38.0,29.0,3100.0,467.0,705.0,355.0,2.0038,4500.0,<1H OCEAN
163,-118.0,33.0,8.0,2490.0,592.0,898.0,474.0,5.0,212500.0,<1H OCEAN
164,-119.0,35.0,23.0,1204.0,1298.0,2107.0,576.0,8.943,60900.0,<1H OCEAN
165,-122.0,33.0,2.0,4789.0,692.0,1138.0,1300.0,2.00001,462503.0,<1H OCEAN
166,-118.0,32.0,26.0,1681.0,35.0,2560.0,442.0,7.2122,72600.0,<1H OCEAN
167,-121.0,34.0,18.0,674.0,691.0,28026.0,6.0,13.0069,280016.0,NEAR OCEAN
168,-118.0,34.0,16.0,1145.0,6.0,8076.0,5200.0,3.0,47926.0,INLAND
169,-117.0,34.0,37.0,2533.0,598.0,3995.0,596.0,3.3843,158800.0,NEAR OCEAN
170,-121.0,34.0,17.0,1652.0,3261.0,907.0,3900.0,2.00001,127600.0,INLAND
171,-122.0,33.0,52.0,2718.0,2051.0,807.0,464.0,4.0201,489761.0,NEAR BAY
172,-122.0,34.0,7.0,1686.0,52.0,12000.0,12.0,14.981,76900.14,INLAND
173,-118.0,34.0,2.0,1481.0,12.0,1715.0,4850.0,2.923,58800.0,<1H OCEAN
174,-118.0,33.0,16.0,3872.0,629.0,1139.0,632.0,2.0354,46845.0,<1H OCEAN
175,-119.0,34.0,36.0,2820.0,599.0,2858.0,498.0,3.0,47427.0,NEAR OCEAN
176,-118.0,33.0,31.0,1655.0,442.0,624.0,3100.0,13.0093,129900.0,<1H OCEAN
177,-122.0,36.0,11.0,3076.0,16.28,3159.0,586.0,10.0356,3400.0,<1H OCEAN
178,-122.0,33.0,2.0,1739.0,1699.0,479.0,2193.0,4.0045,56900.0,<1H OCEAN
179,-117.0,37.0,5.0,17074.0,1762.0,4672.0,474.0,7.0991,45600.0,<1H OCEAN
180,-117.0,37.0,1.0,459.0,4658.0,498.0,591.0,9.0672,303400.0,<1H OCEAN
181,-118.0,33.0,52.0,28.0,2.0,896.0,434.0,12.065,480005.0,<1H OCEAN
182,-120.0,33.0,4.0,6200.0,2467.0,1828.0,598.0,7.0674,245700.0,NEAR OCEAN
183,-118.0,33.0,3.0,3176.0,2.0,2778.0,495.0,1.00001,390086.0,<1H OCEAN
184,-118.0,37.0,15.0,25000.0,515.0,3174.0,1163.0,14.2975,156900.0,<1H OCEAN
185,-121.0,34.0,10.067,327.0,587.0,111.0,1662.0,2.0,45909.0,NEAR BAY
186,-121.0,34.0,5.0,1513.0,3485.69,1006.0,4269.0,9.00001,340021.3,<1H OCEAN
187,-117.0,34.0,44.0,1609.0,5.0,886.0,3400.0,5.0,289800.0,<1H OCEAN
188,-122.0,33.0,37.0,538.0,3126.0,4169.0,3163.0,2.0,47440.0,<1H OCEAN
189,-122.0,33.0,12.0,30000.0,28.0,9098.0,5200.0,13.0,612.0,NEAR OCEAN
190,-123.0,34.0,17.0,1789.0,15.0,19107.0,498.0,2.0016,3500.0,INLAND
191,-117.0,39.0,49.0,813.0,5200.0,1350.0,1025.0,12.065,209400.0,<1H OCEAN
192,-117.0,35.0,32.91,6200.0,2152.0,1062.0,567.0,13.067,48723.0,<1H OCEAN
193,-117.0,36.0,8.14,3600.0,30.0,2775.3,50.0,4.0077,450000.0,<1H OCEAN
194,-117.0,33.0,34.0,617.0,648.0,12073.0,4641.0,5.0,253596.0,INLAND
195,-118.0,35.0,32.97,1719.0,3121.0,2118.0,595.0,1.834,82400.0,<1H OCEAN
196,-121.0,32.0,8.0,3868.0,586.0,992.0,2413.0,11.5408,68700.0,INLAND
197,-117.0,33.0,1.0,3083.0,463.0,2690.0,4461.0,6.0,183900.0,<1H OCEAN
198,-121.0,33.0,21.0,1569.0,44.0,2400.0,1209.0,2.531,82800.0,<1H OCEAN
199,-120.0,32.0,34.0,1683.0,513.0,1716.0,2081.0,3.067,60700.0,INLAND
200,-117.0,33.0,34.0,5679.0,476.0,24000.0,1681.0,3.1686,209638.0,<1H OCEAN
201,-118.0,34.0,52.0,1754.0,691.75,1305.0,1700.0,4.0,48898.0,INLAND
202,-122.0,34.0,9.0,607.0,1700.0,19122.0,587.0,7.099,61836.0,<1H OCEAN
203,-121.0,34.0,18.0,1205.0,716.0,1055.0,593.0,14.902,3200.0,<1H OCEAN
204,-118.0,37.0,16.0,717.0,442.0,673.0,5100.0,2.0,340029.0,<1H OCEAN
205,-118.0,33.0,3.0,3306.0,593.0,477.0,2417.0,4.00001,46767.0,NEAR OCEAN
206,-118.0,34.0,28.0,315.0,605.0,471.0,1606.0,6.7979,47250.0,INLAND
207,-117.0,34.0,9.0,6071.0,604.0,22181.0,636.0,6.0,2800.33,<1H OCEAN
208,-118.0,32.0,33.0,1609.0,626.0,2089.0,2121.0,5.0,225638.0,INLAND
209,-118.0,34.0,5.0,3727.0,2185.0,17090.0,4117.0,12.0441,58750.0,<1H OCEAN
210,-118.0,34.0,20.0,2798.0,472.0,24400.0,842.0,5.037,188700.0,INLAND
211,-121.0,35.0,3.0,2667.0,25.0,15.0,1846.0,3.00001,263400.0,INLAND
212,-121.0,33.0,5.0,30.0,3100.1,1687.2,463.0,3.0,303907.0,<1H OCEAN
213,-117.0,33.0,21.0,3722.0,587.0,3100.0,8.0,1.4734,92300.0,<1H OCEAN
214,-117.0,36.0,17.0,692.99,3141.0,1287.0,481.0,1.00001,3900.0,INLAND
215,-119.0,33.0,21.0,1647.0,1697.0,13981.0,3700.0,6.0,51700.0,<1H OCEAN
216,-117.0,34.12,6.0,3600.0,2144.0,1714.0,533.0,4.726,47800.0,INLAND
217,-122.0,34.0,34.0,4242.0,1593.0,83.0,563.0,13.6613,147300.0,<1H OCEAN
218,-118.0,34.0,7.0,2829.0,466.0,2118.0,514.0,2.0074,429761.0,NEAR OCEAN
219,-118.0,34.0,21.0,3185.0,586.0,8069.0,587.0,3.0083,281300.0,<1H OCEAN
220,-121.0,33.0,17.0,726.0,524.0,969.0,464.0,7.0079,1710.0,INLAND
221,-121.0,33.0,52.0,2176.96,17.58,564.0,942.0,1.0351,117700.0,NEAR OCEAN
222,-121.0,38.0,37.0,3100.0,919.0,1715.0,508.0,2.0024,44907.0,<1H OCEAN
223,-122.0,37.0,38.0,906.0,598.0,4861.0,3292.0,13.0063,46462.0,<1H OCEAN
224,-121.0,33.0,42.0,3400.0,6.0,488.0,4117.0,7.049,310098.0,<1H OCEAN
225,-122.0,34.0,39.0,471.0,2031.0,2564.0,3132.0,13.6298,813.0,NEAR OCEAN
226,-120.0,34.0,52.0,941.0,2288.0,5200.0,3800.0,5.0,183500.0,NEAR OCEAN
227,-122.2,32.71,6.0,37000.0,15.0,2680.0,4200.0,0.6173,394118.0,<1H OCEAN
228,-122.0,36.0,42.0,605.0,30.33,25117.0,471.0,12.0259,3500.0,<1H OCEAN
229,-121.0,35.0,5.0,2132.0,598.0,21900.0,598.0,3.732,47837.0,NEAR BAY
230,-122.0,37.0,5.0,2923.0,3489.0,2758.0,3036.0,11.0481,43854.0,INLAND
231,-119.0,34.0,2.8,1655.0,793.0,2087.0,5077.0,1.0395,46300.0,<1H OCEAN
232,-118.0,33.0,2.0,8.0,581.0,10017.0,523.0,1.037,468500.0,<1H OCEAN
233,-119.0,41.0,33.0,807.0,33.0,3100.0,890.0,8.0452,170000.0,INLAND
234,-119.0,33.0,52.0,1258.0,595.0,757.0,2600.0,4.0036,117700.0,<1H OCEAN
235,-122.0,37.0,12.0,441.0,685.0,1230.0,3446.0,6.711,438846.0,NEAR OCEAN
236,-122.0,36.0,22.0,724.0,624.0,729.0,2297.0,6.12,153400.0,<1H OCEAN
237,-118.0,39.72,42.0,3746.0,24.0,2600.0,15.0,4.814,337775.0,NEAR OCEAN
238,-118.0,33.0,21.0,2942.0,469.0,523.0,479.0,6.541,453100.0,NEAR BAY
239,-118.0,37.0,2.0,1696.0,8.0,3253.0,3193.74,0.8913,127600.0,<1H OCEAN
240,-118.0,33.0,1.0,705.0,3105.0,783.0,15.0,7.0,212512.0,<1H OCEAN
241,-118.0,33.0,16.0,20.0,4998.0,1604.0,2287.1,7.0485,498116.0,INLAND
242,-118.0,37.0,23.0,1474.0,694.0,13861.0,498.0,2.049,4514.0,<1H OCEAN
243,-118.0,34.0,52.0,3621.0,2105.0,26550.0,2031.0,4.037,420000.0,NEAR OCEAN
244,-117.0,37.0,3.0,1431.0,52.0,1664.0,4300.0,6.0452,31000.0,<1H OCEAN
245,-117.0,34.0,15.0,288.0,605.0,21959.0,4.0,2.711,230043.0,INLAND
246,-122.0,32.92,52.0,1644.0,4757.0,1676.0,421.0,7.065,2900.0,NEAR BAY
247,-117.0,38.0,2.0,34300.0,2159.3,576.0,1682.0,5.0,470000.0,NEAR OCEAN
248,-122.0,34.0,4.0,3311.0,2152.0,791.0,569.0,9.946,46712.0,<1H OCEAN
249,-118.0,34.0,52.0,3719.0,611.0,931.0,489.0,1.065,307400.0,<1H OCEAN
250,-118.14,34.0,52.0,2596.0,695.0,1430.0,479.0,10.0029,148313.0,INLAND
251,-121.0,38.0,34.0,1744.0,39.0,576.0,631.0,2.7786,162600.0,INLAND
252,-118.0,32.63,31.0,4200.0,3461.0,1515.0,593.0,2.0,241217.0,<1H OCEAN
253,-122.0,38.93,16.0,3400.0,25.0,539.0,1471.0,2.0,453780.0,INLAND
254,-122.0,34.0,15.0,1143.0,641.0,2727.4,496.0,2.0,320000.0,<1H OCEAN
255,-122.0,38.0,15.0,3536.0,2126.0,1536.0,449.0,7.0991,4300.0,INLAND
256,-117.0,37.0,9.2,1459.0,36.0,7981.0,674.0,13.068,488324.0,NEAR BAY
257,-117.0,33.0,18.0,4666.0,615.0,705.0,486.0,3.0,265800.0,<1H OCEAN
258,-118.0,38.0,45.0,926.0,2165.0,1246.0,461.0,5.0,380067.0,<1H OCEAN
259,-122.0,32.91,20.0,717.0,639.0,7159.0,15.0,1.068,158044.0,NEAR BAY
260,-122.0,33.0,43.0,38550.27,2200.0,11518.0,783.0,5.0442,390000.0,<1H OCEAN
261,-117.0,34.0,7.0,596.0,4826.0,2225.0,4400.0,2.0,48743.0,NEAR OCEAN
262,-123.0,36.0,17.0,6078.0,593.0,2570.0,2277.0,12.0991,42952.0,INLAND
263,-117.0,33.0,3.0,3867.0,544.0,1513.0,8.0,5.0236,443800.0,<1H OCEAN
264,-117.0,34.0,23.0,528.0,466.0,12761.0,567.0,13.049,47600.0,NEAR OCEAN
265,-118.0,33.0,36.0,659.0,24.0,1455.0,1835.0,6.0094,182600.0,INLAND
266,-118.0,33.0,2.0,1798.0,4.0,3200.0,479.0,14.4914,16097.0,<1H OCEAN
267,-117.0,39.0,6.0,2288.0,18.0,2144.0,496.0,2.9069,87600.0,<1H OCEAN
268,-118.0,34.0,36.0,1150.0,599.0,958.0,1510.0,1.5679,47767.0,NEAR BAY
269,-118.0,34.0,32.0,3688.0,581.0,2586.0,531.0,12.0,149500.0,NEAR BAY
270,-122.0,33.0,1.068,2631.0,2600.0,3100.0,2800.0,1.0395,131400.0,<1H OCEAN
271,-121.0,34.0,31.0,707.0,637.0,1472.0,598.0,1.9474,251554.0,INLAND
272,-118.0,36.0,4.0,679.0,586.0,1523.0,631.0,3.0,310057.0,<1H OCEAN
273,-117.0,34.0,34.0,2900.0,818.0,1378.0,3080.0,7.0805,63800.0,<1H OCEAN
