,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
28,-117.94,33.78,20.0,2456.0,533.0,1758.0,495.0,4.25,184400.0,<1H OCEAN
29,-118.23,33.89,21.0,1140.0,320.0,1177.0,313.0,2.1607,88700.0,<1H OCEAN
30,-118.3,34.06,38.0,3153.0,1231.0,3731.0,1139.0,1.9657,122300.0,<1H OCEAN
31,-122.08,37.66,16.0,3587.0,852.0,1512.0,806.0,3.099,187500.0,NEAR BAY
32,-118.27,34.07,28.0,1678.0,547.0,1396.0,485.0,1.871,243800.0,<1H OCEAN
33,-118.3,33.92,42.0,2115.0,626.0,1705.0,573.0,2.8651,156300.0,<1H OCEAN
34,-118.43,34.05,52.0,2065.0,697.0,1093.0,548.0,3.3056,500001.0,<1H OCEAN
35,-117.66,34.06,20.0,2627.0,524.0,1330.0,515.0,3.0469,130600.0,INLAND
36,-117.19,32.86,11.0,2891.0,772.0,792.0,448.0,3.5156,187500.0,NEAR OCEAN
37,-117.17,34.05,4.0,3184.0,544.0,1411.0,511.0,4.6184,157700.0,INLAND
38,-117.23,33.22,12.0,2577.0,632.0,1326.0,587.0,2.9861,156700.0,<1H OCEAN
39,-118.14,34.1,33.0,3666.0,1264.0,4153.0,1179.0,1.9797,160700.0,<1H OCEAN
40,-117.13,32.93,19.0,1649.0,428.0,1661.0,440.0,2.9161,160300.0,<1H OCEAN
41,-121.3,38.68,21.0,2174.0,357.0,1341.0,352.0,4.8359,172200.0,INLAND
42,-122.26,37.88,46.0,2357.0,542.0,1025.0,498.0,3.1779,240000.0,NEAR BAY
43,-121.81,37.29,7.0,5121.0,739.0,3416.0,715.0,5.6916,238700.0,<1H OCEAN
44,-119.31,36.3,14.0,1651.0,303.0,852.0,281.0,4.3611,94600.0,INLAND
45,-118.19,33.94,36.0,1240.0,323.0,1220.0,336.0,2.9643,150000.0,<1H OCEAN
46,-121.63,36.69,22.0,5257.0,1073.0,2437.0,1057.0,4.0156,231300.0,<1H OCEAN
47,-121.51,38.5,18.0,3107.0,663.0,1539.0,639.0,1.9913,72600.0,INLAND
48,-122.17,37.78,46.0,2347.0,497.0,1296.0,464.0,3.4559,139600.0,NEAR BAY
49,-118.4,33.89,30.0,1598.0,290.0,783.0,271.0,5.9683,353600.0,<1H OCEAN
50,-118.1,33.9,29.0,2782.0,621.0,2487.0,567.0,3.8158,173900.0,<1H OCEAN
51,-117.62,34.08,22.0,4055.0,684.0,2065.0,665.0,5.0544,157700.0,INLAND
52,-118.44,34.07,32.0,3097.0,624.0,945.0,573.0,5.1664,500001.0,<1H OCEAN
53,-120.98,37.49,33.0,3264.0,662.0,2032.0,604.0,3.5,122000.0,INLAND
54,-122.42,37.79,17.0,1349.0,581.0,782.0,510.0,1.6023,225000.0,NEAR BAY
55,-122.76,38.46,19.0,3842.0,566.0,1533.0,543.0,4.8125,249000.0,<1H OCEAN
56,-118.02,34.08,36.0,1839.0,317.0,775.0,294.0,3.6745,160100.0,INLAND
57,-118.99,35.37,37.0,1225.0,324.0,675.0,300.0,1.4089,56100.0,INLAND
58,-117.88,33.88,26.0,2587.0,481.0,1476.0,461.0,6.4744,294800.0,<1H OCEAN
59,-118.16,34.18,43.0,1802.0,437.0,1150.0,405.0,3.6,152800.0,<1H OCEAN
60,-117.05,32.61,24.0,2516.0,599.0,1373.0,529.0,3.0147,135600.0,NEAR OCEAN
61,-117.82,33.82,18.0,4397.0,1018.0,1945.0,1014.0,4.8333,477400.0,<1H OCEAN
62,-122.44,37.76,52.0,3430.0,689.0,1479.0,629.0,6.3489,500001.0,NEAR BAY
63,-118.35,33.95,31.0,2809.0,624.0,2083.0,602.0,1.9127,183300.0,<1H OCEAN
64,-121.27,37.88,37.0,1310.0,240.0,639.0,217.0,2.4167,87200.0,INLAND
65,-118.4,34.1,52.0,2142.0,290.0,729.0,277.0,15.0001,500001.0,<1H OCEAN
66,-121.8,38.67,20.0,3467.0,631.0,1866.0,618.0,3.5,130600.0,INLAND
67,-121.27,37.96,48.0,1335.0,267.0,699.0,261.0,1.7266,51300.0,INLAND
68,-118.51,34.37,21.0,6300.0,968.0,2420.0,905.0,5.4155,500001.0,<1H OCEAN
69,-117.61,34.08,17.0,3677.0,848.0,2129.0,775.0,3.5481,72800.0,INLAND
70,-117.88,33.85,30.0,2670.0,553.0,1245.0,532.0,3.6512,170400.0,<1H OCEAN
71,-118.48,33.92,31.0,1482.0,343.0,855.0,346.0,3.5114,300000.0,<1H OCEAN
72,-122.35,41.54,22.0,4227.0,827.0,2028.0,714.0,2.7138,104200.0,INLAND
73,-118.35,34.1,35.0,1492.0,548.0,1031.0,436.0,2.0817,250000.0,<1H OCEAN
74,-118.15,34.17,33.0,1055.0,252.0,630.0,248.0,2.6923,153800.0,<1H OCEAN
75,-122.28,37.87,52.0,1678.0,533.0,792.0,497.0,1.7922,183800.0,NEAR BAY
76,-117.1,32.68,17.0,2749.0,792.0,1790.0,753.0,3.0755,112500.0,NEAR OCEAN
77,-118.37,34.15,25.0,4794.0,956.0,2923.0,912.0,3.0377,173900.0,<1H OCEAN
78,-117.31,34.11,41.0,3626.0,861.0,2965.0,728.0,1.75,73400.0,INLAND
79,-117.98,33.86,33.0,2159.0,441.0,1192.0,431.0,3.7241,187200.0,<1H OCEAN
80,-118.1,33.96,30.0,2583.0,611.0,1526.0,548.0,3.6,165300.0,<1H OCEAN
81,-122.44,37.77,52.0,1664.0,329.0,1044.0,339.0,4.7031,350000.0,NEAR BAY
82,-119.02,36.07,12.0,2439.0,448.0,1006.0,420.0,2.5139,74700.0,INLAND
83,-119.71,36.75,50.0,2107.0,469.0,1560.0,463.0,2.1786,81300.0,INLAND
84,-121.94,36.95,30.0,4257.0,653.0,1290.0,612.0,6.6034,500001.0,NEAR OCEAN
85,-122.53,37.94,36.0,130.0,16.0,47.0,22.0,7.0309,500001.0,NEAR BAY
86,-121.26,38.13,35.0,686.0,125.0,340.0,129.0,3.5885,100000.0,INLAND
87,-118.45,34.25,32.0,2370.0,478.0,1398.0,436.0,4.4107,234600.0,<1H OCEAN
88,-115.52,32.8,29.0,2143.0,496.0,1562.0,439.0,1.4063,72800.0,INLAND
89,-117.14,32.97,20.0,2831.0,601.0,1363.0,546.0,3.1597,174000.0,<1H OCEAN
90,-118.9,34.44,17.0,3303.0,539.0,1463.0,543.0,5.9265,187400.0,<1H OCEAN
91,-119.45,35.13,16.0,4477.0,748.0,1693.0,724.0,3.8558,70500.0,INLAND
92,-122.79,38.4,16.0,2713.0,579.0,1396.0,559.0,4.2333,263500.0,<1H OCEAN
93,-121.41,38.57,9.0,2388.0,369.0,854.0,355.0,4.9375,171100.0,INLAND
94,-124.11,40.88,23.0,3242.0,991.0,1240.0,871.0,2.8586,78800.0,NEAR OCEAN
95,-118.37,33.97,44.0,2070.0,441.0,1226.0,446.0,4.6186,279500.0,<1H OCEAN
96,-119.1,36.21,30.0,1391.0,,1762.0,439.0,1.6039,51500.0,INLAND
97,-121.0,37.64,20.0,10860.0,1913.0,4459.0,1790.0,4.0,134500.0,INLAND
98,-117.96,33.87,35.0,2710.0,622.0,1859.0,598.0,2.7339,144800.0,<1H OCEAN
99,-117.9,33.83,31.0,2663.0,715.0,1508.0,649.0,3.6,215000.0,<1H OCEAN
100,-118.25,33.97,39.0,1822.0,479.0,1657.0,461.0,2.0474,90100.0,<1H OCEAN
101,-122.57,37.97,32.0,2512.0,464.0,946.0,438.0,5.2601,500001.0,NEAR BAY
102,-118.19,33.84,31.0,3171.0,817.0,2368.0,774.0,3.2227,202100.0,<1H OCEAN
103,-118.27,34.17,13.0,3369.0,1025.0,2070.0,993.0,3.3462,273600.0,<1H OCEAN
104,-122.21,38.0,36.0,3170.0,622.0,1391.0,567.0,3.4896,142500.0,NEAR BAY
105,-118.22,34.09,30.0,2485.0,729.0,2098.0,653.0,2.8281,152300.0,<1H OCEAN
106,-118.09,33.77,17.0,2201.0,552.0,1290.0,548.0,1.9392,67500.0,<1H OCEAN
107,-118.49,34.21,34.0,2035.0,473.0,1366.0,437.0,4.2762,207000.0,<1H OCEAN
108,-121.67,36.7,11.0,3684.0,634.0,1722.0,592.0,3.6731,158000.0,<1H OCEAN
109,-118.5,34.21,27.0,2249.0,671.0,1486.0,563.0,2.988,188700.0,<1H OCEAN
110,-118.99,35.39,33.0,1740.0,452.0,1338.0,424.0,1.7199,59400.0,INLAND
111,-118.39,34.1,41.0,1575.0,263.0,523.0,264.0,6.9391,500001.0,<1H OCEAN
112,-122.09,37.54,7.0,3229.0,537.0,1447.0,516.0,4.6944,187900.0,NEAR BAY
113,-122.26,37.85,52.0,3049.0,685.0,1255.0,628.0,2.9441,183300.0,NEAR BAY
114,-121.62,36.67,40.0,2228.0,588.0,1655.0,549.0,2.4333,108000.0,<1H OCEAN
115,-121.3,38.03,13.0,2149.0,382.0,975.0,352.0,3.2569,112500.0,INLAND
116,-122.25,38.09,44.0,2448.0,579.0,1362.0,548.0,2.7019,106300.0,NEAR BAY
117,-122.42,37.73,27.0,1659.0,412.0,831.0,415.0,3.5114,250000.0,NEAR BAY
118,-118.29,34.11,52.0,2174.0,438.0,1018.0,441.0,3.3882,342200.0,<1H OCEAN
119,-117.9,33.66,16.0,2636.0,637.0,1429.0,591.0,4.0417,162900.0,<1H OCEAN
120,-119.88,34.42,28.0,2666.0,785.0,2296.0,779.0,2.6673,226000.0,NEAR OCEAN
121,-120.6,37.34,29.0,3512.0,662.0,1540.0,604.0,3.0,96400.0,INLAND
122,-118.29,33.88,19.0,2234.0,576.0,1378.0,546.0,1.7321,121900.0,<1H OCEAN
123,-117.25,32.85,29.0,4239.0,752.0,1134.0,673.0,3.5737,500001.0,NEAR OCEAN
124,-118.34,33.84,25.0,3876.0,756.0,2099.0,661.0,5.7395,318400.0,<1H OCEAN
125,-118.17,33.81,23.0,2559.0,612.0,1382.0,571.0,3.6897,215900.0,NEAR OCEAN
126,-118.2,33.79,39.0,1026.0,237.0,776.0,237.0,2.0,145800.0,<1H OCEAN
127,-122.51,37.76,45.0,1817.0,322.0,912.0,322.0,4.8977,291700.0,NEAR OCEAN
128,-119.67,36.73,39.0,3166.0,527.0,1704.0,511.0,3.788,66300.0,INLAND
129,-118.18,34.18,42.0,2427.0,349.0,816.0,331.0,6.7599,500001.0,<1H OCEAN
130,-118.14,34.08,45.0,2515.0,546.0,1017.0,528.0,2.3276,217100.0,<1H OCEAN
131,-118.32,33.75,24.0,4045.0,809.0,2049.0,741.0,4.3107,396900.0,<1H OCEAN
132,-117.62,34.09,28.0,3494.0,727.0,2374.0,682.0,3.2639,135700.0,INLAND
133,-118.24,33.92,34.0,1412.0,307.0,1301.0,276.0,2.0938,96800.0,<1H OCEAN
134,-118.28,33.96,43.0,2263.0,493.0,2083.0,491.0,1.9417,94600.0,<1H OCEAN
135,-117.97,34.04,26.0,3417.0,986.0,3289.0,903.0,3.15,146800.0,<1H OCEAN
136,-119.78,36.75,31.0,2286.0,522.0,2115.0,498.0,1.7292,50600.0,INLAND
137,-121.46,38.59,43.0,1788.0,489.0,1097.0,463.0,2.0677,81300.0,INLAND
138,-122.19,37.78,34.0,2155.0,557.0,1663.0,484.0,2.0223,187500.0,NEAR BAY
139,-122.27,37.77,52.0,2295.0,439.0,1016.0,441.0,5.2405,400000.0,NEAR BAY
140,-117.28,34.17,23.0,1717.0,420.0,959.0,369.0,1.6048,86400.0,INLAND
141,-118.31,34.02,40.0,2188.0,604.0,1604.0,572.0,2.1522,150000.0,<1H OCEAN
142,-118.06,33.86,32.0,4261.0,713.0,2254.0,693.0,5.0362,239800.0,<1H OCEAN
143,-121.81,37.25,13.0,2415.0,521.0,1015.0,478.0,4.5221,165600.0,<1H OCEAN
144,-118.27,33.97,47.0,1562.0,430.0,1109.0,397.0,1.4103,103800.0,<1H OCEAN
145,-117.99,33.68,16.0,2632.0,815.0,2318.0,762.0,2.6198,170800.0,<1H OCEAN
146,-117.12,32.71,26.0,2549.0,588.0,1817.0,561.0,3.2798,157600.0,NEAR OCEAN
147,-121.23,37.93,29.0,3136.0,628.0,1738.0,572.0,2.9107,81500.0,INLAND
148,-118.31,34.08,36.0,3050.0,725.0,1810.0,687.0,2.4135,152100.0,<1H OCEAN
149,-118.18,34.05,42.0,2862.0,783.0,2106.0,738.0,2.3438,132500.0,<1H OCEAN
150,-117.15,32.82,21.0,3068.0,514.0,1511.0,523.0,4.2287,178300.0,NEAR OCEAN
151,-121.26,38.69,18.0,4597.0,918.0,2778.0,894.0,4.0982,131000.0,INLAND
152,-118.32,33.85,32.0,4199.0,739.0,2079.0,715.0,4.5208,339100.0,<1H OCEAN
153,-117.08,32.57,17.0,1388.0,338.0,1319.0,332.0,2.5263,138800.0,NEAR OCEAN
154,-121.26,38.68,13.0,7353.0,1345.0,3221.0,1098.0,3.6361,135900.0,INLAND
155,-121.35,38.03,25.0,4609.0,854.0,2249.0,836.0,3.5403,130800.0,INLAND
156,-118.57,34.2,33.0,2937.0,559.0,1583.0,553.0,4.835,240800.0,<1H OCEAN
157,-117.19,34.06,30.0,3113.0,612.0,1583.0,604.0,3.3869,103900.0,INLAND
158,-118.09,33.89,36.0,3202.0,536.0,1577.0,541.0,4.0648,169600.0,<1H OCEAN
159,-117.31,34.11,38.0,2814.0,602.0,1611.0,564.0,2.8281,136100.0,INLAND
160,-118.08,34.06,36.0,551.0,159.0,654.0,167.0,3.7188,137500.0,<1H OCEAN
161,-118.28,34.0,42.0,1829.0,597.0,1789.0,597.0,2.0,108900.0,<1H OCEAN
162,-120.51,37.32,22.0,2731.0,535.0,1587.0,521.0,3.3269,111800.0,INLAND
163,-117.89,33.71,14.0,2204.0,538.0,2086.0,561.0,2.9646,137300.0,<1H OCEAN
164,-118.18,33.85,42.0,2142.0,557.0,1807.0,500.0,3.1442,170800.0,<1H OCEAN
165,-121.96,37.87,19.0,1551.0,183.0,639.0,196.0,10.5536,500001.0,INLAND
166,-117.09,32.7,28.0,1694.0,357.0,1140.0,337.0,2.1944,97300.0,NEAR OCEAN
167,-118.18,34.05,27.0,1784.0,794.0,2271.0,724.0,1.5885,137500.0,<1H OCEAN
168,-117.13,32.8,23.0,2697.0,797.0,1309.0,740.0,2.3693,158900.0,NEAR OCEAN
169,-121.33,38.04,13.0,4225.0,965.0,2258.0,938.0,3.05,150500.0,INLAND
170,-118.43,34.3,13.0,5762.0,1485.0,3868.0,1453.0,3.5242,171200.0,<1H OCEAN
171,-118.09,33.89,36.0,1190.0,250.0,1066.0,239.0,3.0833,158000.0,<1H OCEAN
172,-117.88,33.92,15.0,3078.0,466.0,1418.0,459.0,6.3303,269400.0,<1H OCEAN
173,-122.08,37.4,26.0,2831.0,429.0,1051.0,442.0,7.7865,500001.0,<1H OCEAN
174,-118.28,33.84,36.0,2832.0,546.0,1499.0,514.0,5.2292,200900.0,<1H OCEAN
175,-117.92,33.66,20.0,2019.0,437.0,1044.0,407.0,5.0427,182800.0,<1H OCEAN
176,-119.27,35.65,17.0,2580.0,518.0,1250.0,489.0,2.0,90600.0,INLAND
177,-119.81,34.44,26.0,3114.0,556.0,1312.0,542.0,6.5356,487200.0,NEAR OCEAN
178,-117.09,32.73,13.0,2065.0,579.0,1447.0,514.0,2.5599,123800.0,NEAR OCEAN
179,-117.78,33.69,14.0,2598.0,449.0,1341.0,476.0,5.0201,229700.0,<1H OCEAN
180,-117.98,33.75,19.0,2248.0,605.0,1598.0,532.0,1.9208,186800.0,<1H OCEAN
181,-117.86,33.88,16.0,2655.0,474.0,1098.0,467.0,6.3669,302000.0,<1H OCEAN
182,-118.33,34.05,23.0,2676.0,653.0,1688.0,613.0,2.5781,151800.0,<1H OCEAN
183,-122.25,37.82,52.0,3364.0,615.0,1321.0,602.0,3.9018,294000.0,NEAR BAY
184,-119.27,37.25,18.0,1368.0,594.0,1786.0,613.0,1.1602,50000.0,INLAND
185,-117.95,33.75,25.0,2397.0,445.0,1538.0,447.0,4.2589,182300.0,<1H OCEAN
186,-118.36,33.9,37.0,3166.0,727.0,1410.0,663.0,3.1023,206900.0,<1H OCEAN
187,-117.88,34.1,33.0,3045.0,972.0,3148.0,915.0,3.3884,143800.0,<1H OCEAN
188,-122.27,37.87,48.0,2099.0,459.0,855.0,451.0,2.2768,183400.0,NEAR BAY
189,-118.38,34.15,24.0,3170.0,716.0,1580.0,687.0,3.0208,230400.0,<1H OCEAN
190,-122.14,37.45,44.0,1051.0,215.0,542.0,205.0,3.2222,500001.0,NEAR BAY
191,-117.96,33.87,36.0,1651.0,293.0,971.0,308.0,3.4456,182300.0,<1H OCEAN
192,-121.62,39.12,24.0,2574.0,502.0,1024.0,519.0,2.3,73500.0,INLAND
193,-122.09,37.4,29.0,1438.0,250.0,662.0,231.0,2.7019,290600.0,NEAR BAY
194,-117.01,33.76,18.0,2715.0,526.0,1064.0,489.0,3.2727,121000.0,INLAND
195,-122.7,38.33,34.0,4580.0,718.0,2081.0,656.0,5.5292,251800.0,NEAR OCEAN
196,-118.34,34.06,24.0,5578.0,813.0,2484.0,728.0,8.565,500001.0,<1H OCEAN
197,-118.45,34.15,26.0,5719.0,704.0,2164.0,697.0,9.8937,446100.0,<1H OCEAN
198,-118.26,34.02,33.0,1764.0,521.0,2115.0,488.0,1.8152,98000.0,<1H OCEAN
199,-117.91,33.64,5.0,1686.0,761.0,2446.0,679.0,2.1863,162500.0,<1H OCEAN
200,-118.04,33.98,25.0,2572.0,461.0,1484.0,447.0,5.2742,279300.0,<1H OCEAN
201,-120.86,37.73,21.0,2216.0,523.0,1284.0,483.0,2.4205,89800.0,INLAND
202,-117.03,32.67,20.0,3666.0,781.0,1457.0,795.0,3.9485,160900.0,NEAR OCEAN
203,-118.2,33.8,41.0,2118.0,390.0,1219.0,386.0,2.9107,169200.0,<1H OCEAN
204,-122.28,37.82,52.0,991.0,184.0,434.0,175.0,2.3946,86300.0,NEAR BAY
205,-121.81,37.25,16.0,1819.0,313.0,848.0,311.0,5.7192,259400.0,<1H OCEAN
206,-117.9,34.07,34.0,2194.0,410.0,1351.0,382.0,3.6111,184100.0,<1H OCEAN
207,-118.01,34.01,31.0,4371.0,753.0,1885.0,670.0,5.843,302000.0,<1H OCEAN
208,-117.09,33.11,21.0,1513.0,290.0,860.0,290.0,3.7014,135600.0,<1H OCEAN
209,-118.35,33.96,47.0,1701.0,483.0,785.0,464.0,3.1711,137500.0,<1H OCEAN
210,-118.11,33.8,35.0,2436.0,381.0,1201.0,341.0,6.0678,240100.0,NEAR OCEAN
211,-117.86,33.74,31.0,2046.0,573.0,2271.0,493.0,2.5,165700.0,<1H OCEAN
212,-117.14,32.71,17.0,2724.0,521.0,1460.0,477.0,2.3221,83400.0,NEAR OCEAN
213,-118.37,34.04,43.0,1390.0,323.0,1277.0,312.0,3.0284,195800.0,<1H OCEAN
214,-116.94,33.75,13.0,2393.0,390.0,1101.0,391.0,4.0446,123400.0,INLAND
215,-118.25,33.85,29.0,2639.0,623.0,2114.0,474.0,3.0,146300.0,<1H OCEAN
216,-117.75,34.06,42.0,859.0,295.0,1112.0,281.0,1.3897,71000.0,INLAND
217,-118.35,34.06,47.0,894.0,240.0,588.0,231.0,2.5132,397500.0,<1H OCEAN
218,-118.3,33.93,39.0,1727.0,400.0,1308.0,403.0,3.0357,128100.0,<1H OCEAN
219,-118.29,34.05,28.0,3521.0,873.0,2470.0,903.0,2.8608,161800.0,<1H OCEAN
220,-117.42,34.09,22.0,3127.0,498.0,1520.0,478.0,4.1719,129800.0,INLAND
221,-121.24,38.0,16.0,2975.0,642.0,1540.0,628.0,2.5,82300.0,INLAND
222,-118.16,33.84,36.0,1892.0,336.0,893.0,335.0,3.9696,219900.0,<1H OCEAN
223,-117.09,32.72,36.0,1189.0,257.0,627.0,221.0,1.4427,114300.0,NEAR OCEAN
224,-118.21,33.95,41.0,2075.0,531.0,1806.0,498.0,2.3674,162500.0,<1H OCEAN
225,-118.36,34.2,22.0,3138.0,621.0,1580.0,618.0,4.2031,250000.0,<1H OCEAN
226,-117.88,33.71,18.0,2488.0,592.0,2907.0,575.0,3.7821,178600.0,<1H OCEAN
227,-117.91,33.66,8.0,9792.0,1204.0,3784.0,1150.0,10.0587,500001.0,<1H OCEAN
228,-118.43,34.23,24.0,4964.0,1057.0,3651.0,957.0,3.3438,158300.0,<1H OCEAN
229,-118.39,34.19,31.0,2287.0,611.0,903.0,519.0,3.5455,223900.0,<1H OCEAN
230,-118.33,34.1,27.0,2628.0,582.0,1163.0,573.0,3.2857,231400.0,<1H OCEAN
231,-118.16,33.97,37.0,2329.0,702.0,2383.0,667.0,2.5833,152500.0,<1H OCEAN
232,-117.4,33.93,32.0,1475.0,287.0,446.0,266.0,3.6667,144800.0,INLAND
233,-118.19,33.87,30.0,2090.0,576.0,1549.0,538.0,3.5673,177900.0,<1H OCEAN
234,-117.04,32.75,20.0,2700.0,1036.0,1415.0,852.0,1.9647,122000.0,NEAR OCEAN
235,-118.35,34.03,41.0,2344.0,668.0,1835.0,603.0,2.625,150000.0,<1H OCEAN
236,-122.08,37.91,28.0,2679.0,539.0,1498.0,515.0,4.2902,266900.0,NEAR BAY
237,-118.08,33.77,19.0,962.0,270.0,811.0,276.0,1.2411,87500.0,<1H OCEAN
238,-118.33,34.06,52.0,3239.0,703.0,1411.0,629.0,1.9805,500001.0,<1H OCEAN
239,-121.95,37.26,16.0,4110.0,764.0,1915.0,742.0,4.75,305800.0,<1H OCEAN
240,-118.36,33.98,20.0,3776.0,1098.0,2768.0,957.0,3.5777,180000.0,<1H OCEAN
241,-118.34,34.04,34.0,2966.0,824.0,1565.0,734.0,4.1304,332600.0,<1H OCEAN
242,-122.45,37.59,33.0,3264.0,532.0,1390.0,562.0,6.5223,500001.0,NEAR BAY
243,-121.25,37.93,15.0,2099.0,434.0,1252.0,414.0,2.5,65900.0,INLAND
244,-121.06,38.67,25.0,4314.0,814.0,2065.0,763.0,3.0199,209900.0,INLAND
245,-117.91,33.65,17.0,2855.0,778.0,1510.0,721.0,2.9449,160600.0,<1H OCEAN
246,-120.35,37.98,23.0,1453.0,208.0,665.0,208.0,4.9196,90400.0,INLAND
247,-117.03,32.58,16.0,3569.0,644.0,1704.0,565.0,3.8235,116700.0,NEAR OCEAN
248,-122.25,37.51,30.0,1366.0,,669.0,253.0,4.9125,279500.0,NEAR OCEAN
249,-122.2,37.77,52.0,1235.0,268.0,1227.0,244.0,1.7556,90000.0,NEAR BAY
250,-118.18,34.03,43.0,2375.0,603.0,1150.0,548.0,2.875,146800.0,<1H OCEAN
251,-117.1,32.67,33.0,2948.0,692.0,1496.0,663.0,2.75,86300.0,NEAR OCEAN
252,-122.1,37.66,17.0,2598.0,557.0,1176.0,544.0,3.5156,167900.0,NEAR BAY
253,-117.64,34.12,15.0,5144.0,767.0,2874.0,730.0,6.3586,254700.0,INLAND
254,-118.45,34.27,36.0,1528.0,290.0,898.0,281.0,4.0556,183300.0,<1H OCEAN
255,-118.47,34.04,22.0,5805.0,857.0,3360.0,782.0,8.944,500001.0,<1H OCEAN
256,-121.28,37.97,41.0,2838.0,575.0,2194.0,576.0,3.2935,67900.0,INLAND
257,-117.97,33.77,34.0,4265.0,847.0,2321.0,846.0,4.8088,218800.0,<1H OCEAN
258,-118.21,33.92,41.0,2053.0,573.0,2693.0,512.0,2.1169,123700.0,<1H OCEAN
259,-117.05,32.6,20.0,3239.0,738.0,2326.0,722.0,2.2925,108900.0,NEAR OCEAN
260,-118.08,33.91,36.0,1091.0,238.0,1092.0,229.0,4.3125,161000.0,<1H OCEAN
261,-119.17,34.2,42.0,3069.0,772.0,1271.0,722.0,3.1875,305400.0,NEAR OCEAN
262,-122.46,37.74,52.0,3082.0,675.0,1420.0,648.0,3.3864,310900.0,NEAR OCEAN
263,-118.28,34.06,31.0,1771.0,890.0,2814.0,830.0,1.4348,181300.0,<1H OCEAN
264,-118.02,33.92,27.0,1546.0,481.0,1697.0,451.0,2.8,145500.0,<1H OCEAN
265,-122.04,37.38,15.0,5135.0,813.0,2575.0,778.0,5.8788,273600.0,<1H OCEAN
266,-122.42,37.73,52.0,2664.0,763.0,1312.0,743.0,3.2599,232400.0,NEAR BAY
267,-117.22,33.14,17.0,4759.0,944.0,2228.0,827.0,4.7094,286400.0,NEAR OCEAN
268,-117.25,34.16,30.0,2270.0,496.0,796.0,477.0,3.5331,99600.0,INLAND
269,-118.32,33.84,36.0,2303.0,406.0,995.0,381.0,6.0,352400.0,<1H OCEAN
270,-121.43,38.48,26.0,3445.0,735.0,1482.0,684.0,3.7452,101500.0,INLAND
271,-118.32,34.03,49.0,2787.0,589.0,1646.0,579.0,3.3681,141600.0,<1H OCEAN
272,-118.14,33.88,27.0,4428.0,880.0,2313.0,852.0,3.6953,241900.0,<1H OCEAN
