,Age,Gender,Marital Status,Occupation,Monthly Income,Education Qualifications,Family size,latitude,longtitude,Pin code,Order status,Customer Feedback
89,24.0,Female,Single,Self Employeed,No Income,Ph.D,3.0,12.9175,77.7089,560063.0,No,Negative
90,33.0,Female,Single,House wife,25001 to 50000,Graduate,6.0,12.9254,77.7162,560078.0,Yes,Negative
91,24.0,Male,Prefer not to say,House wife,No Income,Post Graduate,4.0,12.9789,77.5947,560047.0,No,Negative
92,29.0,Male,Single,Student,No Income,Graduate,2.0,12.9619,77.6034,560078.0,No,Positive
93,24.0,Male,Single,Employee,25001 to 50000,Post Graduate,1.0,12.9214,77.612,560034.0,Yes,Positive
94,24.0,Male,Prefer not to say,House wife,No Income,Graduate,5.0,13.0428,77.7319,560025.0,Yes,Positive
95,23.0,Female,Single,Student,No Income,Post Graduate,6.0,12.896,77.642,560035.0,No,Positive
96,21.0,Male,Prefer not to say,House wife,No Income,Ph.D,6.0,13.0121,77.5146,560021.0,No,Positive
97,22.0,Female,Married,House wife,More than 50000,School,2.0,12.975,77.6966,560010.0,Yes,Positive
98,32.0,Male,Married,House wife,No Income,Graduate,3.0,12.9283,77.6329,560046.0,No,Negative
99,22.0,Male,Prefer not to say,Student,More than 50000,School,3.0,12.979,77.5523,560033.0,No,Positive
100,22.0,Male,Married,Employee,No Income,Post Graduate,2.0,12.9479,77.6564,560072.0,No,Positive
101,30.0,Male,Prefer not to say,Employee,No Income,Graduate,5.0,12.8946,77.7448,560015.0,Yes,Negative
102,22.0,Male,Married,House wife,More than 50000,Graduate,5.0,12.9521,77.533,560075.0,Yes,Positive
103,28.0,Female,Married,House wife,No Income,School,2.0,12.9748,77.7424,560026.0,Yes,Positive
104,22.0,Male,Prefer not to say,Student,More than 50000,Post Graduate,5.0,13.046,77.7189,560046.0,No,Negative
105,25.0,Female,Single,Employee,More than 50000,Ph.D,6.0,12.9118,77.645,560084.0,Yes,Positive
106,32.0,Female,Single,Student,No Income,Ph.D,2.0,12.9426,77.7039,560002.0,Yes,Positive
107,28.0,Female,Single,Student,No Income,Graduate,3.0,13.0693,77.5919,560077.0,Yes,Positive
108,27.0,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,5.0,12.946,77.5623,560070.0,Yes,Positive
109,22.0,Female,Single,Student,10001 to 25000,Graduate,3.0,12.9584,77.6944,560061.0,Yes,Positive
110,22.0,Female,Single,Student,10001 to 25000,Ph.D,6.0,12.9321,77.5275,560002.0,No,Positive
111,26.0,Male,Single,Student,More than 50000,Post Graduate,4.0,12.9826,77.5548,560059.0,Yes,Positive
112,29.0,Male,Married,Student,No Income,Graduate,2.0,12.9148,77.7328,560053.0,Yes,Positive
113,21.0,Female,Single,Student,More than 50000,Graduate,1.0,13.0651,77.7442,560049.0,No,Positive
114,29.0,Male,Married,Student,More than 50000,School,1.0,13.085,77.6955,560033.0,Yes,Positive
115,29.0,Female,Single,Employee,10001 to 25000,School,1.0,13.0972,77.6281,560046.0,Yes,Positive
116,22.0,Female,Married,Employee,No Income,Post Graduate,6.0,12.9287,77.5525,560018.0,No,Positive
117,31.0,Male,Single,Employee,No Income,Uneducated,2.0,13.0385,77.5821,560079.0,Yes,Positive
118,25.0,Male,Single,House wife,25001 to 50000,School,2.0,13.0714,77.6444,560024.0,No,Negative
119,33.0,Female,Single,House wife,Below Rs.10000,School,5.0,12.8656,77.655,560017.0,Yes,Positive
120,22.0,Male,Single,Student,No Income,Graduate,2.0,13.0633,77.7354,560023.0,No,Positive
121,23.0,Male,Single,Employee,Below Rs.10000,Post Graduate,3.0,13.045,77.7461,560025.0,No,Negative
122,27.0,Female,Married,Student,10001 to 25000,Post Graduate,2.0,13.0841,77.5772,560072.0,Yes,Negative
123,32.0,Male,Prefer not to say,Student,No Income,Uneducated,3.0,13.0999,77.6285,560036.0,Yes,Negative
124,25.0,Male,Single,House wife,No Income,Ph.D,4.0,13.0922,77.6142,560052.0,No,Positive
125,29.0,Male,Single,Student,No Income,School,3.0,12.8994,77.6289,560079.0,No,Positive
126,21.0,Male,Prefer not to say,Self Employeed,No Income,School,1.0,13.0538,77.6368,560046.0,Yes,Negative
127,24.0,Female,Single,House wife,No Income,Ph.D,6.0,13.071,77.6953,560052.0,Yes,Negative
128,23.0,Female,Single,Self Employeed,More than 50000,Post Graduate,2.0,12.923,77.7156,560005.0,No,Positive
129,25.0,Female,Prefer not to say,Employee,No Income,Uneducated,1.0,12.9189,77.5688,560051.0,Yes,Positive
130,26.0,Female,Married,Employee,10001 to 25000,Ph.D,1.0,13.0974,77.5782,560089.0,No,Positive
131,28.0,Male,Single,House wife,10001 to 25000,Graduate,5.0,13.0996,77.6131,560045.0,Yes,Positive
132,33.0,Female,Prefer not to say,Employee,25001 to 50000,Uneducated,3.0,13.0153,77.521,560026.0,Yes,Positive
133,29.0,Female,Prefer not to say,Self Employeed,Below Rs.10000,Ph.D,4.0,13.059,77.5736,560038.0,Yes,Negative
134,24.0,Female,Single,Employee,More than 50000,Ph.D,3.0,12.8747,77.5495,560016.0,No,Negative
135,32.0,Male,Married,Self Employeed,More than 50000,Uneducated,2.0,13.0995,77.7142,560012.0,Yes,Negative
136,26.0,Male,Single,Self Employeed,No Income,Uneducated,1.0,12.9562,77.571,560076.0,No,Positive
137,32.0,Male,Married,House wife,25001 to 50000,Ph.D,2.0,12.9479,77.7085,560084.0,Yes,Positive
138,32.0,Female,Prefer not to say,Student,No Income,Post Graduate,6.0,12.9568,77.7329,560029.0,No,Positive
139,22.0,Female,Single,Student,No Income,Uneducated,2.0,13.0399,77.5125,560054.0,Yes,Positive
140,32.0,Male,Prefer not to say,Employee,No Income,Ph.D,1.0,13.0368,77.6213,560057.0,No,Positive
141,21.0,Female,Single,Student,No Income,Graduate,3.0,13.0724,77.5753,560035.0,Yes,Negative
142,31.0,Female,Single,House wife,10001 to 25000,Graduate,2.0,13.0293,77.6268,560060.0,Yes,Positive
143,26.0,Male,Single,Student,No Income,School,2.0,13.0329,77.7064,560051.0,Yes,Negative
144,28.0,Female,Single,Student,25001 to 50000,Post Graduate,6.0,12.895,77.7049,560045.0,Yes,Positive
145,30.0,Female,Single,Student,10001 to 25000,Uneducated,6.0,13.0981,77.6541,560045.0,No,Positive
146,23.0,Female,Prefer not to say,House wife,25001 to 50000,Graduate,5.0,12.8868,77.5876,560058.0,Yes,Negative
147,24.0,Male,Single,Student,10001 to 25000,Graduate,3.0,13.0819,77.5773,560015.0,Yes,Positive
148,27.0,Male,Single,Employee,More than 50000,Graduate,1.0,12.9449,77.5389,560087.0,No,Positive
149,22.0,Female,Prefer not to say,House wife,No Income,Graduate,3.0,13.0614,77.6575,560048.0,Yes,Positive
150,24.0,Female,Single,Student,More than 50000,Post Graduate,4.0,12.9894,77.5976,560017.0,No,Negative
151,32.0,Female,Married,Student,No Income,Graduate,1.0,12.9929,77.597,560071.0,Yes,Positive
152,25.0,Male,Married,Employee,25001 to 50000,Post Graduate,2.0,12.9866,77.5788,560026.0,No,Negative
153,26.0,Female,Married,Employee,Below Rs.10000,Post Graduate,2.0,13.0915,77.707,560068.0,No,Positive
154,22.0,Female,Single,Employee,No Income,Graduate,1.0,12.9182,77.5528,560059.0,Yes,Negative
155,28.0,Male,Married,Employee,More than 50000,Graduate,5.0,12.9364,77.5384,560075.0,Yes,Positive
156,24.0,Male,Single,Student,10001 to 25000,Graduate,4.0,12.9287,77.6578,560076.0,No,Positive
157,31.0,Female,Single,Self Employeed,No Income,Graduate,3.0,12.9359,77.5827,560018.0,Yes,Positive
158,25.0,Male,Married,House wife,10001 to 25000,Graduate,6.0,12.9824,77.5994,560061.0,Yes,Positive
159,22.0,Male,Single,Employee,10001 to 25000,Ph.D,6.0,13.0628,77.5628,560028.0,No,Positive
160,26.0,Female,Prefer not to say,Self Employeed,25001 to 50000,Uneducated,2.0,13.0859,77.6216,560016.0,Yes,Positive
161,27.0,Male,Married,Self Employeed,10001 to 25000,School,3.0,12.8897,77.7111,560084.0,Yes,Positive
162,24.0,Female,Prefer not to say,Student,10001 to 25000,Ph.D,5.0,13.0662,77.5295,560087.0,Yes,Negative
163,25.0,Female,Single,House wife,25001 to 50000,Ph.D,2.0,12.9923,77.5775,560033.0,Yes,Positive
164,25.0,Female,Married,Student,10001 to 25000,Graduate,4.0,12.9176,77.5115,560008.0,No,Positive
165,21.0,Female,Single,Student,Below Rs.10000,Post Graduate,5.0,12.9856,77.6196,560067.0,No,Positive
166,29.0,Female,Single,Employee,25001 to 50000,Graduate,1.0,12.9786,77.5938,560086.0,Yes,Negative
167,27.0,Male,Prefer not to say,Student,25001 to 50000,Ph.D,5.0,12.9456,77.5616,560077.0,No,Positive
168,32.0,Female,Single,Student,No Income,Ph.D,5.0,12.8987,77.723,560041.0,No,Positive
169,23.0,Male,Single,Self Employeed,25001 to 50000,Graduate,2.0,12.9334,77.7352,560047.0,Yes,Negative
170,26.0,Female,Single,Student,More than 50000,Graduate,4.0,13.0469,77.5921,560014.0,Yes,Positive
171,22.0,Female,Single,Student,No Income,School,6.0,12.9461,77.5328,560024.0,Yes,Negative
172,23.0,Female,Single,Employee,25001 to 50000,Graduate,3.0,13.0386,77.716,560008.0,Yes,Positive
173,28.0,Male,Married,Student,10001 to 25000,Graduate,4.0,13.0124,77.5556,560019.0,No,Negative
174,27.0,Female,Single,Self Employeed,No Income,School,2.0,12.9962,77.586,560038.0,Yes,Positive
175,28.0,Female,Married,Student,Below Rs.10000,Uneducated,2.0,13.0623,77.5435,560002.0,No,Negative
176,28.0,Male,Single,Self Employeed,10001 to 25000,Graduate,5.0,12.9352,77.6359,560062.0,No,Positive
177,24.0,Male,Married,Self Employeed,No Income,Graduate,4.0,13.0999,77.723,560012.0,No,Positive
178,32.0,Male,Prefer not to say,Employee,No Income,Graduate,3.0,13.0368,77.6538,560082.0,No,Positive
179,24.0,Female,Prefer not to say,Employee,No Income,Ph.D,5.0,12.9539,77.5688,560036.0,Yes,Positive
180,32.0,Male,Single,Employee,25001 to 50000,Graduate,6.0,12.9653,77.5133,560006.0,Yes,Positive
181,29.0,Male,Prefer not to say,Student,No Income,Ph.D,6.0,13.0514,77.5223,560014.0,Yes,Negative
182,30.0,Male,Single,Employee,25001 to 50000,Uneducated,1.0,13.042,77.6313,560033.0,Yes,Positive
183,27.0,Female,Single,Student,10001 to 25000,Graduate,3.0,13.0416,77.6199,560019.0,No,Positive
184,32.0,Male,Single,Employee,10001 to 25000,Ph.D,6.0,12.8924,77.5616,560045.0,No,Negative
185,29.0,Female,Single,Employee,No Income,Ph.D,1.0,12.9596,77.7391,560016.0,Yes,Negative
186,27.0,Female,Married,Employee,25001 to 50000,Ph.D,5.0,13.0889,77.6676,560003.0,No,Positive
187,24.0,Female,Single,House wife,25001 to 50000,Graduate,5.0,13.0689,77.5568,560062.0,Yes,Positive
188,22.0,Male,Prefer not to say,Student,25001 to 50000,School,5.0,12.9636,77.7224,560052.0,Yes,Negative
189,30.0,Male,Prefer not to say,Employee,10001 to 25000,Graduate,6.0,13.0625,77.5841,560024.0,Yes,Positive
190,32.0,Male,Single,Self Employeed,No Income,Ph.D,2.0,12.9179,77.6461,560032.0,No,Positive
191,23.0,Female,Single,Employee,25001 to 50000,Post Graduate,3.0,12.9419,77.7334,560042.0,Yes,Positive
192,23.0,Female,Married,Self Employeed,More than 50000,Ph.D,2.0,13.0932,77.6879,560029.0,Yes,Positive
193,24.0,Male,Prefer not to say,Employee,25001 to 50000,Ph.D,3.0,13.0534,77.5748,560082.0,No,Negative
194,25.0,Male,Single,House wife,More than 50000,Post Graduate,2.0,12.9521,77.6029,560042.0,Yes,Positive
195,23.0,Female,Married,Employee,Below Rs.10000,Uneducated,5.0,13.0454,77.7413,560063.0,No,Positive
196,24.0,Male,Prefer not to say,Student,No Income,Uneducated,1.0,13.0526,77.7174,560043.0,No,Negative
197,33.0,Female,Single,Employee,No Income,Graduate,5.0,12.9793,77.5898,560062.0,Yes,Positive
198,24.0,Male,Single,House wife,10001 to 25000,Graduate,5.0,13.0139,77.5191,560006.0,No,Positive
199,22.0,Female,Single,Student,25001 to 50000,Graduate,1.0,13.054,77.6635,560005.0,Yes,Positive
200,29.0,Female,Single,Student,10001 to 25000,Ph.D,5.0,13.0662,77.5883,560073.0,No,Positive
201,25.0,Female,Married,Employee,25001 to 50000,Ph.D,6.0,12.9143,77.5944,560053.0,Yes,Positive
202,24.0,Female,Married,Self Employeed,10001 to 25000,School,5.0,12.8749,77.6462,560046.0,Yes,Negative
203,24.0,Male,Married,Student,25001 to 50000,Graduate,4.0,13.0688,77.5776,560089.0,Yes,Positive
204,29.0,Female,Married,Employee,More than 50000,Ph.D,2.0,12.9058,77.6211,560046.0,Yes,Negative
205,29.0,Female,Single,Employee,No Income,Graduate,4.0,12.9968,77.6665,560086.0,No,Positive
206,32.0,Female,Single,Student,Below Rs.10000,Graduate,1.0,12.8996,77.6679,560042.0,No,Positive
207,23.0,Male,Single,Employee,25001 to 50000,Graduate,5.0,12.9828,77.5328,560039.0,Yes,Positive
208,30.0,Male,Married,Student,No Income,Uneducated,4.0,12.9493,77.6782,560058.0,Yes,Negative
209,28.0,Male,Single,Student,25001 to 50000,Post Graduate,1.0,13.0872,77.5484,560010.0,No,Negative
210,27.0,Male,Single,Employee,10001 to 25000,Uneducated,4.0,12.9834,77.6723,560083.0,No,Positive
211,31.0,Male,Single,Employee,Below Rs.10000,Uneducated,4.0,13.0932,77.6735,560044.0,Yes,Positive
212,22.0,Male,Married,Employee,25001 to 50000,Graduate,2.0,13.0631,77.7184,560047.0,Yes,Positive
213,21.0,Female,Prefer not to say,Student,10001 to 25000,Graduate,6.0,13.0912,77.6967,560074.0,Yes,Positive
214,29.0,Female,Single,House wife,More than 50000,Graduate,4.0,12.974,77.6771,560042.0,Yes,Negative
215,32.0,Female,Single,Self Employeed,No Income,Graduate,2.0,12.9752,77.6479,560017.0,Yes,Positive
216,21.0,Female,Single,House wife,25001 to 50000,Post Graduate,1.0,13.0906,77.6189,560051.0,Yes,Positive
217,27.0,Female,Prefer not to say,Student,No Income,Graduate,4.0,12.9736,77.5491,560038.0,No,Positive
218,29.0,Male,Prefer not to say,Employee,More than 50000,Graduate,6.0,13.0972,77.6311,560025.0,Yes,Positive
219,24.0,Male,Single,Student,No Income,Graduate,1.0,13.0492,77.5724,560013.0,No,Negative
220,21.0,Male,Single,Student,No Income,Post Graduate,4.0,13.0835,77.7062,560058.0,Yes,Positive
221,28.0,Female,Married,Student,10001 to 25000,Graduate,3.0,12.9157,77.6351,560039.0,No,Positive
222,23.0,Male,Single,Student,25001 to 50000,Post Graduate,2.0,12.9678,77.7452,560035.0,No,Positive
223,27.0,Female,Single,Student,No Income,School,6.0,12.9549,77.5798,560041.0,Yes,Positive
224,22.0,Female,Single,Self Employeed,25001 to 50000,Post Graduate,6.0,12.9176,77.7374,560061.0,No,Positive
225,22.0,Male,Prefer not to say,Employee,10001 to 25000,Post Graduate,5.0,12.889,77.5439,560053.0,Yes,Positive
226,22.0,Male,Married,Employee,25001 to 50000,Post Graduate,6.0,12.9787,77.6551,560038.0,No,Negative
227,30.0,Female,Single,Employee,25001 to 50000,Ph.D,4.0,13.0495,77.7077,560056.0,No,Negative
228,21.0,Male,Married,Student,More than 50000,School,1.0,12.9499,77.7187,560023.0,No,Positive
229,30.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,13.0554,77.5524,560061.0,No,Positive
230,28.0,Male,Prefer not to say,Student,Below Rs.10000,Ph.D,1.0,13.0186,77.6263,560043.0,No,Positive
231,26.0,Female,Married,Student,25001 to 50000,Graduate,5.0,13.0436,77.7394,560036.0,No,Positive
232,29.0,Female,Prefer not to say,Employee,10001 to 25000,Graduate,6.0,13.0979,77.6748,560088.0,Yes,Positive
233,26.0,Male,Single,House wife,10001 to 25000,Graduate,4.0,13.091,77.5191,560071.0,Yes,Positive
234,31.0,Female,Married,House wife,10001 to 25000,Post Graduate,5.0,13.0773,77.697,560038.0,Yes,Positive
235,23.0,Female,Single,Self Employeed,25001 to 50000,Uneducated,5.0,13.0336,77.7224,560055.0,Yes,Positive
236,31.0,Female,Single,Employee,10001 to 25000,Post Graduate,3.0,12.9611,77.5151,560094.0,Yes,Positive
237,27.0,Female,Married,Student,More than 50000,Graduate,5.0,12.9894,77.5766,560083.0,No,Positive
238,22.0,Male,Single,Employee,Below Rs.10000,Uneducated,3.0,13.0958,77.6998,560009.0,No,Positive
239,33.0,Male,Married,Student,10001 to 25000,Graduate,4.0,13.0492,77.5364,560046.0,Yes,Positive
240,28.0,Male,Single,House wife,More than 50000,Post Graduate,4.0,12.9635,77.6854,560042.0,No,Positive
241,33.0,Female,Married,House wife,More than 50000,Uneducated,2.0,12.9636,77.6936,560029.0,No,Negative
242,24.0,Male,Single,House wife,No Income,Graduate,2.0,12.996,77.6235,560078.0,Yes,Positive
243,31.0,Male,Single,Employee,More than 50000,Post Graduate,2.0,13.028,77.653,560006.0,No,Positive
244,24.0,Male,Married,House wife,More than 50000,School,6.0,12.962,77.6516,560041.0,Yes,Positive
245,27.0,Female,Prefer not to say,Self Employeed,No Income,Graduate,6.0,12.9349,77.5277,560026.0,Yes,Positive
246,32.0,Male,Prefer not to say,Student,More than 50000,Ph.D,5.0,13.0554,77.5995,560079.0,Yes,Positive
247,23.0,Female,Prefer not to say,House wife,Below Rs.10000,Ph.D,2.0,12.8898,77.6858,560053.0,Yes,Positive
248,32.0,Female,Single,House wife,25001 to 50000,Post Graduate,2.0,13.0877,77.5521,560049.0,Yes,Positive
249,31.0,Male,Single,House wife,25001 to 50000,Uneducated,6.0,12.9277,77.5935,560087.0,Yes,Positive
250,29.0,Female,Married,Employee,More than 50000,Post Graduate,2.0,12.9956,77.6826,560047.0,No,Positive
251,25.0,Female,Single,Student,More than 50000,Post Graduate,2.0,12.9371,77.5846,560066.0,No,Negative
252,25.0,Female,Single,Student,25001 to 50000,Ph.D,5.0,12.9843,77.6648,560067.0,No,Positive
