,age,work class,count in census,education,education number,marital status,occupation,relationship,race,sex,capital gain,capital loss,hours per week,native country
80,Private,114615.0,10th,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K
81,Private,118335.0,Bachelors,10.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
82,Private,171536.0,HS-grad,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,30.0,United-States,0
83,Private,234602.0,HS-grad,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
84,Private,119290.0,Some-college,9.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
85,Private,35162.0,Bachelors,10.0,Never-married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
86,Private,255906.0,Some-college,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
87,Private,189511.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
88,Private,215709.0,HS-grad,13.0,Married-civ-spouse,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
89,Private,37586.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
90,Self-emp-not-inc,184771.0,HS-grad,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
91,Private,154290.0,10th,10.0,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,1
92,Private,336623.0,HS-grad,10.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
93,Private,39680.0,Some-college,9.0,Divorced,Machine-op-inspct,Husband,White,Female,0.0,0.0,20.0,United-States,<=50K
94,Private,38093.0,Bachelors,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
95,Private,106302.0,HS-grad,12.0,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
96,Private,153695.0,10th,9.0,Divorced,Prof-specialty,Husband,White,Female,0.0,0.0,50.0,United-States,<=50K
97,Private,128342.0,Some-college,13.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,31.0,United-States,<=50K
98,Private,188861.0,HS-grad,12.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50k
99,Private,107503.0,HS-grad,13.0,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
100,Private,174651.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>5000
101,Private,35038.0,HS-grad,10.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,35.0,United-States,<=50K
102,Private,120658.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
103,Private,254335.0,Some-college,13.0,Never-married,Sales,Husband,White,Female,0.0,0.0,35.0,United-States,<=50K
104,Private,244439.0,Bachelors,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>500
105,Private,39089.0,HS-grad,9.0,Married-civ-spouse,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
106,Private,239001.0,Some-college,10.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
107,Private,156194.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,30.0,United-States,>500
108,Private,200874.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
109,Self-emp-not-inc,23756.0,11th,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50k
110,Private,183853.0,Some-college,13.0,Divorced,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
111,Private,163309.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
112,Private,343944.0,Some-college,12.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
113,Private,110490.0,HS-grad,10.0,Divorced,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K
114,Private,176738.0,HS-grad,10.0,Never-married,Adm-clerical,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K
115,Private,28043.0,HS-grad,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,>50K
116,Private,170775.0,11th,13.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
117,Private,158049.0,HS-grad,10.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,>500
118,Self-emp-not-inc,205751.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
119,Self-emp-inc,195321.0,HS-grad,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>500
120,Private,184080.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
121,Private,185934.0,HS-grad,9.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
122,Private,183906.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
123,Private,359978.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,18004.0,0.0,40.0,United-States,<=50K
124,Private,123438.0,10th,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>500
125,Private,40390.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
126,Private,153339.0,HS-grad,13.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,50.0,United-States,<=50k
127,Private,228754.0,HS-grad,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
128,Private,208084.0,HS-grad,10.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
129,Private,197346.0,HS-grad,10.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
130,Private,115001.0,Some-college,13.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
131,Private,255932.0,HS-grad,10.0,Married-civ-spouse,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
132,Private,155984.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
133,Self-emp-not-inc,113040.0,Some-college,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.0,0.0,50.0,United-States,<=50K
134,Private,177315.0,10th,13.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,>50k
135,Private,144705.0,HS-grad,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
136,Private,32448.0,Some-college,13.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
137,Self-emp-not-inc,174769.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
138,Private,143042.0,11th,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
139,Self-emp-inc,202475.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
140,Private,186594.0,Some-college,13.0,Married-civ-spouse,Transport-moving,Wife,White,Male,0.0,0.0,40.0,United-States,<=50K
141,Private,220493.0,12th,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
142,Private,390752.0,HS-grad,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
143,Private,290538.0,HS-grad,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
144,Private,105880.0,HS-grad,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
145,Private,371395.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,30.0,United-States,>50K
146,Private,175962.0,HS-grad,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50000
147,Private,220831.0,HS-grad,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
148,Private,116444.0,Bachelors,13.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
149,Private,173691.0,HS-grad,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,24.0,United-States,<=50K
150,Private,299446.0,HS-grad,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
151,Private,135075.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
152,Private,1149250.0,Some-college,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
153,Private,150505.0,Some-college,13.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,35.0,United-States,<=50K
154,Private,177512.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
155,Private,207368.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
156,Private,238161.0,Some-college,9.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
157,Private,119909.0,HS-grad,10.0,Married-civ-spouse,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
158,Private,134158.0,Bachelors,10.0,Married-civ-spouse,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
159,Private,177555.0,HS-grad,9.0,Never-married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
160,Private,157303.0,HS-grad,13.0,Married-civ-spouse,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,>50K
161,Private,235210.0,HS-grad,10.0,Divorced,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
162,Private,295444.0,HS-grad,10.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,44.0,United-States,>5000
163,Private,24496.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Canada
164,Private,177919.0,HS-grad,9.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
165,Private,105990.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
166,Private,1050030.0,HS-grad,10.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
167,Self-emp-not-inc,188008.0,HS-grad,10.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
168,Private,188487.0,HS-grad,9.0,Never-married,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
169,Private,17110.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Canada
170,Private,134933.0,HS-grad,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
171,Private,30134.0,HS-grad,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
172,Private,109503.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
173,Private,106832.0,HS-grad,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,Canada
174,Private,140378.0,10th,10.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
175,Private,214889.0,HS-grad,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,England
176,Private,220987.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
177,Private,169001.0,HS-grad,11.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>5000
178,Private,170993.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
179,Private,195903.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
180,Private,114941.0,11th,13.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
181,Private,207666.0,11th,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
182,Private,116394.0,Bachelors,9.0,Married-civ-spouse,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
183,Private,36486.0,HS-grad,12.0,Never-married,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
184,Private,100310.0,11th,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
185,Private,199699.0,Some-college,13.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
186,Private,148216.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
187,Self-emp-not-inc,169560.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
188,Self-emp-not-inc,239898.0,11th,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
189,Private,237481.0,Bachelors,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,>50K
190,Private,186368.0,HS-grad,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
191,Private,258318.0,Some-college,9.0,Married-civ-spouse,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
192,Private,231559.0,HS-grad,10.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
193,Private,173591.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
194,Private,231851.0,Some-college,11.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
195,Self-emp-not-inc,25504.0,HS-grad,13.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,>500
196,Private,245505.0,9th,13.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Canada
197,Private,128842.0,HS-grad,12.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Canada
198,Private,107655.0,HS-grad,13.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50000
199,Private,291033.0,HS-grad,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,Canada
200,Private,126169.0,HS-grad,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Canada
201,Private,189053.0,Some-college,10.0,Divorced,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
202,Private,171999.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,Canada
203,Private,109802.0,Bachelors,13.0,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,>50K
204,Private,178910.0,Bachelors,9.0,Never-married,?,Husband,White,Male,0.0,0.0,40.0,United-States,England
205,Private,371600.0,Bachelors,10.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
206,Private,279763.0,Bachelors,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
207,Private,270492.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
208,Private,117442.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
209,Private,32863.0,HS-grad,10.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
210,Private,115521.0,10th,11.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Race-white
211,Private,40951.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
