,age,work class,count in census,education,education number,marital status,occupation,relationship,race,sex,capital gain,capital loss,hours per week,native country
16,Private,211981.0,Bachelors,10.0,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,Other
17,Private,248542.0,HS-grad,13.0,Never-married,Sales,Husband,White,Female,0.0,0.0,35.0,United-States,Honduras
18,Private,245665.0,Assoc-acdm,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19,Private,369043.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,27.0,United-States,Honduras
20,Self-emp-not-inc,106564.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Haiti
21,Self-emp-not-inc,103524.0,HS-grad,10.0,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1
22,Private,427063.0,Some-college,10.0,Never-married,Adm-clerical,Husband,White,Female,0.0,0.0,30.0,United-States,<=50K
23,Private,20658.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
24,Private,119616.0,9th,11.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,Haiti
25,Private,136903.0,HS-grad,13.0,Never-married,?,Husband,White,Male,0.0,0.0,38.0,United-States,Haiti
26,Private,110055.0,Some-college,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,30.0,United-States,Honduras
27,Private,140912.0,HS-grad,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
28,Private,204913.0,HS-grad,11.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Honduras
29,Private,174091.0,HS-grad,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
30,Private,102132.0,10th,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,Honduras
31,Self-emp-not-inc,106231.0,Bachelors,11.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,Female
32,Private,207850.0,Some-college,13.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,Female
33,Private,324703.0,HS-grad,12.0,Never-married,Adm-clerical,Husband,White,Female,0.0,0.0,30.0,United-States,1
34,Private,301146.0,Bachelors,13.0,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,Female
35,Private,331748.0,Some-college,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
36,Private,118012.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,Female
37,Private,234090.0,Assoc-acdm,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,Female
38,Private,140570.0,Bachelors,13.0,Divorced,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,10
39,Private,191980.0,HS-grad,13.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,Female
40,Private,293106.0,HS-grad,13.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Female
41,Private,109096.0,Some-college,12.0,Never-married,Exec-managerial,Husband,White,Female,0.0,0.0,40.0,United-States,Female
42,Private,108860.0,HS-grad,10.0,Married-civ-spouse,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Female
43,Private,140241.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Female
44,Private,195599.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,3564.0,0.0,30.0,United-States,Female
45,Private,150490.0,HS-grad,10.0,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,Female
46,Private,292782.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,1
47,Local,116184.0,HS-grad,10.0,Divorced,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,England
48,Private,195946.0,Some-college,10.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
49,Self-emp-not-inc,209142.0,HS-grad,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,>5000
50,Private,120286.0,Assoc-acdm,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=500000
51,Self-emp-not-inc,140253.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
52,Private,113510.0,HS-grad,13.0,Divorced,?other-vise,Not-in-family,White,Female,0.0,0.0,32.0,United-States,>50K
53,Private,109396.0,Some-college,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
54,Private,126280.0,Some-college,10.0,Married-civ-spouse,Handlers,Own-child,White,Female,0.0,0.0,40.0,United-States,Canada
55,Private,181921.0,11th,13.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
56,Private,169416.0,HS-grad,11.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
57,Private,347166.0,10th,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
58,Private,321070.0,HS-grad,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
59,Private,117882.0,HS-grad,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
60,Private,148345.0,HS-grad,13.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=500000
61,Private,251005.0,HS-grad,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Female,0.0,0.0,40.0,United-States,<=5000
62,Private,197761.0,HS-grad,10.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
63,Private,186599.0,Bachelors,9.0,Never-married,Sales,Husband,White,Female,0.0,0.0,50.0,United-States,>50K
64,Private,160000.0,Some-college,13.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
65,Self-emp-not-inc,195289.0,11th,9.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,40.0,United-States,Scotland
66,Private,153905.0,11th,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Unmarried
67,Private,164685.0,HS-grad,13.0,Never-married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
68,Private,100059.0,Bachelors,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
69,Private,111221.0,11th,13.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Unmarried
70,Private,283177.0,HS-grad,13.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
71,Self-emp-not-inc,103791.0,HS-grad,13.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Canada
72,Private,184746.0,HS-grad,13.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K
73,Private,105064.0,HS-grad,10.0,Married-civ-spouse,?,Unmarried,White,Male,0.0,0.0,40.0,United-States,>50K
74,Private,231019.0,Some-college,13.0,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
75,Private,205422.0,Some-college,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Other
76,Private,129644.0,HS-grad,10.0,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
77,Private,181336.0,Bachelors,10.0,Never-married,Adm-clerical,Husband,White,Male,10001.0,0.0,40.0,United-States,<=50K
78,Private,104302.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20.0,United-States,37456
79,Private,179009.0,Bachelors,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=500000
80,Private,104081.0,HS-grad,13.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,>50K
81,Private,304062.0,Assoc-voc,9.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=500000
82,Private,336548.0,Bachelors,13.0,Married-civ-spouse,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
83,Private,197819.0,HS-grad,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50000
84,Private,119489.0,11th,10.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,>50000
85,Private,108469.0,HS-grad,13.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
86,Private,24965.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,29.0,United-States,England
87,Self-emp-not-inc,20299.0,HS-grad,11.0,Married-civ-spouse,?,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
88,Private,111009.0,HS-grad,12.0,Never-married,?,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
89,Private,196097.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
90,Private,169840.0,10th,9.0,Never-married,Craft-repair,Not-in-family,White,Male,3260.0,0.0,40.0,United-States,>50K
91,Self-emp-not-inc,105161.0,HS-grad,11.0,Married-civ-spouse,?,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
92,Private,251735.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,South
93,Self-emp-inc,32661.0,HS-grad,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,England
94,Private,300334.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,>5000
95,Private,255086.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,England
96,Private,106716.0,10th,13.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,39.0,United-States,<=50K
97,Private,185815.0,HS-grad,13.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
98,Private,239580.0,HS-grad,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0.0,0.0,40.0,United-States,<=50000
99,Private,213603.0,HS-grad,10.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
100,State-gov,355489.0,HS-grad,12.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,50.0,United-States,<=500000
101,Private,293496.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,England
102,Private,335916.0,HS-grad,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Canada
103,Private,148024.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
104,Private,163168.0,10th,13.0,Married-civ-spouse,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
105,Private,233252.0,HS-grad,13.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
106,Private,110210.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Canada
107,Private,270819.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
108,Self-emp-inc,389506.0,Some-college,9.0,Married-civ-spouse,?,Husband,White,Female,0.0,0.0,40.0,United-States,England
109,Private,132689.0,11th,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
110,Private,259903.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,Canada
111,Private,220069.0,Assoc-voc,10.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
112,Private,349908.0,HS-grad,10.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
113,Private,151000.0,11th,10.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,England
114,Private,193466.0,HS-grad,10.0,Divorced,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>5000
115,Private,390380.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Canada
116,Private,145559.0,Bachelors,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
117,Private,230893.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
118,Private,100650.0,10th,10.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
119,Private,139430.0,Bachelors,13.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
120,Private,309348.0,Some-college,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=5000
121,Private,403261.0,Bachelors,11.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
122,Private,160582.0,HS-grad,10.0,Never-married,Exec-managerial,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
123,Private,251344.0,Some-college,10.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
124,Private,41542.0,Some-college,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,South
125,Private,35513.0,Some-college,11.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,20.0,United-States,<=500
126,Private,277539.0,HS-grad,9.0,Married-civ-spouse,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
127,Private,189059.0,9th,13.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
128,Private,109332.0,Some-college,10.0,Married-civ-spouse,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50k
129,Private,215615.0,HS-grad,11.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
130,Private,105104.0,HS-grad,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>10
131,Private,180905.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
132,Private,330418.0,Some-college,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,>50K
133,Private,110015.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
134,Private,391014.0,HS-grad,9.0,Never-married,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
135,Private,254836.0,HS-grad,13.0,Married-civ-spouse,?,Own-child,White,Male,0.0,0.0,30.0,United-States,>5000
136,Private,301352.0,Some-college,13.0,Married-civ-spouse,Sales,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K
137,Private,35700.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
138,Private,193893.0,Some-college,10.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,>5000
139,Private,197585.0,HS-grad,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3582.0,0.0,30.0,United-States,<=50K
140,Private,150514.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50000
141,Private,201404.0,Some-college,13.0,Married-civ-spouse,Sales,Husband-wife,White,Male,0.0,0.0,36.0,United-States,>50000
142,Private,237065.0,Some-college,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,>50K
143,Private,159685.0,HS-grad,11.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
144,Private,235961.0,HS-grad,12.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,37.0,United-States,<=500000
145,Private,116151.0,Some-college,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=500000
146,Private,101055.0,Bachelors,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,Canada
147,Private,102605.0,Some-college,12.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Canada
148,Private,228380.0,11th,13.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
149,Private,213457.0,HS-grad,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,20.0,United-States,<=500000
150,Private,114868.0,HS-grad,10.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
151,Self-emp-inc,151538.0,HS-grad,10.0,Never-married,Machine-op-inspct,Husband,White,Female,0.0,0.0,40.0,United-States,Canada
152,Private,170764.0,HS-grad,13.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,40.0,United-States,England
153,Private,319381.0,Bachelors,13.0,Never-married,?,Unmarried,White,Male,0.0,0.0,40.0,United-States,Canada
154,Private,279550.0,Some-college,9.0,Married-civ-spouse,C-white,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
155,Private,215356.0,HS-grad,12.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
156,Self-emp-not-inc,289060.0,HS-grad,13.0,Married-civ-spouse,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
157,Private,105623.0,HS-grad,12.0,Never-married,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
158,Private,100000.0,Some-college,9.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,England
159,Private,167105.0,HS-grad,13.0,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
160,Private,209831.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
161,Private,105039.0,HS-grad,13.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,>50K
162,Private,127352.0,Bachelors,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>500
163,Private,147649.0,Some-college,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
164,Private,240440.0,HS-grad,10.0,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,>500
165,Private,195481.0,Assoc-acdm,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
166,Private,147322.0,Bachelors,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
167,Private,275836.0,HS-grad,10.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
168,Private,299460.0,10th,10.0,Divorced,?,Husband,White,Male,0.0,0.0,30.0,United-States,>500
169,Private,339066.0,HS-grad,10.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,30.0,United-States,>50K
170,Private,128340.0,10th,12.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,>5000
171,Self-emp-not-inc,193384.0,HS-grad,9.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>500
172,Private,236017.0,HS-grad,9.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
173,Self-emp-not-inc,191192.0,Some-college,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>500
174,Private,296469.0,Some-college,9.0,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,>10000
175,Private,285961.0,Some-college,13.0,Never-married,Craft-repair,Husband-wife,White,Male,0.0,0.0,40.0,United-States,Canada
176,Private,197349.0,HS-grad,13.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
177,Self-emp-not-inc,350631.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,50.0,United-States,Canada
178,Private,173638.0,Bachelors,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
179,Private,193020.0,Bachelors,10.0,Married-civ-spouse,?,Husband,White,Female,0.0,0.0,40.0,United-States,>50K
180,Private,100020.0,HS-grad,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,30.0,United-States,Canada
181,Private,171548.0,Some-college,13.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,20.0,United-States,Canada
182,Private,100990.0,HS-grad,13.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,England
183,Private,168788.0,HS-grad,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>5000
184,Private,175932.0,Assoc-acdm,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=5000000
185,Private,168995.0,Bachelors,9.0,Married-civ-spouse,Tech-support,Husband,White,Female,0.0,0.0,40.0,United-States,Canada
186,Private,150998.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Canada
187,Private,360975.0,10th,13.0,Divorced,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=500000
188,Private,286800.0,HS-grad,13.0,Divorced,Adm-clerical,Husband,White,Female,0.0,0.0,40.0,United-States,Canada
189,Private,297652.0,Some-college,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
190,Private,160502.0,11th,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0.0,0.0,40.0,United-States,<=500000
191,Self-emp-not-inc,104749.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
192,Private,140006.0,HS-grad,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50000
193,Private,194034.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
194,Private,359908.0,Some-college,13.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,38.0,United-States,<=500000
195,Private,33996.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
196,Private,255884.0,HS-grad,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
197,Private,196335.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
198,?,238410.0,HS-grad,13.0,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50000
199,Private,114458.0,HS-grad,13.0,Never-married,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
200,Private,216095.0,Some-college,10.0,Married-civ-spouse,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
201,Private,114081.0,Some-college,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50000
202,Private,365963.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,>50K
203,Private,145224.0,HS-grad,10.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50000
204,Private,119192.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,>50000
205,Private,227400.0,HS-grad,10.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
206,Private,107661.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Capital loss
207,Self-emp-inc,101340.0,HS-grad,13.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Canada
208,Private,277021.0,HS-grad,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=500
209,Private,38156.0,HS-grad,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,Canada
210,Private,200174.0,HS-grad,10.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=500
211,Private,250902.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Yes
212,Private,315541.0,Bachelors,11.0,Never-married,Other-service,Husband,White,Female,0.0,0.0,40.0,United-States,Canada
213,Private,210180.0,10th,9.0,Never-married,?,Husband,White,Female,0.0,0.0,40.0,United-States,>50000
