age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
16,16,0,0,?,12th,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
42,36,0,0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
16,36,0,0,Private,Some-college,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States,<=50K
22,6,0,0,?,HS-grad,Never-married,,Own-child,White,Female,United-States,<=50K
52,36,0,0,Private,Some-college,Divorced,Adm-clerical,Wife,White,Male,United-States,>50K
22,36,0,0,?,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States,<=50K
62,26,0,0,Self-emp-inc,Prof-school,Married-civ-spouse,Protective-serv,Own-child,White,Female,United-States,<=50K
32,36,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States,<=50K
72,36,0,0,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States,>50K
62,36,2500,0,Private,Masters,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,<=50K
72,92,0,1250,Private,Prof-school,Separated,Prof-specialty,Own-child,White,Male,United-States,>50K
32,16,0,0,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
32,56,0,0,Private,Some-college,Never-married,Farming-fishing,Husband,White,Female,United-States,<=50K
32,46,0,0,Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
32,36,0,0,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,El-Salvador,<=50K
32,36,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,<=50K
42,36,0,0,Local-gov,HS-grad,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Male,?,<=50K
22,36,0,0,Private,Assoc-acdm,Never-married,?,Not-in-family,White,Male,United-States,<=50K
22,26,0,0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
62,16,0,0,Private,HS-grad,Divorced,Adm-clerical,Own-child,Black,Male,United-States,<=50K
62,86,0,0,Without-pay,12th,Married-civ-spouse,Machine-op-inspct,,Amer-Indian-Eskimo,Male,?,>50K
22,36,0,0,Private,12th,Married-spouse-absent,Adm-clerical,Other-relative,Black,Female,France,<=50K
42,46,0,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,France,>50K
32,46,0,0,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Husband,White,Female,United-States,>50K
42,36,0,0,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
32,56,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
72,36,0,1750,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Not-in-family,White,Female,United-States,<=50K
22,36,0,0,,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42,36,0,0,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
32,16,0,0,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,<=50K
42,36,0,0,State-gov,Bachelors,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
52,56,7500,0,Self-emp-inc,Some-college,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
72,36,0,0,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States,>50K
52,36,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
52,36,0,0,?,Bachelors,Married-civ-spouse,Sales,Unmarried,White,Female,United-States,<=50K
62,36,2500,0,Self-emp-inc,Bachelors,Married-civ-spouse,?,Not-in-family,White,Male,United-States,>50K
52,36,0,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
62,36,0,1750,?,5th-6th,Married-civ-spouse,Exec-managerial,Own-child,White,Female,United-States,<=50K
52,36,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
32,36,0,0,Local-gov,Some-college,Never-married,Exec-managerial,Husband,White,Male,El-Salvador,<=50K
62,46,0,0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,United-States,>50K
72,16,0,250,,11th,Never-married,,Own-child,Amer-Indian-Eskimo,Female,France,<=50K
16,76,17500,1250,Self-emp-inc,12th,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,France,<=50K
62,16,0,0,Federal-gov,12th,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,France,<=50K
32,36,0,0,Private,Prof-school,Divorced,Adm-clerical,Husband,Black,Male,El-Salvador,<=50K
42,46,0,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,United-States,>50K
32,46,0,0,?,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
62,36,0,1750,?,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,36,0,0,Private,12th,Married-civ-spouse,Other-service,Unmarried,Black,Female,France,<=50K
22,36,0,0,Private,HS-grad,Married-civ-spouse,Tech-support,Unmarried,White,Female,United-States,<=50K
72,36,0,1750,State-gov,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
42,26,0,0,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Female,United-States,<=50K
42,46,0,0,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,El-Salvador,<=50K
22,36,0,0,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
22,36,0,0,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
32,46,0,0,Local-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
16,76,17500,1250,Self-emp-inc,12th,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,France,<=50K
22,36,0,0,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
42,46,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
52,36,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Male,United-States,<=50K
32,46,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Own-child,White,Female,United-States,<=50K
22,36,0,0,Private,Some-college,Never-married,Sales,Unmarried,White,Male,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,France,<=50K
32,46,0,0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Female,United-States,<=50K
42,36,0,0,Private,Assoc-voc,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
52,36,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42,46,0,0,Self-emp-inc,Bachelors,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
16,36,0,1750,Private,Some-college,Separated,Transport-moving,Not-in-family,White,Male,United-States,<=50K
32,46,0,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States,>50K
52,26,0,0,Self-emp-not-inc,12th,Married-civ-spouse,Tech-support,Not-in-family,White,Female,United-States,<=50K
62,36,0,0,Private,9th,Separated,Craft-repair,Husband,White,Male,United-States,>50K
72,56,7500,1250,Federal-gov,12th,Separated,Craft-repair,,Amer-Indian-Eskimo,Male,?,>50K
32,36,0,0,Private,Some-college,Divorced,Adm-clerical,Husband,Other,Male,France,<=50K
32,36,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States,<=50K
32,36,0,0,Private,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,France,<=50K
32,46,0,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
42,46,0,0,Private,12th,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,El-Salvador,<=50K
22,46,0,0,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,United-States,<=50K
62,36,0,0,Private,HS-grad,Separated,Handlers-cleaners,Husband,White,Male,United-States,<=50K
32,56,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States,<=50K
42,36,7500,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
32,46,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
42,36,0,0,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
62,36,0,0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Tech-support,Own-child,White,Female,United-States,<=50K
42,56,0,0,Private,Assoc-acdm,Married-civ-spouse,Other-service,Own-child,White,Female,United-States,<=50K
22,16,0,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
32,46,0,0,Private,Some-college,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
52,36,2500,0,Self-emp-inc,12th,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,United-States,<=50K
22,56,0,0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
62,36,0,0,Private,HS-grad,Divorced,Adm-clerical,Wife,White,Male,United-States,<=50K
62,36,0,0,?,Some-college,Married-civ-spouse,,Own-child,White,Female,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
42,46,17500,0,?,Prof-school,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
42,56,0,0,Self-emp-inc,Bachelors,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
32,36,0,0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
32,56,0,0,State-gov,Some-college,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
42,36,0,0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Male,United-States,<=50K
62,36,0,1750,Self-emp-inc,Assoc-voc,Separated,Protective-serv,Not-in-family,White,Male,United-States,<=50K
62,36,0,0,Private,Masters,Divorced,Prof-specialty,Husband,White,Male,United-States,<=50K
42,46,0,0,Self-emp-inc,Masters,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
42,36,0,0,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
22,26,0,0,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,United-States,<=50K
22,26,0,0,Private,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,France,<=50K
22,36,0,0,,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,France,<=50K
22,26,0,0,,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
16,36,0,0,Local-gov,Assoc-acdm,Never-married,Transport-moving,Husband,White,Female,United-States,<=50K
22,56,0,0,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,France,<=50K
42,92,2500,0,Federal-gov,12th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,>50K
72,36,0,0,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,France,>50K
52,26,0,0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
32,46,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
72,6,0,0,Never-worked,12th,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,France,<=50K
22,36,2500,0,Local-gov,Bachelors,Widowed,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
22,36,0,0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
62,36,0,0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
22,36,0,0,Private,Some-college,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
62,36,0,1750,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Not-in-family,White,Female,United-States,<=50K
52,46,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
42,46,0,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
22,36,0,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
22,36,0,0,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
32,36,0,0,?,12th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
22,36,0,0,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,<=50K
62,6,0,0,Self-emp-inc,Prof-school,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
16,16,2500,1250,Never-worked,12th,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,France,<=50K
22,26,0,0,?,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
62,36,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,France,>50K
22,36,0,0,Private,HS-grad,Never-married,Sales,Husband,Black,Male,El-Salvador,<=50K
82,36,0,1250,Private,Some-college,Separated,Adm-clerical,Own-child,Other,Male,France,<=50K
22,36,0,0,?,Assoc-voc,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
32,36,0,0,Private,Prof-school,Divorced,Adm-clerical,Husband,Black,Male,El-Salvador,<=50K
42,36,0,0,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,United-States,<=50K
22,26,0,0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
32,36,0,0,Private,Bachelors,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,El-Salvador,<=50K
22,36,2500,0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,<=50K
72,36,0,0,Private,HS-grad,Widowed,,Not-in-family,White,Female,United-States,<=50K
82,92,32500,1250,Private,Prof-school,Separated,,Own-child,White,Male,France,<=50K
72,36,7500,0,Self-emp-not-inc,Prof-school,Married-civ-spouse,,Own-child,White,Female,United-States,<=50K
52,56,0,0,Self-emp-not-inc,12th,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
42,36,0,0,State-gov,HS-grad,Divorced,Craft-repair,Husband,White,Male,France,<=50K
62,36,0,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Male,United-States,<=50K
42,56,0,0,Local-gov,Masters,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,France,<=50K
52,36,0,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
32,16,0,0,Private,Bachelors,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,<=50K
52,36,0,0,Private,Some-college,Married-civ-spouse,?,Own-child,White,Male,United-States,<=50K
32,16,0,0,Private,Some-college,Never-married,Other-service,Wife,Black,Female,France,<=50K
22,36,0,0,Federal-gov,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
62,86,7500,1250,Never-worked,Prof-school,Separated,Tech-support,,Amer-Indian-Eskimo,Male,?,>50K
42,36,0,0,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,United-States,<=50K
62,36,0,0,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
62,36,0,0,,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,<=50K
22,36,0,0,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,France,<=50K
72,36,0,0,?,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States,<=50K
32,56,0,0,Self-emp-not-inc,Prof-school,Never-married,Protective-serv,Not-in-family,White,Female,United-States,<=50K
22,36,0,0,Private,HS-grad,Married-civ-spouse,Tech-support,Own-child,White,Female,United-States,<=50K
32,56,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,<=50K
62,36,2500,0,Private,HS-grad,Married-civ-spouse,?,Not-in-family,White,Male,United-States,>50K
22,36,0,0,Private,HS-grad,Never-married,Other-service,Husband,Black,Male,El-Salvador,<=50K
22,16,0,0,State-gov,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,United-States,<=50K
32,56,0,0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
72,36,0,0,Federal-gov,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,United-States,>50K
72,36,0,0,Local-gov,10th,Divorced,Transport-moving,Husband,White,Male,France,>50K
52,26,0,0,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
52,36,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
32,36,0,0,Private,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,>50K
72,36,0,250,Private,10th,Separated,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
22,36,0,0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
52,36,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
22,36,0,0,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
32,56,0,0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
42,46,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,<=50K
22,36,0,0,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Male,United-States,<=50K
32,56,0,0,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
42,36,0,0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Male,United-States,<=50K
32,26,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,<=50K
32,16,0,0,Private,Bachelors,Never-married,Sales,Wife,White,Female,?,<=50K
82,92,2500,1250,Without-pay,12th,Separated,Tech-support,Own-child,Other,Female,France,>50K
32,56,0,0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
62,76,0,1250,Never-worked,12th,Widowed,Other-service,,Amer-Indian-Eskimo,Female,?,>50K
22,26,0,0,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States,<=50K
16,36,0,0,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
32,36,0,0,Private,HS-grad,Divorced,Protective-serv,Husband,Black,Male,El-Salvador,<=50K
42,46,0,0,Private,Prof-school,Divorced,Prof-specialty,Husband,White,Female,El-Salvador,<=50K
72,36,0,1750,?,5th-6th,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,36,0,0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,El-Salvador,<=50K
62,26,0,0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Male,United-States,>50K
16,36,0,1750,Private,11th,Separated,Adm-clerical,Own-child,White,Male,United-States,>50K
62,36,0,0,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
62,36,0,0,Private,Bachelors,Married-spouse-absent,Adm-clerical,Own-child,White,Female,United-States,<=50K
52,46,0,0,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,>50K
42,36,0,0,Private,Some-college,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,United-States,>50K
32,46,0,0,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Female,United-States,<=50K
32,36,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
32,56,0,0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
42,46,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States,>50K
42,16,0,0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
32,36,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,<=50K
32,56,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,El-Salvador,<=50K
16,6,0,0,,Prof-school,Separated,?,Own-child,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
42,46,0,0,Private,Bachelors,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,France,>50K
22,46,0,0,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
52,36,0,0,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
42,56,0,0,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,United-States,<=50K
32,36,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
42,46,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,<=50K
42,46,0,0,Private,HS-grad,Divorced,Sales,Husband,White,Female,United-States,>50K
32,36,0,0,Private,Bachelors,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,El-Salvador,<=50K
32,36,0,0,Private,12th,Never-married,Sales,Other-relative,Black,Female,France,<=50K
32,36,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,United-States,<=50K
22,76,0,0,,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
52,36,0,0,Private,Some-college,Never-married,Prof-specialty,Husband,White,Female,El-Salvador,<=50K
32,46,0,0,Private,HS-grad,Never-married,Transport-moving,Husband,Black,Male,El-Salvador,<=50K
42,76,2500,0,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
22,16,0,0,?,Some-college,Separated,Protective-serv,Own-child,White,Male,United-States,<=50K
22,26,0,0,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
62,36,0,0,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,United-States,>50K
52,36,0,0,Private,9th,Divorced,Craft-repair,Own-child,White,Male,United-States,<=50K
42,46,0,0,Private,12th,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,France,<=50K
62,36,0,0,Private,HS-grad,Divorced,Machine-op-inspct,Wife,White,Male,United-States,<=50K
52,36,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
22,26,0,0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
42,56,0,0,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,36,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
22,36,0,0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
42,46,0,0,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
32,36,0,0,Private,12th,Never-married,Sales,Other-relative,Black,Female,France,<=50K
62,36,0,0,Private,7th-8th,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States,<=50K
62,36,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
32,56,0,0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
22,36,0,0,,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42,46,0,0,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Male,El-Salvador,<=50K
62,36,0,0,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
22,36,0,0,Private,Bachelors,Never-married,Transport-moving,Husband,White,Female,El-Salvador,<=50K
52,46,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
