longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.51,37.75,48.0,2637.0,638.0,1646.0,600.0,3.2385,250000.0,NEAR OCEAN
-118.2,33.94,36.0,1496.0,365.0,1499.0,326.0,3.185,153400.0,<1H OCEAN
-122.01,37.28,20.0,4998.0,723.0,1801.0,598.0,6.8068,354400.0,<1H OCEAN
-121.97,38.28,18.0,1629.0,280.0,840.0,288.0,5.0962,159300.0,INLAND
-120.59,35.1,15.0,5775.0,941.0,3116.0,900.0,3.5221,180000.0,<1H OCEAN
-118.21,33.91,37.0,2059.0,579.0,2085.0,510.0,2.0907,117200.0,<1H OCEAN
-118.41,34.14,52.0,1555.0,308.0,512.0,275.0,6.6182,439300.0,<1H OCEAN
-121.94,37.31,31.0,3854.0,1068.0,2614.0,998.0,3.6345,257400.0,<1H OCEAN
-117.05,33.03,19.0,2039.0,313.0,683.0,310.0,8.2957,390100.0,<1H OCEAN
-118.4,33.88,40.0,525.0,139.0,232.0,97.0,9.5625,500001.0,<1H OCEAN
-117.6,33.64,19.0,3676.0,600.0,1764.0,583.0,6.1062,254800.0,<1H OCEAN
-117.28,34.15,32.0,3244.0,666.0,1296.0,616.0,3.0406,99400.0,INLAND
-117.17,32.82,31.0,2416.0,476.0,1245.0,467.0,4.2057,177500.0,NEAR OCEAN
-116.9,32.75,6.0,3810.0,574.0,1881.0,572.0,5.6097,240500.0,<1H OCEAN
-118.33,33.97,29.0,3360.0,831.0,2225.0,782.0,2.5164,147400.0,<1H OCEAN
-122.43,37.71,42.0,1646.0,314.0,930.0,335.0,5.0372,289900.0,NEAR OCEAN
-117.03,32.71,13.0,2396.0,599.0,1623.0,535.0,2.2875,100000.0,NEAR OCEAN
-119.78,36.83,17.0,313.0,45.0,187.0,84.0,2.775,71300.0,INLAND
-118.51,34.16,34.0,2689.0,424.0,1190.0,398.0,5.5593,323900.0,<1H OCEAN
-117.14,32.7,43.0,61.0,16.0,51.0,25.0,8.1257,410000.0,NEAR OCEAN
-118.18,34.09,42.0,3068.0,629.0,2537.0,641.0,2.8875,144500.0,<1H OCEAN
-118.27,34.08,48.0,692.0,190.0,810.0,197.0,3.0156,201200.0,<1H OCEAN
-122.09,37.63,35.0,2765.0,658.0,2034.0,591.0,2.625,155200.0,NEAR BAY
-118.82,34.2,26.0,2339.0,399.0,1171.0,399.0,4.5703,232400.0,<1H OCEAN
-117.13,34.07,28.0,1835.0,293.0,755.0,290.0,4.4821,140700.0,INLAND
-122.41,37.68,46.0,926.0,200.0,494.0,235.0,3.25,275000.0,NEAR OCEAN
-118.46,37.33,13.0,3900.0,831.0,1881.0,793.0,2.35,108400.0,INLAND
-118.22,33.81,27.0,5207.0,1605.0,4765.0,1589.0,2.4347,177900.0,NEAR OCEAN
-122.19,37.78,33.0,1185.0,271.0,948.0,269.0,1.2946,92400.0,NEAR BAY
-118.26,33.8,26.0,3078.0,629.0,2117.0,632.0,2.3507,134600.0,<1H OCEAN
-121.22,38.71,12.0,4217.0,951.0,2275.0,853.0,2.7083,120400.0,INLAND
-122.21,37.78,52.0,785.0,212.0,537.0,190.0,2.4866,75000.0,NEAR BAY
-116.94,32.72,17.0,5289.0,949.0,2714.0,863.0,4.1426,135100.0,<1H OCEAN
-117.25,33.0,21.0,1422.0,267.0,680.0,262.0,4.4375,345800.0,NEAR OCEAN
-122.01,37.65,5.0,5465.0,1213.0,2814.0,1001.0,2.625,174300.0,NEAR BAY
-119.31,37.39,16.0,3731.0,881.0,1771.0,774.0,2.2345,97500.0,INLAND
-117.09,32.65,25.0,1914.0,378.0,1090.0,358.0,2.1923,112300.0,NEAR OCEAN
-117.14,32.8,26.0,2588.0,537.0,1277.0,474.0,3.588,82400.0,NEAR OCEAN
-117.62,33.61,2.0,3230.0,504.0,1166.0,489.0,7.2312,296300.0,<1H OCEAN
-118.4,33.87,44.0,1428.0,206.0,434.0,214.0,5.2013,500001.0,<1H OCEAN
-119.75,36.81,16.0,4871.0,871.0,1812.0,772.0,3.3261,84400.0,INLAND
-120.77,35.23,10.0,1639.0,359.0,890.0,334.0,2.2875,280500.0,NEAR OCEAN
-118.8,34.2,5.0,17636.0,2127.0,7086.0,2959.0,5.5154,307800.0,<1H OCEAN
-117.09,32.64,17.0,1595.0,348.0,620.0,350.0,2.3264,146300.0,NEAR OCEAN
-121.87,36.59,21.0,3313.0,544.0,1419.0,527.0,5.3215,426100.0,NEAR OCEAN
-121.33,38.4,15.0,1857.0,361.0,813.0,299.0,2.5547,98700.0,INLAND
-118.29,33.87,17.0,3084.0,794.0,2339.0,757.0,2.1364,177000.0,<1H OCEAN
-117.97,33.88,52.0,2657.0,480.0,905.0,420.0,4.0455,220700.0,<1H OCEAN
-118.23,34.13,45.0,633.0,147.0,457.0,140.0,3.5156,161300.0,<1H OCEAN
-119.75,34.43,46.0,749.0,201.0,392.0,213.0,2.4875,350000.0,<1H OCEAN
-121.52,39.58,19.0,2628.0,719.0,1587.0,649.0,1.3227,58300.0,INLAND
-118.3,34.07,34.0,2219.0,689.0,1995.0,758.0,2.6974,225000.0,<1H OCEAN
-117.92,34.11,35.0,2185.0,461.0,1688.0,443.0,3.3614,131600.0,<1H OCEAN
-118.07,34.17,32.0,3325.0,754.0,1690.0,721.0,2.3328,258300.0,INLAND
-120.0,38.9,15.0,8705.0,1590.0,1173.0,418.0,2.875,117900.0,INLAND
-118.34,34.04,36.0,2410.0,574.0,1956.0,549.0,1.9727,136700.0,<1H OCEAN
-115.47,32.67,19.0,1560.0,454.0,1883.0,454.0,1.6636,55800.0,INLAND
-118.95,34.19,14.0,3780.0,518.0,1787.0,524.0,7.5715,316100.0,<1H OCEAN
-117.21,33.27,10.0,4997.0,771.0,1937.0,755.0,4.4148,256500.0,<1H OCEAN
-119.09,36.13,11.0,2188.0,421.0,1138.0,395.0,1.6413,63100.0,INLAND
-117.48,33.97,29.0,3051.0,754.0,2350.0,758.0,2.375,111700.0,INLAND
-117.32,33.06,16.0,1571.0,263.0,647.0,244.0,7.5417,352200.0,NEAR OCEAN
-122.72,38.43,30.0,1936.0,414.0,1015.0,372.0,1.9966,152600.0,<1H OCEAN
-118.22,34.63,9.0,2233.0,370.0,1147.0,373.0,5.4588,238400.0,INLAND
-123.01,38.35,18.0,3399.0,637.0,941.0,307.0,5.249,364400.0,NEAR OCEAN
-118.05,34.12,34.0,1578.0,271.0,639.0,262.0,4.25,253800.0,INLAND
-121.26,38.64,28.0,2034.0,299.0,875.0,286.0,4.5303,159100.0,INLAND
-118.42,34.28,31.0,1664.0,325.0,1380.0,306.0,3.9897,155300.0,<1H OCEAN
-118.48,34.28,17.0,990.0,228.0,640.0,228.0,2.1518,186700.0,<1H OCEAN
-118.22,33.77,26.0,5145.0,1020.0,4054.0,962.0,2.6447,176700.0,<1H OCEAN
-122.04,37.08,26.0,2347.0,497.0,1227.0,494.0,5.0118,215300.0,NEAR OCEAN
-123.85,41.88,22.0,2988.0,719.0,351.0,89.0,1.9615,88200.0,NEAR OCEAN
-117.08,33.12,31.0,873.0,206.0,818.0,189.0,1.5066,104100.0,<1H OCEAN
-117.93,33.87,28.0,2321.0,531.0,1600.0,543.0,2.7813,141100.0,<1H OCEAN
-118.33,34.05,48.0,3135.0,644.0,1282.0,566.0,3.436,498500.0,<1H OCEAN
-118.77,34.29,15.0,1268.0,174.0,549.0,199.0,6.7082,336700.0,<1H OCEAN
-122.13,37.74,32.0,1724.0,291.0,702.0,289.0,3.5281,207900.0,NEAR BAY
-118.15,33.97,43.0,1450.0,294.0,1158.0,295.0,2.5227,199700.0,<1H OCEAN
-118.29,33.84,20.0,3409.0,708.0,1964.0,692.0,4.2661,218200.0,<1H OCEAN
-121.8,37.24,10.0,2904.0,559.0,1249.0,507.0,4.9083,211600.0,<1H OCEAN
-117.1,32.58,27.0,2199.0,522.0,1176.0,500.0,2.4519,96600.0,NEAR OCEAN
-122.18,37.77,45.0,1864.0,397.0,762.0,354.0,2.1786,96900.0,NEAR BAY
-117.51,34.1,5.0,11762.0,3392.0,10484.0,3080.0,4.2458,121300.0,INLAND
-118.41,34.02,34.0,2738.0,623.0,1321.0,610.0,3.543,382100.0,<1H OCEAN
-117.16,32.48,26.0,2664.0,627.0,1301.0,564.0,2.6667,156900.0,NEAR OCEAN
-117.86,33.68,8.0,1636.0,468.0,557.0,380.0,3.4583,199200.0,<1H OCEAN
-118.52,34.35,13.0,7570.0,1079.0,3471.0,1077.0,8.5348,394200.0,<1H OCEAN
-118.14,33.87,42.0,2516.0,580.0,1607.0,559.0,2.6357,153800.0,<1H OCEAN
-117.23,32.95,15.0,1883.0,454.0,592.0,380.0,4.125,375000.0,NEAR OCEAN
-117.9,33.66,17.0,5226.0,1207.0,2351.0,1109.0,3.7616,243100.0,<1H OCEAN
-122.2,37.76,46.0,1934.0,476.0,1432.0,449.0,1.9315,70700.0,NEAR BAY
-122.42,37.61,35.0,3787.0,984.0,2060.0,894.0,3.3889,271800.0,NEAR OCEAN
-117.17,32.78,38.0,2868.0,603.0,1237.0,562.0,2.6593,201100.0,NEAR OCEAN
-117.29,33.03,4.0,3826.0,1035.0,1413.0,952.0,2.945,231300.0,NEAR OCEAN
-118.39,33.86,35.0,2859.0,487.0,1454.0,494.0,5.6477,358200.0,<1H OCEAN
-118.1,33.81,45.0,924.0,230.0,669.0,210.0,3.4333,200000.0,NEAR OCEAN
-122.35,40.67,27.0,2805.0,594.0,1727.0,564.0,1.757,55600.0,INLAND
-117.89,33.64,17.0,2675.0,492.0,862.0,447.0,6.7531,278300.0,<1H OCEAN
-116.87,32.81,18.0,31659.0,342.0,894.0,3258.0,5.5331,277000.0,<1H OCEAN
-122.06,37.36,27.0,2197.0,418.0,904.0,384.0,5.4968,351900.0,NEAR BAY
-118.38,34.05,48.0,2847.0,713.0,1284.0,659.0,3.5375,381800.0,<1H OCEAN
-122.33,37.58,19.0,2662.0,817.0,1334.0,780.0,2.3824,412500.0,NEAR OCEAN
-117.83,33.74,26.0,1871.0,462.0,1445.0,446.0,3.5072,179300.0,<1H OCEAN
-121.34,38.67,27.0,2496.0,463.0,1217.0,447.0,3.575,141700.0,INLAND
-118.1,34.12,49.0,1048.0,175.0,445.0,189.0,4.9603,216400.0,<1H OCEAN
-118.49,34.22,35.0,2457.0,478.0,1501.0,463.0,4.2954,198400.0,<1H OCEAN
-121.2,39.39,10.0,1587.0,347.0,545.0,162.0,3.1912,165000.0,INLAND
-122.23,38.1,46.0,2262.0,511.0,1023.0,483.0,1.944,115600.0,NEAR BAY
-121.38,38.03,10.0,3492.0,605.0,1771.0,604.0,5.2329,173200.0,INLAND
-117.15,32.8,25.0,2393.0,469.0,1703.0,392.0,2.9286,156300.0,NEAR OCEAN
-118.18,34.06,52.0,3083.0,831.0,3188.0,755.0,2.109,147600.0,<1H OCEAN
-122.42,37.75,52.0,2194.0,498.0,1118.0,474.0,4.0347,340400.0,NEAR BAY
-117.96,33.68,26.0,3417.0,653.0,1532.0,596.0,5.7505,218100.0,<1H OCEAN
-119.71,34.43,49.0,1444.0,462.0,607.0,446.0,2.3375,350000.0,<1H OCEAN
-122.63,41.8,41.0,2602.0,579.0,1217.0,517.0,1.9576,59400.0,INLAND
-117.95,33.93,25.0,837.0,165.0,480.0,176.0,6.2857,355500.0,<1H OCEAN
-118.39,34.08,50.0,1941.0,417.0,979.0,406.0,4.7312,450000.0,<1H OCEAN
-118.14,34.69,27.0,3588.0,754.0,1803.0,722.0,2.372,100500.0,INLAND
-118.44,34.28,32.0,1877.0,479.0,2040.0,484.0,2.6219,133200.0,<1H OCEAN
-118.31,33.83,36.0,1748.0,315.0,912.0,310.0,4.8008,231800.0,<1H OCEAN
-122.22,39.19,20.0,1192.0,305.0,395.0,154.0,1.4048,65000.0,INLAND
-118.13,33.77,39.0,4830.0,1372.0,1815.0,1170.0,2.7216,308800.0,NEAR OCEAN
-117.09,32.79,15.0,2128.0,369.0,896.0,349.0,3.724,161200.0,NEAR OCEAN
-119.86,36.83,8.0,14402.0,784.0,6010.0,2409.0,4.5526,132300.0,INLAND
-118.5,34.21,36.0,3446.0,529.0,1707.0,525.0,5.3335,248400.0,<1H OCEAN
-122.29,37.89,45.0,1878.0,421.0,835.0,374.0,2.5468,102500.0,NEAR BAY
