age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
17,14,0,1980,?,Bachelors,Widowed,?,Own-child,White,Male,,<=50K
27,39,4350,0,,11th,Divorced,,Wife,White,Male,United-States,<=50K
52,39,0,0,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Female,France,>50K
24,39,0,0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,England,<=50K
37,49,0,0,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States,<=50K
51,37,0,0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,>50K
42,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,United-States,<=50K
25,39,0,0,Private,5th-6th,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
40,44,0,0,Private,Bachelors,Never-married,Tech-support,Husband,White,Male,United-States,>50K
52,49,0,0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
33,11,41250,0,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Male,United-States,>50K
23,14,0,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
53,39,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
34,34,0,0,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
36,54,0,980,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,Nicaragua,<=50K
63,59,0,0,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
47,49,37850,1420,Private,Bachelors,Never-married,Sales,Husband,White,Male,Mexico,>50K
44,19,40250,0,Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
33,35,2814,0,Self-emp-not-inc,11th,Never-married,Other-service,Husband,White,Male,United-States,<=50K
22,31,0,0,Private,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States,<=50K
90,45,38950,1900,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
48,39,0,0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,United-States,<=50K
31,39,33950,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
55,36,0,0,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
51,39,0,0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
38,13,0,0,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,United-States,<=50K
27,34,0,0,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Male,Japan,<=50K
25,41,34365,3700,Private,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Ecuador,>50K
42,39,0,0,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
51,31,0,0,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,White,Male,United-States,<=50K
29,39,0,0,Private,11th,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States,>50K
75,39,0,0,,HS-grad,Never-married,,Own-child,White,Male,United-States,<=50K
62,44,0,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
30,23,0,620,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,?,<=50K
88,39,7550,0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
36,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,<=50K
51,47,7650,0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
50,59,0,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
48,89,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
42,39,17114,0,Local-gov,Bachelors,Never-married,Prof-specialty,Husband,White,Female,United-States,>50K
47,49,0,0,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,<=50K
25,39,0,0,Private,HS-grad,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,United-States,<=50K
20,29,0,0,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
40,12,0,0,Private,Some-college,Never-married,Sales,Husband,White,Male,United-States,>50K
19,24,0,0,?,7th-8th,Married-spouse-absent,?,Own-child,White,Female,United-States,>50K
27,39,44950,0,Private,Some-college,Never-married,Tech-support,Not-in-family,Black,Male,United-States,<=50K
38,39,0,0,Private,Some-college,Widowed,Priv-house-serv,Not-in-family,White,Male,United-States,<=50K
52,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,United-States,<=50K
24,29,0,0,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Female,United-States,<=50K
48,27,0,0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
42,39,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,United-States,<=50K
24,47,0,0,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
35,69,0,0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
64,39,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
28,39,43950,0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,United-States,<=50K
48,39,0,0,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Husband,White,Male,United-States,<=50K
43,39,55150,500,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,Mexico,<=50K
21,59,34450,0,Private,Assoc-voc,Married-civ-spouse,Sales,Not-in-family,White,Male,South,<=50K
45,39,0,0,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
43,39,58450,0,Private,HS-grad,Divorced,Transport-moving,Husband,Black,Female,United-States,<=50K
65,39,43950,0,Private,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
74,39,0,0,,HS-grad,Never-married,,Own-child,White,Male,United-States,<=50K
46,39,7250,0,Self-emp-not-inc,HS-grad,Never-married,Other-service,Husband,White,Male,El-Salvador,<=50K
41,49,45650,0,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
25,44,0,0,Private,9th,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,<=50K
24,44,0,0,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
70,24,0,0,?,10th,Divorced,?,Not-in-family,White,Female,England,<=50K
34,39,0,0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
27,22,0,0,Local-gov,Some-college,Married-AF-spouse,Prof-specialty,Own-child,White,Male,United-States,<=50K
53,11,0,0,Local-gov,Some-college,Never-married,Other-service,Wife,White,Male,United-States,<=50K
66,59,58950,0,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
19,11,15050,0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,Puerto-Rico,<=50K
58,39,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,United-States,<=50K
23,34,29350,0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
69,39,42050,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
37,29,38950,0,Private,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
27,25,0,0,Local-gov,Masters,Married-AF-spouse,Prof-specialty,,White,Male,United-States,<=50K
37,39,0,0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Female,Scotland,>50K
17,39,0,0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
20,14,0,1980,?,Bachelors,Widowed,?,Own-child,White,Male,,<=50K
55,39,30114,0,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,United-States,>50K
51,49,58450,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
41,39,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
41,59,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
52,39,37950,0,Private,HS-grad,Never-married,Other-service,,Black,Male,United-States,<=50K
24,39,0,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,England,<=50K
55,74,0,0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
48,39,0,0,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,>50K
54,29,0,0,Private,Some-college,Never-married,Machine-op-inspct,Husband,White,Male,United-States,<=50K
23,9,4350,0,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Male,United-States,<=50K
16,39,20114,0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
32,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,<=50K
45,59,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
31,29,0,0,Private,Bachelors,Divorced,Sales,Husband,White,Female,United-States,<=50K
24,39,0,0,Private,Bachelors,Divorced,Prof-specialty,Wife,White,Female,United-States,<=50K
35,59,25250,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,Taiwan,<=50K
43,13,0,1620,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Philippines,>50K
38,39,0,0,Private,10th,Married-civ-spouse,Transport-moving,Unmarried,Other,Male,United-States,<=50K
59,39,2350,0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States,>50K
32,17,0,0,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Male,United-States,>50K
61,59,0,0,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39,39,0,0,Private,7th-8th,Married-civ-spouse,Other-service,Unmarried,White,Female,United-States,<=50K
45,89,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,India,>50K
23,39,27814,0,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,>50K
21,59,0,0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
51,49,0,0,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,United-States,<=50K
42,39,17114,0,State-gov,Doctorate,Never-married,Transport-moving,Unmarried,Other,Male,United-States,<=50K
51,49,58450,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
41,39,32750,0,Private,9th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
53,47,0,0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
61,44,21550,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
75,39,2450,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
52,47,0,0,Self-emp-not-inc,Some-college,Never-married,Sales,Husband,White,Male,United-States,<=50K
68,39,0,0,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Husband,White,Male,United-States,<=50K
25,6,0,0,Private,HS-grad,Married-AF-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
36,49,42650,2020,Federal-gov,Some-college,Divorced,Prof-specialty,Husband,White,Female,Cuba,<=50K
43,41,0,0,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States,<=50K
32,29,10250,0,Private,5th-6th,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States,<=50K
43,39,0,1620,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Philippines,>50K
26,39,0,0,?,9th,Married-civ-spouse,?,Not-in-family,White,Female,United-States,<=50K
27,34,0,0,Private,Assoc-acdm,Never-married,Adm-clerical,Wife,White,Female,Japan,<=50K
33,39,0,0,Private,Some-college,Widowed,Sales,Husband,White,Male,United-States,<=50K
34,39,16614,0,,Some-college,Married-spouse-absent,,Not-in-family,White,Male,United-States,<=50K
40,39,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,United-States,<=50K
46,19,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
32,44,32350,0,State-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
34,39,0,0,Local-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Other,Male,United-States,<=50K
30,34,0,0,Private,HS-grad,Separated,Tech-support,Husband,White,Male,United-States,<=50K
47,39,0,0,Private,Assoc-acdm,Never-married,Craft-repair,Husband,White,Male,United-States,>50K
27,39,4350,0,,HS-grad,Divorced,,Wife,White,Male,United-States,<=50K
30,47,15050,0,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
42,29,0,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
33,59,5350,0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K
25,29,49650,0,Private,HS-grad,Married-AF-spouse,Machine-op-inspct,Wife,White,Male,United-States,<=50K
25,49,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,>50K
47,39,0,0,Private,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States,>50K
43,39,58450,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
51,49,0,0,Self-emp-not-inc,12th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
20,39,0,0,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
47,39,0,0,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
37,39,58450,0,Private,HS-grad,Divorced,Transport-moving,Husband,Black,Female,United-States,<=50K
32,39,2250,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
34,34,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
56,46,0,0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
26,39,0,0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
22,29,27814,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
22,31,0,0,Private,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States,<=50K
60,49,0,0,?,Assoc-voc,Never-married,?,Husband,White,Male,United-States,>50K
25,39,0,0,Private,9th,Married-civ-spouse,Other-service,Not-in-family,Black,Male,United-States,<=50K
18,14,45650,0,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,United-States,<=50K
38,39,62550,0,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Taiwan,>50K
41,39,0,0,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,>50K
49,44,25550,0,Private,9th,Never-married,Handlers-cleaners,Husband,White,Female,United-States,>50K
30,29,2814,0,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
23,39,36350,0,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,United-States,<=50K
26,29,15050,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,>50K
35,41,0,0,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
37,39,0,0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
23,19,3214,0,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
18,39,0,0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
26,39,0,0,Private,Assoc-acdm,Married-civ-spouse,Sales,Own-child,White,Male,United-States,<=50K
53,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,>50K
45,54,0,0,Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,<=50K
53,39,0,0,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
47,34,30614,0,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,Italy,<=50K
28,39,0,1620,Federal-gov,Prof-school,Never-married,Prof-specialty,Wife,White,Male,Philippines,>50K
39,34,0,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
18,39,0,0,Private,11th,Widowed,Other-service,Own-child,White,Male,United-States,<=50K
36,39,0,0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States,>50K
37,4,0,0,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
46,43,0,0,Private,HS-grad,Married-AF-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21,24,0,0,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,United-States,<=50K
32,49,26514,0,Private,7th-8th,Separated,Machine-op-inspct,Not-in-family,White,Male,Cuba,<=50K
37,39,0,0,Private,11th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
54,43,0,0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
41,37,0,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
39,29,0,0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,United-States,>50K
40,39,0,0,Private,9th,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,United-States,<=50K
28,44,14014,0,Private,9th,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,South,>50K
38,59,11850,1900,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States,<=50K
17,29,0,0,Private,HS-grad,Divorced,Sales,Own-child,White,Female,United-States,<=50K
37,74,34850,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Scotland,<=50K
66,59,7650,0,?,HS-grad,Married-civ-spouse,?,Own-child,White,Male,United-States,<=50K
26,39,58450,0,State-gov,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,Male,United-States,<=50K
47,69,0,0,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,<=50K
41,49,0,0,Private,10th,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
19,59,15050,0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,Puerto-Rico,<=50K
30,21,25950,0,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,<=50K
33,2,0,0,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Male,United-States,<=50K
35,59,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,Taiwan,<=50K
41,44,0,140,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
58,39,3214,0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
59,39,0,0,Private,HS-grad,Never-married,Transport-moving,Husband,Black,Female,United-States,<=50K
33,49,46650,0,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Female,United-States,>50K
62,69,10550,0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
49,45,0,0,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Husband,White,Male,United-States,>50K
32,64,0,0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
53,39,0,0,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
22,39,0,0,Private,11th,Widowed,Other-service,Own-child,White,Male,United-States,<=50K
70,39,1050,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Female,United-States,<=50K
66,15,56250,0,Private,HS-grad,Never-married,Sales,Other-relative,White,Female,United-States,<=50K
26,49,0,0,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
36,39,43750,0,Private,Some-college,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
22,39,34650,0,?,Bachelors,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
51,59,0,1860,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Japan,>50K
60,39,0,0,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
25,39,17014,0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
33,44,0,0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,United-States,>50K
46,39,34450,0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
29,39,0,0,?,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
37,59,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States,>50K
40,49,40650,0,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
48,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
20,39,0,0,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
38,49,33914,0,Private,HS-grad,Married-spouse-absent,Sales,Husband,White,Male,Scotland,<=50K
35,29,0,1580,Private,Some-college,Widowed,Exec-managerial,Husband,White,Male,United-States,<=50K
20,23,0,0,Private,11th,Widowed,Other-service,Own-child,White,Male,United-States,<=50K
60,19,0,0,Private,Some-college,Divorced,Sales,Own-child,White,Male,United-States,<=50K
32,49,0,0,Private,10th,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
19,39,0,0,,HS-grad,Widowed,Transport-moving,Other-relative,White,Male,United-States,>50K
34,39,2450,0,Private,Some-college,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,United-States,<=50K
27,39,39250,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,United-States,>50K
49,54,0,0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
37,59,7650,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,Taiwan,<=50K
29,49,0,0,Private,HS-grad,Divorced,Sales,Husband,White,Male,United-States,>50K
36,39,16614,0,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,United-States,<=50K
60,19,0,0,Private,Some-college,Divorced,Machine-op-inspct,Husband,White,Male,United-States,<=50K
49,44,25550,0,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
