age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
45,39,10450,0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
38,49,0,0,Self-emp-inc,Some-college,Never-married,Sales,Husband,White,Male,United-States,<=50K
29,54,0,0,Private,7th-8th,Separated,Machine-op-inspct,Husband,White,Male,United-States,<=50K
28,29,0,0,State-gov,Bachelors,Never-married,Prof-specialty,Husband,White,Male,Guatemala,<=50K
48,39,0,0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42,9,18514,0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Wife,White,Male,?,>50K
40,17,2114,1860,Private,HS-grad,Never-married,Craft-repair,Wife,White,Male,United-States,<=50K
22,44,0,0,Federal-gov,1st-4th,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,United-States,<=50K
72,20,24050,0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,Iran,<=50K
58,59,56450,0,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,,<=50K
49,39,9314,0,Private,HS-grad,Separated,Craft-repair,Husband,White,Male,United-States,<=50K
16,32,28414,2740,Federal-gov,Some-college,Married-AF-spouse,Sales,Own-child,White,Male,Italy,<=50K
53,71,0,0,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,United-States,<=50K
70,49,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
44,39,20950,1300,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Female,Ireland,>50K
43,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,?,<=50K
35,72,64150,0,Private,Assoc-voc,Never-married,Other-service,Husband,White,Male,United-States,>50K
16,24,34150,0,Private,10th,Never-married,Machine-op-inspct,Other-relative,White,Female,Germany,<=50K
34,39,0,0,Without-pay,5th-6th,Separated,,Not-in-family,Other,Male,United-States,<=50K
47,39,11450,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Female,United-States,<=50K
63,39,53850,1580,Private,11th,Divorced,Other-service,Husband,White,Male,Laos,<=50K
28,37,61550,0,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
41,7,0,0,Self-emp-inc,Masters,Never-married,Prof-specialty,Husband,White,Male,United-States,>50K
28,39,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,United-States,<=50K
38,49,6350,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
48,29,0,0,Self-emp-inc,Bachelors,Never-married,Adm-clerical,Husband,White,Male,United-States,<=50K
50,39,6014,0,Federal-gov,9th,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,<=50K
55,49,0,0,State-gov,Doctorate,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
38,51,0,0,Private,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Male,Vietnam,<=50K
42,39,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,<=50K
26,29,0,0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
64,39,0,0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
25,39,7650,0,Private,Masters,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
23,44,4150,0,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
66,43,0,0,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,>50K
27,19,25814,0,Private,Assoc-voc,Never-married,Tech-support,Other-relative,White,Male,Taiwan,<=50K
48,39,0,0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42,54,18614,0,Private,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
36,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
34,39,16750,0,Local-gov,1st-4th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
37,49,2450,0,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,<=50K
85,30,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21,39,0,0,Private,HS-grad,Divorced,Farming-fishing,Own-child,White,Female,United-States,<=50K
35,24,40350,0,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,>50K
46,39,0,0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Canada,>50K
49,87,0,0,Private,12th,Never-married,Other-service,Wife,White,Male,United-States,<=50K
18,72,0,1260,Private,Some-college,Never-married,Other-service,Own-child,White,Male,South,<=50K
43,31,30150,0,Self-emp-inc,Doctorate,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
44,39,41750,1580,Never-worked,Assoc-voc,Married-civ-spouse,Craft-repair,Unmarried,White,Male,Mexico,<=50K
18,29,27814,0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
40,49,63950,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
26,49,15050,0,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Own-child,White,Male,United-States,<=50K
29,39,16750,2260,Private,Bachelors,Widowed,Prof-specialty,Husband,White,Male,Mexico,>50K
45,39,19850,0,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
33,39,6050,1660,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,Japan,<=50K
82,30,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
17,14,0,0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
44,44,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States,<=50K
18,17,45550,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,<=50K
27,39,1450,0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,United-States,<=50K
54,39,26514,3820,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Peru,>50K
23,19,36050,0,Private,HS-grad,Widowed,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
36,39,39250,0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,>50K
47,39,54350,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
19,37,2150,3460,Private,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,Peru,<=50K
48,19,52550,0,Private,HS-grad,Never-married,Prof-specialty,Husband,White,Female,,<=50K
16,36,39350,0,Private,Some-college,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
63,39,0,0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
20,39,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
26,72,0,0,State-gov,9th,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States,<=50K
45,39,0,0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,United-States,<=50K
30,24,0,0,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
47,39,54350,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
30,95,43950,0,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
27,59,17914,0,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Female,United-States,<=50K
24,39,0,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,>50K
51,39,56650,0,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,United-States,<=50K
32,39,62550,0,Local-gov,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
23,19,36050,0,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
26,58,0,0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,>50K
24,39,28950,0,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Male,United-States,<=50K
46,9,0,0,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
63,39,0,0,?,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
43,20,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,>50K
50,39,0,0,Private,HS-grad,Never-married,,Not-in-family,White,Male,United-States,<=50K
18,39,7650,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
25,44,8614,4321,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Portugal,<=50K
31,20,0,0,Private,Some-college,Separated,Sales,Not-in-family,White,Male,United-States,>50K
51,24,0,0,Self-emp-not-inc,HS-grad,Never-married,Sales,Husband,White,Female,United-States,<=50K
49,54,26050,0,Private,Bachelors,Divorced,Sales,Husband,White,Female,Guatemala,>50K
55,39,0,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
31,19,24950,0,Private,Some-college,Separated,Machine-op-inspct,Husband,White,Male,United-States,<=50K
39,59,0,0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
21,36,0,0,Private,Prof-school,Widowed,Prof-specialty,Not-in-family,White,Male,United-States,>50K
61,38,40850,1860,?,HS-grad,Never-married,Sales,Husband,White,Male,United-States,<=50K
34,39,15914,0,Local-gov,11th,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
30,24,48950,0,Self-emp-inc,Doctorate,Separated,Adm-clerical,Unmarried,White,Male,United-States,>50K
60,39,65250,0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
26,79,0,0,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Male,Guatemala,>50K
44,49,17350,1940,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Female,Philippines,<=50K
35,54,23614,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,United-States,<=50K
20,39,0,0,Private,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States,<=50K
32,39,0,0,Self-emp-not-inc,7th-8th,Never-married,Protective-serv,Husband,White,Male,United-States,>50K
51,39,0,0,Private,Assoc-voc,Married-civ-spouse,,Not-in-family,White,Male,United-States,>50K
49,73,0,0,Private,Bachelors,Never-married,Other-service,Husband,White,Female,United-States,>50K
60,39,0,0,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
37,39,15050,0,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
33,16,0,0,Private,Some-college,Married-civ-spouse,Tech-support,Other-relative,White,Male,United-States,<=50K
48,59,23650,0,Self-emp-inc,Doctorate,Never-married,Armed-Forces,Husband,White,Male,United-States,>50K
19,0,29250,0,Private,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,Male,United-States,<=50K
34,39,0,0,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,United-States,<=50K
18,19,0,1260,Private,Some-college,Never-married,Sales,Own-child,White,Female,South,<=50K
49,47,0,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Female,United-States,<=50K
25,20,39950,3420,Private,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Male,Nicaragua,>50K
27,14,25814,0,Private,Assoc-voc,Never-married,Handlers-cleaners,Husband,White,Female,Taiwan,<=50K
21,11,4150,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,<=50K
30,19,29014,0,Private,Some-college,Married-AF-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
17,39,0,0,Private,12th,Married-civ-spouse,Transport-moving,Own-child,Other,Male,United-States,<=50K
21,34,33650,0,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
28,49,38950,0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
