age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
47,49,0,0,Private,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,United-States,<=50K
24,29,0,0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
25,44,0,0,Private,Assoc-acdm,Married-civ-spouse,Other-service,Own-child,White,Male,United-States,<=50K
21,44,0,0,?,Bachelors,Married-civ-spouse,?,Not-in-family,White,Male,United-States,>50K
45,43,0,0,Federal-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Male,United-States,<=50K
55,74,0,0,Private,10th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
52,69,0,0,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
43,39,0,0,Private,Bachelors,Married-civ-spouse,Tech-support,Unmarried,White,Female,United-States,<=50K
24,39,0,0,Private,HS-grad,Divorced,Transport-moving,Unmarried,Black,Male,United-States,<=50K
21,39,4350,0,?,Bachelors,Divorced,?,Not-in-family,White,Female,United-States,<=50K
40,39,0,2340,Private,7th-8th,Separated,Machine-op-inspct,Husband,White,Male,United-States,<=50K
22,39,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
35,39,0,0,Private,11th,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
50,64,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
46,23,0,1740,Private,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States,>50K
42,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,United-States,<=50K
50,11,13750,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
41,39,7250,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,Puerto-Rico,<=50K
56,39,0,1420,Private,Assoc-acdm,Never-married,Sales,Husband,White,Female,United-States,<=50K
50,39,0,0,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,<=50K
63,15,0,1980,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,>50K
34,39,0,0,Private,Prof-school,Separated,Prof-specialty,Husband,White,Male,United-States,>50K
41,39,0,0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
43,59,0,0,Private,Masters,Divorced,Prof-specialty,Husband,White,Male,United-States,>50K
69,69,34450,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
48,39,0,0,Never-worked,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,United-States,<=50K
18,34,0,0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
60,49,4550,0,?,HS-grad,Widowed,?,Husband,White,Male,United-States,<=50K
45,39,0,0,Federal-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Male,United-States,<=50K
50,39,0,0,Private,10th,Never-married,Sales,Unmarried,White,Male,United-States,<=50K
46,39,0,0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,<=50K
48,99,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Unmarried,White,Male,United-States,<=50K
16,39,0,0,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
30,39,0,0,Private,Prof-school,Separated,Prof-specialty,Husband,White,Male,United-States,>50K
38,39,0,0,State-gov,HS-grad,Divorced,Transport-moving,Husband,Other,Male,United-States,<=50K
37,69,0,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
23,9,21314,0,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,United-States,<=50K
45,47,0,0,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
25,29,3150,0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
17,39,0,0,,HS-grad,Never-married,,Own-child,White,Male,United-States,<=50K
36,39,0,0,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,United-States,>50K
35,39,0,0,Private,Assoc-acdm,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,>50K
36,39,0,0,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,<=50K
27,59,0,0,Private,11th,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
27,39,0,0,Private,Bachelors,Never-married,Prof-specialty,Wife,White,Female,United-States,<=50K
46,39,0,0,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Female,United-States,<=50K
19,54,0,0,Private,11th,Widowed,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
30,19,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Unmarried,White,Female,United-States,<=50K
71,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
37,49,0,0,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States,<=50K
51,39,0,0,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
48,44,0,0,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,China,<=50K
45,39,0,0,Private,Masters,Never-married,Prof-specialty,Wife,White,Female,United-States,<=50K
34,39,0,0,Private,Prof-school,Never-married,Tech-support,Not-in-family,Black,Male,United-States,>50K
37,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
43,31,0,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
64,39,7250,0,Local-gov,Masters,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,Japan,<=50K
29,31,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,<=50K
37,79,0,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
55,49,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States,<=50K
34,52,0,0,Private,HS-grad,Separated,Other-service,Husband,White,Male,United-States,<=50K
20,24,0,0,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
27,39,16750,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,Female,United-States,>50K
27,17,0,1900,Private,11th,Never-married,Sales,Not-in-family,White,Male,Columbia,>50K
70,39,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
32,44,2950,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
33,47,0,0,Federal-gov,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
19,34,0,0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
31,44,0,0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
32,47,0,0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,United-States,>50K
49,47,0,0,Private,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States,<=50K
78,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
26,39,0,0,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
38,39,0,0,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
26,14,2150,0,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
64,39,0,0,?,HS-grad,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
24,39,0,0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
42,39,7450,0,Private,HS-grad,Married-spouse-absent,Craft-repair,Husband,White,Male,United-States,<=50K
53,39,0,0,Private,Masters,Never-married,Prof-specialty,Husband,White,Male,United-States,>50K
25,39,0,0,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
45,29,0,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
45,54,0,0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
54,39,0,0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Other,Male,United-States,<=50K
18,19,0,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,>50K
30,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
35,39,0,0,Private,Assoc-acdm,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,>50K
48,39,0,0,Private,Assoc-acdm,Never-married,Sales,Husband,White,Male,United-States,>50K
27,39,0,0,Private,11th,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
38,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,<=50K
19,15,0,0,Private,11th,Widowed,Other-service,Own-child,White,Male,United-States,<=50K
46,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
52,15,0,1580,Federal-gov,Bachelors,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,,<=50K
58,9,15350,1100,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,?,<=50K
71,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
35,39,0,0,Private,11th,Never-married,Prof-specialty,Husband,White,Male,United-States,<=50K
34,39,0,0,?,HS-grad,Divorced,?,Wife,White,Female,United-States,<=50K
18,39,0,0,?,Assoc-voc,Married-civ-spouse,?,Own-child,White,Male,United-States,<=50K
48,39,0,0,Never-worked,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
39,39,34450,0,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
34,29,0,0,Private,Masters,Separated,Exec-managerial,Husband,White,Male,Guatemala,>50K
38,39,0,0,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
48,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,<=50K
72,29,0,0,Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,<=50K
27,49,0,0,Local-gov,Some-college,Never-married,Other-service,Husband,White,Female,United-States,<=50K
61,39,0,0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,>50K
22,49,0,0,Private,Assoc-voc,Married-civ-spouse,Other-service,Unmarried,White,Male,United-States,<=50K
66,49,0,0,?,Some-college,Never-married,?,Husband,White,Male,United-States,<=50K
40,59,0,0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,United-States,>50K
44,39,0,1900,Self-emp-inc,Some-college,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Female,Philippines,<=50K
58,39,0,0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
34,39,0,0,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Male,United-States,<=50K
18,39,0,0,?,Assoc-acdm,Widowed,?,Own-child,White,Male,United-States,<=50K
43,59,0,0,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
26,39,0,0,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,<=50K
25,14,0,0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Female,United-States,>50K
22,39,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Puerto-Rico,<=50K
28,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,>50K
37,69,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,>50K
59,39,0,0,Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
57,54,0,2380,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,Scotland,>50K
34,39,2250,0,Private,Bachelors,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
45,39,0,0,?,12th,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,United-States,<=50K
43,39,0,0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,China,<=50K
46,39,0,0,Private,12th,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
54,44,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,Male,United-States,<=50K
47,39,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,Male,United-States,<=50K
29,39,0,0,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,United-States,<=50K
28,43,45450,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
46,39,0,0,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,Black,Female,United-States,<=50K
58,39,0,0,Private,Bachelors,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
32,33,0,0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,>50K
35,34,0,0,Private,9th,Separated,Other-service,Husband,White,Male,United-States,<=50K
53,44,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Male,United-States,<=50K
48,49,0,0,Private,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,United-States,<=50K
39,55,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
44,44,0,0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30,49,0,0,State-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
19,39,0,0,?,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,United-States,<=50K
17,39,0,0,Private,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States,<=50K
49,39,35550,0,Private,Masters,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,>50K
59,19,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
43,59,0,0,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
38,47,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
47,39,0,0,Private,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,United-States,<=50K
39,29,0,0,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
29,49,0,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
36,44,0,0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
46,51,0,0,Private,11th,Never-married,Other-service,Husband,White,Male,United-States,<=50K
19,39,0,0,?,11th,Married-civ-spouse,?,Own-child,White,Female,United-States,<=50K
66,39,0,0,?,Some-college,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
60,39,4550,0,?,HS-grad,Widowed,,Husband,White,Male,United-States,<=50K
43,39,0,0,Private,HS-grad,Never-married,Transport-moving,Husband,White,Female,United-States,>50K
22,24,16750,0,?,Bachelors,Divorced,?,Not-in-family,White,Female,United-States,<=50K
45,39,57050,0,Private,Bachelors,Never-married,Farming-fishing,Wife,White,Female,United-States,<=50K
38,39,0,0,Private,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States,>50K
21,39,0,0,Private,HS-grad,Married-civ-spouse,Tech-support,Own-child,White,Male,United-States,<=50K
46,39,64350,0,Private,10th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
29,44,0,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,>50K
42,34,0,0,Private,12th,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
38,39,0,1900,Federal-gov,HS-grad,Married-spouse-absent,Other-service,Husband,Amer-Indian-Eskimo,Male,Philippines,<=50K
17,64,0,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
53,49,0,0,Private,Some-college,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
24,34,0,0,Private,Some-college,Never-married,Handlers-cleaners,Husband,White,Female,United-States,<=50K
42,59,0,0,Private,Prof-school,Separated,Exec-managerial,Husband,White,Male,United-States,>50K
55,74,0,0,Private,10th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
28,39,0,0,Private,Masters,Married-civ-spouse,Tech-support,Not-in-family,White,Male,United-States,>50K
45,49,0,0,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
54,44,0,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
35,29,7650,0,Federal-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
52,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
29,49,0,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
34,39,53850,0,Private,Bachelors,Divorced,Sales,Husband,Black,Female,United-States,<=50K
22,17,0,0,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,United-States,>50K
46,39,0,0,Local-gov,Some-college,Never-married,Prof-specialty,Husband,White,Male,United-States,<=50K
38,39,0,0,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,Male,United-States,<=50K
35,39,0,0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
20,39,0,0,Private,Some-college,Married-civ-spouse,Farming-fishing,Own-child,White,Female,United-States,<=50K
53,69,0,0,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
37,39,0,0,Private,Some-college,Never-married,Sales,Wife,White,Female,United-States,<=50K
44,39,0,0,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
34,17,0,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
26,2,0,0,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
35,39,5150,0,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,White,Male,United-States,<=50K
32,44,0,700,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Female,Mexico,<=50K
28,23,0,0,Private,HS-grad,Never-married,Sales,Wife,White,Female,United-States,<=50K
52,19,0,0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
39,39,0,0,Private,HS-grad,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Female,United-States,<=50K
49,39,0,0,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Female,China,<=50K
28,9,0,0,Private,Assoc-acdm,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
72,39,57050,0,,HS-grad,Divorced,,Unmarried,White,Male,United-States,<=50K
41,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36,29,0,0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
21,39,0,0,Private,9th,Never-married,Priv-house-serv,Unmarried,White,Male,United-States,<=50K
50,39,0,0,Private,HS-grad,Divorced,Sales,Husband,White,Male,United-States,<=50K
30,49,4150,0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States,<=50K
21,39,0,0,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,United-States,<=50K
66,49,0,0,?,Some-college,Never-married,?,Husband,White,Male,United-States,<=50K
51,39,0,0,Federal-gov,HS-grad,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,United-States,>50K
42,44,0,0,Private,HS-grad,Married-civ-spouse,Tech-support,Own-child,White,Male,United-States,<=50K
23,99,0,0,Private,11th,Widowed,Craft-repair,Other-relative,White,Male,United-States,<=50K
46,52,0,0,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
50,39,4350,0,Local-gov,HS-grad,Married-spouse-absent,Transport-moving,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
28,39,0,0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,,White,Male,United-States,<=50K
33,39,0,0,Private,7th-8th,Separated,Transport-moving,Husband,White,Male,United-States,>50K
60,49,4550,0,?,HS-grad,Widowed,?,Husband,White,Male,United-States,<=50K
21,49,3150,0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
40,39,0,0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Female,Puerto-Rico,<=50K
38,39,0,0,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,Dominican-Republic,<=50K
39,49,0,0,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
46,39,0,1740,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,United-States,>50K
37,39,0,0,Private,Some-college,Never-married,Sales,Wife,White,Male,United-States,<=50K
36,59,0,0,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,United-States,<=50K
29,49,0,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
57,39,15050,0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
55,39,0,0,Private,HS-grad,Never-married,Exec-managerial,Husband,White,Female,United-States,<=50K
41,74,15050,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,United-States,<=50K
33,39,0,0,Private,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,United-States,>50K
39,39,0,0,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
29,39,0,0,?,12th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
35,34,0,0,Private,9th,Never-married,Other-service,Wife,White,Female,United-States,<=50K
39,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,<=50K
20,21,0,1900,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Male,El-Salvador,<=50K
28,39,0,0,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
20,44,41350,0,Private,Some-college,Married-civ-spouse,Other-service,Other-relative,White,Male,United-States,<=50K
29,39,0,0,Private,Bachelors,Never-married,Adm-clerical,Husband,White,Female,United-States,<=50K
24,24,0,0,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Male,United-States,<=50K
23,39,0,1580,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Own-child,White,Female,India,<=50K
30,39,0,0,Private,HS-grad,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,United-States,>50K
22,19,0,0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
48,44,0,0,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,China,<=50K
45,27,0,0,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
63,44,0,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
69,59,34450,0,Private,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
46,39,0,0,Local-gov,HS-grad,Divorced,Craft-repair,Husband,Black,Male,United-States,<=50K
32,39,56650,0,Private,Bachelors,Divorced,Sales,Husband,Black,Female,United-States,<=50K
34,39,0,0,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
16,29,22650,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
33,39,0,0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States,<=50K
29,39,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,United-States,<=50K
