age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
34,39,0,3660,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
52,39,0,3140,Local-gov,Some-college,Never-married,Other-service,Husband,White,Male,United-States,<=50K
19,24,5450,3140,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
32,34,38150,100,Private,11th,Never-married,Sales,Wife,White,Female,United-States,<=50K
46,49,0,2100,Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,<=50K
36,9,0,3140,Private,Some-college,Never-married,Craft-repair,Husband,White,Female,United-States,>50K
21,39,0,3660,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,United-States,<=50K
41,83,0,0,Private,11th,Never-married,Exec-managerial,Husband,White,Male,Mexico,>50K
48,39,46350,220,Private,11th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
20,19,0,2820,Private,Assoc-voc,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
52,39,0,2100,Federal-gov,HS-grad,Never-married,Sales,Husband,White,Female,United-States,<=50K
22,29,0,1540,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
29,39,29650,3220,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,United-States,<=50K
21,97,50,2140,Private,12th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,?,<=50K
16,19,0,500,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,United-States,>50K
26,39,0,1900,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,United-States,>50K
20,19,10314,2820,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
26,39,0,1900,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,United-States,>50K
30,14,0,0,Private,9th,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
28,39,0,500,Private,HS-grad,Married-spouse-absent,Adm-clerical,Husband,White,Female,United-States,<=50K
60,44,0,220,?,10th,Never-married,?,Not-in-family,White,Female,Iran,<=50K
18,19,0,1180,Federal-gov,11th,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
52,6,0,2940,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
33,7,0,0,Private,11th,Never-married,Other-service,Unmarried,White,Male,Mexico,<=50K
44,39,0,2380,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
60,39,0,3980,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,>50K
30,51,64350,2660,Federal-gov,HS-grad,Divorced,Craft-repair,Husband,White,Female,United-States,<=50K
43,42,0,4140,State-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,United-States,<=50K
28,59,0,2300,Private,Assoc-voc,Never-married,Tech-support,Husband,White,Male,United-States,>50K
24,39,0,500,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,United-States,<=50K
23,34,7314,3660,Private,Some-college,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
24,39,0,3940,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,<=50K
36,39,0,1180,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Ecuador,>50K
69,37,0,1540,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,<=50K
24,39,0,1260,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
50,44,0,1860,Local-gov,HS-grad,Divorced,Adm-clerical,Husband,White,Male,United-States,<=50K
48,34,0,540,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
27,39,4450,100,Private,12th,Never-married,Transport-moving,Not-in-family,Other,Male,United-States,<=50K
58,39,0,1540,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Husband,White,Female,United-States,<=50K
43,59,0,3500,Private,HS-grad,Divorced,Protective-serv,Husband,White,Female,United-States,<=50K
31,19,0,100,?,Assoc-voc,Never-married,?,Husband,White,Female,United-States,<=50K
46,59,0,2860,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
72,39,0,1540,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
29,39,0,1860,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Unmarried,White,Male,United-States,<=50K
27,45,0,3940,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
54,39,0,1780,Private,9th,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,<=50K
34,44,0,1700,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
21,9,0,1940,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
20,23,0,3140,Private,Some-college,Widowed,Adm-clerical,Own-child,White,Male,United-States,<=50K
16,39,0,500,Private,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States,<=50K
46,34,214,500,Private,HS-grad,Never-married,Machine-op-inspct,Wife,White,Female,United-States,<=50K
17,39,0,0,Private,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,Honduras,<=50K
65,29,0,2380,Private,Some-college,Married-civ-spouse,Craft-repair,,White,Male,United-States,<=50K
47,39,11950,3260,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,Japan,<=50K
60,39,0,2900,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46,9,0,60,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,United-States,>50K
33,39,0,3500,Private,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States,<=50K
48,39,5150,3660,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,<=50K
34,49,650,2660,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
40,54,0,3980,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
18,49,0,3660,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
42,39,0,1260,Private,Some-college,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,>50K
18,34,0,1180,Federal-gov,11th,Separated,Adm-clerical,Own-child,White,Male,United-States,<=50K
31,39,0,380,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30,14,0,0,Private,9th,Never-married,Other-service,Own-child,White,Male,Mexico,<=50K
53,59,0,2380,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Female,United-States,<=50K
44,39,0,3940,?,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,United-States,<=50K
57,29,0,220,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
21,40,0,380,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
39,44,32750,2660,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
34,39,52250,500,Private,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Female,United-States,<=50K
22,61,0,500,Local-gov,HS-grad,Married-civ-spouse,,Husband,White,Male,United-States,>50K
55,59,0,3660,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
43,39,16250,1420,Private,5th-6th,Never-married,Transport-moving,Wife,Other,Male,United-States,<=50K
37,39,33250,4321,Private,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,Portugal,>50K
46,39,0,4100,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
28,39,0,1540,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
35,39,0,3580,?,9th,Widowed,?,Wife,White,Male,United-States,<=50K
63,39,0,3940,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,United-States,<=50K
27,31,0,1620,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
32,39,0,3940,?,HS-grad,Separated,?,Unmarried,Black,Male,United-States,<=50K
40,39,0,1540,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
50,44,0,1860,Local-gov,HS-grad,Married-spouse-absent,Adm-clerical,Husband,White,Male,United-States,<=50K
31,39,4450,100,Private,12th,Never-married,Other-service,Other-relative,Other,Male,United-States,<=50K
63,39,0,380,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
43,39,0,4020,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
24,39,0,1260,Private,Masters,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,>50K
31,59,0,3940,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States,>50K
38,49,0,1380,Local-gov,Bachelors,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
37,44,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,,>50K
47,19,0,3940,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
31,54,0,220,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
35,39,0,1980,Private,Some-college,Never-married,Adm-clerical,Husband,White,Female,China,<=50K
48,39,0,2100,Federal-gov,HS-grad,Never-married,Exec-managerial,Wife,White,Female,United-States,<=50K
48,39,0,1420,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
34,39,0,2100,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,United-States,>50K
44,23,0,1900,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,United-States,<=50K
25,49,47950,1500,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
45,79,0,0,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,,>50K
29,51,0,2420,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Female,India,>50K
35,39,0,1260,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
64,19,0,2860,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,>50K
49,39,30050,2660,Private,Bachelors,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,>50K
75,39,35350,2660,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
90,39,0,3660,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
52,6,0,2940,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
43,39,2250,60,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,Dominican-Republic,<=50K
21,40,0,380,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,<=50K
28,59,0,1540,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,United-States,<=50K
26,39,0,2660,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
39,39,0,2660,Private,Assoc-acdm,Divorced,Adm-clerical,Husband,White,Male,United-States,<=50K
45,35,0,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Italy,>50K
58,49,5050,660,?,Masters,Never-married,?,Husband,White,Male,?,>50K
29,59,0,1900,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
22,39,26650,3140,Private,11th,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
18,39,2450,60,?,HS-grad,Never-married,?,Own-child,White,Male,United-States,>50K
46,41,0,60,Private,Masters,Married-civ-spouse,Prof-specialty,,White,Male,United-States,<=50K
25,39,0,380,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Female,United-States,<=50K
60,11,0,1540,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
20,39,15050,3140,Private,11th,Widowed,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
36,39,0,3500,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
45,39,0,3660,Private,9th,Married-civ-spouse,Tech-support,Not-in-family,White,Male,United-States,<=50K
38,29,0,700,Private,HS-grad,Never-married,Machine-op-inspct,Wife,White,Female,United-States,<=50K
16,19,0,500,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
28,54,48550,3660,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
35,34,0,2100,Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,United-States,<=50K
16,39,0,500,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
33,59,0,1380,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
44,39,0,2660,Private,Masters,Never-married,Sales,Own-child,White,Male,United-States,>50K
30,41,0,2660,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Male,United-States,>50K
22,39,0,60,Private,7th-8th,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,United-States,<=50K
31,19,0,100,?,Assoc-voc,Never-married,?,Husband,White,Female,United-States,<=50K
26,39,33450,0,Private,1st-4th,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,Mexico,<=50K
56,44,0,2940,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Male,United-States,>50K
55,39,0,4020,Private,10th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,<=50K
53,39,0,1540,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Female,United-States,<=50K
42,49,0,2860,Local-gov,HS-grad,Married-spouse-absent,Protective-serv,Husband,White,Male,United-States,<=50K
29,39,0,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,?,Not-in-family,White,Male,Philippines,>50K
57,44,8650,2300,?,HS-grad,Married-civ-spouse,?,Not-in-family,White,Male,United-States,<=50K
33,41,0,3500,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,Male,United-States,<=50K
35,39,14314,2300,Federal-gov,Preschool,Never-married,Priv-house-serv,Not-in-family,White,Male,United-States,<=50K
52,39,0,540,Private,5th-6th,Never-married,Craft-repair,Wife,White,Female,United-States,<=50K
31,54,0,220,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
34,44,0,1540,Private,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
38,49,0,1900,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,United-States,<=50K
21,39,0,3140,?,HS-grad,Divorced,?,Wife,White,Female,United-States,<=50K
45,49,0,4140,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,United-States,<=50K
19,44,0,100,?,Assoc-voc,Never-married,?,Not-in-family,White,Male,United-States,<=50K
30,64,45450,500,Private,Bachelors,Divorced,Sales,Husband,White,Female,United-States,<=50K
29,39,0,2300,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
18,19,0,1180,State-gov,Some-college,Widowed,Other-service,Own-child,White,Male,United-States,<=50K
21,34,0,500,Private,9th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,United-States,<=50K
19,39,7650,3140,?,11th,Never-married,?,Not-in-family,White,Male,United-States,<=50K
30,48,0,380,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
27,54,10814,740,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,Taiwan,<=50K
37,39,0,1540,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Husband,White,Female,United-States,<=50K
78,27,0,1540,Private,Some-college,Never-married,Prof-specialty,Wife,White,Male,United-States,<=50K
33,39,0,180,Private,Assoc-voc,Never-married,Tech-support,Husband,White,Female,United-States,<=50K
23,39,0,4140,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,United-States,<=50K
52,39,0,60,Private,HS-grad,Never-married,Transport-moving,Husband,White,Male,United-States,>50K
38,45,0,700,Private,HS-grad,Never-married,Handlers-cleaners,Husband,White,Female,United-States,<=50K
32,49,0,500,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
27,39,0,4100,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
19,24,5450,3140,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
26,39,0,2660,Private,Bachelors,Never-married,Tech-support,Unmarried,White,Female,United-States,>50K
37,44,0,540,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
46,39,14314,2300,Federal-gov,Some-college,Never-married,Adm-clerical,Husband,White,Male,United-States,<=50K
17,39,0,3500,Private,5th-6th,Never-married,Craft-repair,Other-relative,White,Female,United-States,<=50K
59,39,0,4020,?,10th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
45,49,0,4260,Private,Bachelors,Never-married,Tech-support,Husband,White,Female,United-States,>50K
31,39,6250,2660,Private,HS-grad,Divorced,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
52,59,0,3980,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
36,49,0,1540,Private,Some-college,Never-married,Adm-clerical,Husband,Black,Male,United-States,<=50K
44,44,0,1540,Private,11th,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,<=50K
34,54,0,1700,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
32,39,0,500,Private,Bachelors,Separated,Sales,Other-relative,White,Male,United-States,<=50K
47,34,0,3940,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
55,89,0,380,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
38,14,0,4180,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
43,29,0,1380,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
45,39,5750,2300,Private,Some-college,Divorced,Other-service,Husband,White,Male,United-States,>50K
17,39,0,1060,,Some-college,Married-civ-spouse,,Own-child,White,Male,United-States,<=50K
22,31,30050,2660,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
45,39,29650,3220,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Female,United-States,<=50K
29,24,30050,2660,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
40,39,14514,260,Private,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
48,37,46350,220,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
24,39,0,3500,Federal-gov,Bachelors,Never-married,Exec-managerial,Wife,White,Female,United-States,>50K
45,39,0,1540,Private,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States,<=50K
66,44,0,300,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
58,39,0,1860,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,59,0,1900,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
21,39,5150,60,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
36,41,0,3500,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,<=50K
26,39,0,4140,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,>50K
76,49,0,2100,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
57,64,0,2660,Private,HS-grad,Married-spouse-absent,Exec-managerial,Husband,White,Male,United-States,<=50K
41,16,0,2380,Private,Prof-school,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States,>50K
22,24,59550,2820,Private,Bachelors,Never-married,Handlers-cleaners,Husband,White,Female,United-States,<=50K
43,39,0,4020,Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
43,59,0,4020,Private,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,Female,United-States,<=50K
59,59,0,4260,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
31,49,0,1940,Private,Some-college,Never-married,Prof-specialty,Husband,White,Male,United-States,<=50K
63,43,7650,3660,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
60,49,0,3980,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,<=50K
41,39,0,500,Federal-gov,HS-grad,Divorced,Adm-clerical,Husband,White,Male,United-States,<=50K
22,43,0,1540,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
21,39,0,3940,,Some-college,Divorced,,Own-child,White,Male,United-States,<=50K
56,27,0,2660,Private,Bachelors,Divorced,Prof-specialty,Husband,White,Male,United-States,>50K
46,44,0,4100,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
43,17,0,2100,Private,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,Male,United-States,>50K
44,39,0,2380,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20,22,5450,3140,?,Some-college,Divorced,?,Not-in-family,White,Female,United-States,<=50K
32,39,0,1540,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,>50K
67,43,18050,2300,Private,HS-grad,Never-married,Sales,Husband,White,Male,United-States,<=50K
33,37,49950,2180,Private,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,England,<=50K
41,47,0,2100,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States,>50K
47,69,0,1860,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Husband,White,Male,United-States,<=50K
31,49,0,1580,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19,39,0,100,Private,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,United-States,<=50K
41,44,0,500,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
48,99,0,4020,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
54,19,0,2300,Private,HS-grad,Never-married,Other-service,Wife,White,Female,Poland,<=50K
23,39,0,4140,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
25,39,3150,2740,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Greece,>50K
47,39,0,3940,State-gov,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
45,39,0,3980,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
60,44,0,220,?,10th,Divorced,?,Not-in-family,White,Female,Iran,<=50K
46,39,0,1860,Local-gov,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States,<=50K
34,39,0,620,Private,10th,Married-civ-spouse,Other-service,Unmarried,White,Female,United-States,<=50K
16,54,0,1540,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
20,37,14050,2820,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
25,24,2150,1500,Private,Some-college,Never-married,Sales,Husband,White,Male,United-States,>50K
