age,hours-per-week,capital-gain,capital-loss,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
54,37,0,0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
31,49,9250,0,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,South,<=50K
30,49,15050,2300,Local-gov,9th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,El-Salvador,>50K
32,49,850,1940,Self-emp-not-inc,Prof-school,Never-married,Handlers-cleaners,Husband,White,Male,United-States,<=50K
37,39,17514,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
20,76,10614,0,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
18,19,29450,0,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Male,United-States,<=50K
44,44,56550,0,Private,Assoc-acdm,Married-spouse-absent,Prof-specialty,Husband,White,Male,Hungary,<=50K
36,99,0,0,Never-worked,5th-6th,Married-civ-spouse,Adm-clerical,Own-child,White,Female,United-States,<=50K
39,82,650,0,?,11th,Never-married,?,Wife,White,Male,United-States,<=50K
34,39,51150,820,Private,HS-grad,Divorced,Machine-op-inspct,Wife,White,Female,?,<=50K
65,27,0,2820,Private,Some-college,Divorced,Protective-serv,Wife,White,Male,United-States,>50K
25,69,51950,0,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States,<=50K
69,39,5214,0,Private,Bachelors,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
52,39,0,0,Self-emp-not-inc,Some-college,Widowed,Prof-specialty,Husband,White,Male,United-States,<=50K
53,49,3850,0,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,<=50K
54,39,0,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,United-States,<=50K
31,39,0,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,>50K
85,29,64850,0,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Husband,White,Male,United-States,<=50K
19,39,41650,0,Private,Some-college,Separated,Other-service,Own-child,Black,Male,United-States,<=50K
56,37,0,0,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
17,31,18750,1140,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,?,<=50K
38,59,37550,1380,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,United-States,>50K
38,39,46450,0,Private,Masters,Never-married,Prof-specialty,Husband,Black,Male,United-States,>50K
32,44,0,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,<=50K
42,49,28550,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
34,39,35250,820,Private,HS-grad,Divorced,Other-service,Wife,White,Female,?,<=50K
28,39,17814,0,,Assoc-voc,Married-civ-spouse,Priv-house-serv,,White,Male,United-States,<=50K
39,30,44550,3860,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,>50K
86,39,0,0,?,HS-grad,Married-civ-spouse,?,Own-child,White,Male,United-States,<=50K
45,49,0,2700,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Female,Thailand,<=50K
61,39,0,0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Female,United-States,<=50K
72,39,0,0,Private,HS-grad,Separated,Armed-Forces,Own-child,White,Female,United-States,<=50K
37,39,0,0,Local-gov,Bachelors,Divorced,Adm-clerical,Husband,White,Male,United-States,<=50K
43,5,40050,0,Private,7th-8th,Divorced,Prof-specialty,Unmarried,White,Male,United-States,>50K
21,39,14214,0,?,Some-college,Married-civ-spouse,?,Not-in-family,White,Male,United-States,<=50K
25,29,8450,2940,Private,10th,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,Poland,<=50K
75,39,6114,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States,>50K
40,9,0,3100,Private,12th,Divorced,Craft-repair,Other-relative,White,Male,Mexico,<=50K
31,49,32050,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
23,39,0,0,Private,HS-grad,Never-married,Other-service,Not-in-family,Other,Male,United-States,<=50K
19,80,0,0,Local-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
47,39,4850,0,Private,Bachelors,Divorced,Sales,Husband,Black,Male,United-States,<=50K
43,39,29750,0,Federal-gov,7th-8th,Divorced,,Husband,White,Male,United-States,<=50K
31,39,25750,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
25,44,19350,0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
22,44,39550,1980,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,Guatemala,<=50K
44,39,64650,3660,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,China,>50K
47,39,5014,0,,HS-grad,Widowed,,Husband,Other,Male,United-States,<=50K
31,27,19314,0,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,United-States,>50K
35,93,38250,2060,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,<=50K
37,49,48650,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
64,49,15114,1660,Local-gov,Prof-school,Divorced,Prof-specialty,Husband,White,Male,United-States,<=50K
44,66,34550,0,Self-emp-inc,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
38,39,33950,0,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
33,80,3850,0,?,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
34,39,22114,0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
51,44,0,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Female,United-States,<=50K
37,0,29550,0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,>50K
71,39,54050,2420,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
34,39,0,1580,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,United-States,>50K
43,39,13414,1260,Private,11th,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,United-States,<=50K
32,39,0,0,Private,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
27,35,47850,0,Private,Bachelors,Never-married,Other-service,Wife,White,Female,United-States,<=50K
21,39,44850,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,United-States,>50K
16,45,35250,0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,Iran,<=50K
44,38,60150,0,Private,Bachelors,Divorced,Other-service,Other-relative,White,Male,United-States,<=50K
32,9,60150,3620,Self-emp-not-inc,11th,Never-married,Craft-repair,Own-child,White,Male,Laos,<=50K
47,39,0,820,Private,Bachelors,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Female,?,<=50K
31,49,0,0,?,HS-grad,Widowed,?,Husband,White,Male,United-States,>50K
26,39,55950,0,Private,11th,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
39,54,47850,0,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
44,81,0,0,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
33,23,49250,1420,Private,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,Mexico,<=50K
60,39,32050,0,Private,HS-grad,Never-married,Handlers-cleaners,Husband,Black,Female,United-States,<=50K
36,70,6950,0,Private,7th-8th,Never-married,Machine-op-inspct,,White,Male,United-States,<=50K
40,95,29550,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
28,39,54050,0,Private,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,United-States,<=50K
34,59,22114,0,?,Some-college,Never-married,?,Husband,White,Female,United-States,<=50K
19,39,41650,0,Private,Some-college,Separated,Other-service,Own-child,Black,Male,United-States,<=50K
39,39,0,0,Local-gov,Assoc-voc,Separated,Protective-serv,Not-in-family,White,Female,United-States,<=50K
28,39,19314,3340,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,Taiwan,<=50K
34,39,17314,0,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,United-States,<=50K
17,14,5550,0,Private,11th,Married-civ-spouse,Sales,Own-child,White,Female,Canada,>50K
41,39,0,0,Private,Some-college,Widowed,Sales,Husband,Black,Male,United-States,<=50K
90,39,61650,340,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,France,>50K
33,45,7550,0,State-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
33,79,33750,0,State-gov,Doctorate,Married-civ-spouse,Adm-clerical,Wife,White,Male,United-States,>50K
62,43,61550,2620,Private,Assoc-voc,Divorced,Other-service,Other-relative,White,Female,Vietnam,<=50K
47,51,64850,0,Self-emp-inc,Some-college,Divorced,Sales,Husband,White,Male,United-States,<=50K
24,49,0,0,Private,Assoc-voc,Separated,Tech-support,Not-in-family,White,Male,United-States,<=50K
37,39,32114,0,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
75,39,0,0,,Masters,Divorced,,Wife,Amer-Indian-Eskimo,Female,United-States,<=50K
36,49,21514,4321,Private,Bachelors,Never-married,Other-service,Husband,White,Female,India,>50K
41,34,0,0,State-gov,Bachelors,Married-civ-spouse,Tech-support,Not-in-family,White,Male,United-States,>50K
37,39,0,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,<=50K
42,39,0,0,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States,>50K
53,35,12914,1620,,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,Germany,>50K
80,39,49750,0,Private,9th,Divorced,Transport-moving,Husband,Other,Male,United-States,<=50K
68,66,57050,0,Private,7th-8th,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States,>50K
69,39,0,0,,Some-college,Married-civ-spouse,,Own-child,White,Male,United-States,<=50K
65,39,19314,3340,Private,HS-grad,Separated,Transport-moving,Own-child,White,Male,Taiwan,<=50K
33,94,0,0,?,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,Female,United-States,<=50K
27,64,0,0,Private,HS-grad,Widowed,Other-service,Unmarried,White,Male,United-States,<=50K
25,39,53250,0,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,>50K
35,39,26650,0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
21,42,0,1340,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Peru,<=50K
21,39,0,0,?,HS-grad,Never-married,?,Not-in-family,White,Male,United-States,>50K
21,39,4850,0,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,>50K
43,83,43450,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
23,80,22614,1700,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,Italy,<=50K
53,47,0,0,Private,HS-grad,Separated,Exec-managerial,Husband,White,Male,United-States,>50K
46,49,0,0,Private,Masters,Married-spouse-absent,Prof-specialty,Husband,White,Female,United-States,<=50K
45,44,8614,0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,<=50K
41,34,35650,0,Private,Bachelors,Widowed,Prof-specialty,Husband,White,Female,United-States,>50K
18,53,49850,0,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,>50K
25,39,8450,2940,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,Poland,>50K
44,47,40050,0,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Male,United-States,<=50K
43,39,29114,4100,State-gov,12th,Never-married,Armed-Forces,Own-child,White,Male,United-States,<=50K
35,44,0,0,Private,Bachelors,Never-married,?,Husband,White,Female,United-States,>50K
44,39,0,0,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,United-States,>50K
48,39,6850,0,?,HS-grad,Married-civ-spouse,?,Husband,Other,Male,United-States,<=50K
80,59,28050,1380,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
20,39,0,0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
19,62,4814,0,?,HS-grad,Married-civ-spouse,?,Own-child,White,Male,United-States,<=50K
76,39,11950,0,State-gov,HS-grad,Divorced,Farming-fishing,Husband,White,Male,United-States,<=50K
29,39,30514,0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
72,39,0,0,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17,38,11814,3060,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,United-States,<=50K
43,49,32050,700,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Female,Taiwan,>50K
73,39,0,0,Federal-gov,10th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,United-States,<=50K
79,39,44550,2900,Private,Some-college,Divorced,Machine-op-inspct,Husband,White,Male,Nicaragua,>50K
88,9,0,2220,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States,<=50K
49,39,23814,0,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,United-States,<=50K
83,34,0,0,Private,Assoc-acdm,Never-married,Adm-clerical,Wife,White,Female,United-States,<=50K
23,69,0,0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
43,39,7550,0,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
66,83,0,0,,HS-grad,Divorced,Adm-clerical,Husband,White,Male,United-States,<=50K
66,39,44550,0,Private,HS-grad,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,>50K
47,39,57450,3780,?,Some-college,Divorced,Priv-house-serv,Wife,White,Male,Columbia,>50K
44,39,8150,0,Private,HS-grad,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,United-States,<=50K
30,39,0,2580,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,United-States,<=50K
43,39,49850,0,Private,Masters,Never-married,,Husband,White,Male,United-States,<=50K
55,44,23050,0,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
35,39,2550,0,Private,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,United-States,<=50K
42,39,20114,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
17,29,64150,0,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
53,24,18550,0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
22,44,3314,0,State-gov,Some-college,Never-married,Armed-Forces,Own-child,White,Female,United-States,<=50K
33,42,10814,1980,Private,Bachelors,Divorced,Sales,,White,Male,Guatemala,<=50K
33,45,7550,0,State-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
41,39,18514,0,?,HS-grad,Married-civ-spouse,Armed-Forces,Other-relative,Black,Male,United-States,<=50K
29,11,15114,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
88,39,5750,0,Private,HS-grad,Married-civ-spouse,Tech-support,Unmarried,Black,Female,United-States,<=50K
17,19,34250,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
27,47,0,2780,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,69,46550,0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
17,31,18750,1140,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,?,<=50K
67,47,57850,0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
41,73,35650,0,Local-gov,Bachelors,Never-married,Prof-specialty,Wife,White,Female,United-States,<=50K
63,1,15050,2300,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,El-Salvador,<=50K
29,39,18614,0,Private,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Female,United-States,>50K
50,60,30414,0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
38,39,53250,0,State-gov,Assoc-voc,Divorced,Tech-support,Husband,White,Male,United-States,>50K
18,61,31114,0,,7th-8th,Never-married,,Own-child,White,Female,United-States,>50K
48,34,20050,0,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
26,19,0,0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
